CrossID	Rack	Pos	Barcode	Origin	Exp	Trt	Pop	CrossNum	Indiv	LfCount1	LfLgth1	LfWdth1	LfCountH	LfLgthH	LfWdthH	BoltedatH	FlrHeadCount	CrownDiam.mm	ShootMass.g	LfCount2	LfLgth2	LfWdth2	FlwrDate	FlwrCol	SLAmass.g	SLAarea	SLAdate	HarvestDay	BoltDay	DeathDay	WiltDay	TotWiltDay	m.date1	m.date2	m.dateH	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv	bolt.bin	sla	sla.log	Mass.log	Crown.log
86	CA001-15	20	11	CA001-15-3	inv	ass map	control	CA001	15	3	12	16.5	4.4	21	27	4.4	n	NA	0.75	3.77	13	19.9	3.4	NA		0.148	20.815	80	86	NA	NA	NA	NA	0	22	78	4L	4	L	3O	3	O	0	140.641891891892	4.94621688586496	1.32707500145992	-0.287682072451781
87	CA001-15	16	7	CA001-15-6	inv	ass map	control	CA001	15	6	11	15.4	4.7	17	25.7	5.1	n	0	1	2.866	12	24	5.5	NA		0.141	23.794	78	80	NA	NA	NA	NA	0	22	78	4L	4	L	3O	3	O	0	168.751773049645	5.1284288366583	1.05291732940598	0
88	CA001-16	17	20	CA001-16-8	inv	ass map	control	CA001	16	8	8	18	4.2	16	26.7	5.4	n	NA	0.7	3.353	11	17.6	3.8	NA		0.249	33.384	63	85	NA	NA	NA	NA	0	22	78	4L	4	L	2M	2	M	0	134.072289156627	4.89837912580668	1.20985546748409	-0.356674943938732
89	CA001-16	12	9	CA001-16-7	inv	ass map	control	CA001	16	7	14	14.6	4.3	17	21.1	5.1	n	NA	1	3.891	15	16.4	4.5	NA		0.261	16.036	63	84	NA	NA	NA	NA	0	22	78	4L	4	L	2M	2	M	0	61.4406130268199	4.1180710664397	1.35866619400242	0
90	CA001-16	19	7	CA001-16-1	inv	ass map	control	CA001	16	1	11	13	4.2	19	19.8	4.2	n	NA	0.9	3.542	14	21.8	4.1	NA		0.14	25.65	79	86	NA	NA	NA	NA	0	22	78	4L	4	L	2M	2	M	0	183.214285714286	5.21065642798961	1.26469153936064	-0.105360515657826
91	CA001-16	12	34	CA001-16-2	inv	ass map	control	CA001	16	2	10	12.6	4.2	26	24.8	5.4	n	NA	1.1	3.443	19	14	2.8	NA		0.229	39.542	63	84	NA	NA	NA	NA	0	22	78	4L	4	L	2M	2	M	0	172.672489082969	5.15139667358059	1.23634318435639	0.0953101798043249
92	CA001-16	15	35	CA001-16-3	inv	ass map	control	CA001	16	3	11	15.2	3.9	13	23.5	4.8	n	NA	0.6	2.864	15	24.6	5.2	NA		0.175	26.247	83	86	NA	NA	NA	NA	0	22	78	4L	4	L	2M	2	M	0	149.982857142857	5.01052100185086	1.0522192490984	-0.510825623765991
93	CA001-16	15	40	CA001-16-6	inv	ass map	control	CA001	16	6	14	15.8	3.9	11	19.6	4.2	y	35	0.9	6.161	12	15.8	3.6	NA		0.167	34.438	83	86	65	NA	NA	NA	0	22	78	4L	4	L	2M	2	M	1	206.215568862275	5.32892207242938	1.81823910203243	-0.105360515657826
94	CA001-17	18	10	CA001-17-7	inv	ass map	control	CA001	17	7	10	12.4	3.3	9	26.6	5.2	n	NA	0.75	2.254	13	14.6	5.2	NA		0.161	38.265	83	85	NA	NA	NA	NA	0	22	78	7L	7	L	3N	3	N	0	237.670807453416	5.47088655425956	0.812706415617585	-0.287682072451781
95	CA001-17	16	38	CA001-17-4	inv	ass map	control	CA001	17	4	11	16.2	3.8	17	26.1	4.6	n	NA	0.8	3.999	15	23.1	5.6	NA		0.204	25.257	78	80	NA	NA	NA	NA	0	22	78	7L	7	L	3N	3	N	0	123.808823529412	4.81873863016156	1.38604432986468	-0.22314355131421
96	CA001-17	18	40	CA001-17-10	inv	ass map	control	CA001	17	10	13	12.4	3.1	6	22.6	4.8	y	39	0.9	5.429	10	22.9	5.9	NA		0.097	19.922	83	85	NA	NA	NA	NA	0	22	78	7L	7	L	3N	3	N	1	205.381443298969	5.32486894920173	1.69175495492331	-0.105360515657826
97	CA001-17	20	7	CA001-17-3	inv	ass map	control	CA001	17	3	12	17.5	4.3	27	29	4.7	n	NA	0.9	4.412	17	20.9	4.3	NA		0.118	19.484	80	86	NA	NA	NA	NA	0	22	78	7L	7	L	3N	3	N	0	165.118644067797	5.10666427046077	1.48432810139126	-0.105360515657826
98	CA001-17	19	20	CA001-17-5	inv	ass map	control	CA001	17	5	10	13.5	4.2	12	20.5	6	n	NA	0.7	2.771	10	21.4	5.8	NA		0.154	20.503	79	86	NA	NA	NA	NA	0	22	78	7L	7	L	3N	3	N	0	133.136363636364	4.89137389346942	1.01920826588084	-0.356674943938732
99	CA001-17	16	50	CA001-17-11	inv	ass map	control	CA001	17	11	12	13.2	3.9	21	17.6	3.9	n	NA	0.6	2.369	13	12.9	3.6	NA		0.109	15.221	78	80	NA	NA	NA	NA	0	22	78	7L	7	L	3N	3	N	0	139.642201834862	4.93908345005052	0.862467925176648	-0.510825623765991
100	CA001-17	14	49	CA001-17-6	inv	ass map	control	CA001	17	6	9	14.2	3.5	17	27.6	3.5	n	NA	0.75	3.224	11	18.2	3.7	NA		0.126	NA	79	84	NA	NA	NA	NA	0	22	78	7L	7	L	3N	3	N	0	NA	NA	1.17062282464438	-0.287682072451781
101	CA001-17	19	38	CA001-17-2	inv	ass map	control	CA001	17	2	14	14.3	4.4	15	24.2	5.1	y	NA	0.8	3.852	14	23	5.2	NA		0.255	37.757	79	86	86	NA	NA	NA	0	22	78	7L	7	L	3N	3	N	1	148.066666666667	4.99766262279222	1.34859249393588	-0.22314355131421
102	CA001-17	16	40	CA001-17-12	inv	ass map	control	CA001	17	12	20	16.8	3.9	18	25.6	4.1	n	NA	1.1	3.592	12	20.2	4.7	NA		0.133	21.477	78	80	NA	NA	NA	NA	0	22	78	7L	7	L	3N	3	N	0	161.481203007519	5.08438874584254	1.27870915043995	0.0953101798043249
103	CA001-17	18	18	CA001-17-1	inv	ass map	control	CA001	17	1	12	18.2	4.8	19	25.2	6.2	n	NA	0.8	4.304	1	22.4	5	NA		0.215	38.322	83	85	NA	NA	NA	NA	0	22	78	7L	7	L	3N	3	N	0	178.241860465116	5.18314139466198	1.45954482285948	-0.22314355131421
104	CA001-17	13	10	CA001-17-9	inv	ass map	control	CA001	17	9	8	16.5	4.9	8	21.4	3.5	n	NA	0.7	1.562	11	18.1	4.2	NA		0.152	26.122	80	86	NA	NA	NA	NA	0	22	78	7L	7	L	3N	3	N	0	171.855263157895	5.14665262929119	0.445967051417494	-0.356674943938732
105	CA001-17	22	40	CA001-17-8	inv	ass map	control	CA001	17	8	10	14	4.5	14	20.3	5.3	n	NA	1	3.84	12	21.7	5.6	NA		0.269	39.168	80	86	NA	NA	NA	NA	0	22	78	7L	7	L	3N	3	N	0	145.60594795539	4.98090398627016	1.34547236659964	0
106	CA001-18	20	3	CA001-18-2	inv	ass map	control	CA001	18	2	12	15.5	3.4	20	23.1	1.2	n	NA	0.7	2.931	11	20	4.6	NA		0.124	21.504	80	86	NA	NA	NA	NA	0	22	78	7L	7	L	3O	3	O	0	173.41935483871	5.15571267771784	1.07534366172876	-0.356674943938732
107	CA001-19	14	14	CA001-19-2	inv	array	control	CA001	19	2	9	21.8	4.1	18	20.1	4.5	y	NA	1	2.562	6	22.9	7	NA		0.163	30.604	79	NA	NA	NA	NA	NA	0	22	78	7L	7	L	2M	2	M	1	187.754601226994	5.23513579754498	0.940788203474542	0
108	CA001-19	13	43	CA001-19-3	inv	ass map	control	CA001	19	3	9	16	3.7	12	25.4	4.2	n	NA	0.9	3.017	9	19.7	6.6	NA		0.219	47.864	80	86	NA	NA	NA	NA	0	22	78	7L	7	L	2M	2	M	0	218.557077625571	5.38704720525337	1.10426296017692	-0.105360515657826
109	CA001-19	19	5	CA001-19-1	inv	ass map	control	CA001	19	1	13	18.1	4.1	13	20.9	4.9	y	8	0.8	4.353	11	20	4.4	NA		0.15	NA	79	86	73	NA	NA	NA	0	22	78	7L	7	L	2M	2	M	1	NA	NA	1.47086526257016	-0.22314355131421
110	CA001-2	13	45	CA001-2-3	inv	ass map	control	CA001	2	3	24	23	6.3	14	29.1	5.3	n	NA	0.9	5.172	14	19.2	5.4	NA		0.132	NA	80	86	NA	NA	NA	NA	0	22	78	3O	3	O	7L	7	L	0	NA	NA	1.64325946090961	-0.105360515657826
111	CA001-2	20	32	CA001-2-2	inv	ass map	control	CA001	2	2	22	19.6	4.7	35	23.2	6.1	y	NA	0.95	4.245	19	23.1	5.6	NA		0.127	23.357	80	86	86	NA	NA	NA	0	22	78	3O	3	O	7L	7	L	1	183.913385826772	5.21446491757889	1.44574181976331	-0.0512932943875506
112	CA001-2	20	27	CA001-2-6	inv	ass map	control	CA001	2	6	8	21.1	6	14	24.4	7	n	NA	0.9	4.831	NA	NA	NA	NA		NA	NA	80	86	NA	NA	NA	NA	0	22	78	3O	3	O	7L	7	L	0	NA	NA	1.57505348557227	-0.105360515657826
113	CA001-2	15	23	CA001-2-4	inv	ass map	control	CA001	2	4	16	20.3	5.8	20	23.6	5.4	n	NA	1	3.594	17	20.7	4.5	NA		0.167	NA	83	86	NA	NA	NA	NA	0	22	78	3O	3	O	7L	7	L	0	NA	NA	1.27926578836137	0
114	CA001-2	19	21	CA001-2-5	inv	ass map	control	CA001	2	5	15	17.8	6	17	27.3	5.5	n	NA	0.7	4.515	NA	NA	NA	NA		0.165	20.899	79	86	NA	NA	NA	NA	0	22	78	3O	3	O	7L	7	L	0	126.660606060606	4.84151111601767	1.50740518686895	-0.356674943938732
115	CA001-20	19	8	CA001-20-4	inv	ass map	control	CA001	20	4	14	14.4	3.5	12	24.1	4.4	n	NA	1	3.435	14	24.6	4.9	NA		0.189	NA	79	86	NA	NA	NA	NA	0	22	78	7L	7	L	4L	4	L	0	NA	NA	1.23401692567431	0
116	CA001-20	17	50	CA001-20-1	inv	ass map	control	CA001	20	1	12	14.2	3.9	16	19.2	3.8	n	NA	0.85	2.743	13	14.7	3.8	NA		0.084	NA	63	85	NA	NA	NA	NA	0	22	78	7L	7	L	4L	4	L	0	NA	NA	1.00905221195547	-0.162518929497775
117	CA001-20	20	18	CA001-20-3	inv	ass map	control	CA001	20	3	16	12	3.1	15	25.2	4.9	n	NA	0.8	3.112	17	21.6	4.5	NA		0.186	31.13	80	86	NA	NA	NA	NA	0	22	78	7L	7	L	4L	4	L	0	167.365591397849	5.12018058972245	1.13526560631615	-0.22314355131421
118	CA001-20	22	12	CA001-20-8	inv	ass map	control	CA001	20	8	14	11.6	3.7	17	26.6	5	n	NA	0.7	3.894	15	23.6	5.2	NA		0.186	33.399	80	86	NA	NA	NA	NA	0	22	78	7L	7	L	4L	4	L	0	179.564516129032	5.19053456468362	1.35943690695001	-0.356674943938732
119	CA001-20	17	25	CA001-20-5	inv	ass map	control	CA001	20	5	12	12.7	3.6	23	29	5.8	n	NA	0.8	4.374	15	23	5.1	NA		0.221	39.847	63	85	NA	NA	NA	NA	0	22	78	7L	7	L	4L	4	L	0	180.303167420814	5.1946396975581	1.47567792225458	-0.22314355131421
120	CA001-20	18	20	CA001-20-9	inv	ass map	control	CA001	20	9	14	11.9	3.6	20	24	4.2	n	NA	0.9	3.933	29	14	3.5	NA		0.146	26.044	83	85	NA	NA	NA	NA	0	22	78	7L	7	L	4L	4	L	0	178.383561643836	5.18393607264842	1.36940249344967	-0.105360515657826
121	CA001-20	22	7	CA001-20-7	inv	ass map	control	CA001	20	7	15	12.1	3.5	22	24.7	5.1	n	NA	0.8	3.962	17	23	5.8	NA		0.18	26.369	80	86	NA	NA	NA	NA	0	22	78	7L	7	L	4L	4	L	0	146.494444444444	4.98698750585714	1.37674894827636	-0.22314355131421
122	CA001-20	16	3	CA001-20-10	inv	ass map	control	CA001	20	10	14	13.7	3.3	17	25.2	5	n	0	1	3.647	10	19.5	5	NA		0.14	24.217	78	80	NA	NA	NA	NA	0	22	78	7L	7	L	4L	4	L	0	172.978571428571	5.1531677222512	1.29390491182654	0
123	CA001-20	12	15	CA001-20-12	inv	ass map	control	CA001	20	12	13	14	3.5	34	0	0	n	0	0.7	NA	17	0	0	NA		NA	21.315	63	84	NA	NA	NA	NA	0	22	78	7L	7	L	4L	4	L	0	NA	NA	NA	-0.356674943938732
124	CA001-20	13	12	CA001-20-11	inv	ass map	control	CA001	20	11	15	13.3	3.8	23	25.8	4.1	n	NA	0.9	3.489	18	21.2	5.1	NA		0.113	23.311	80	86	NA	NA	NA	NA	0	22	78	7L	7	L	4L	4	L	0	206.29203539823	5.32929281244018	1.24961516220464	-0.105360515657826
125	CA001-3	16	34	CA001-3-14	inv	ass map	control	CA001	3	14	12	18.1	4.4	25	23.3	4.2	n	NA	1.2	3.334	21	17.5	4.5	NA		0.156	25.377	78	80	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	162.673076923077	5.09174252372259	1.2041727843286	0.182321556793955
126	CA001-3	18	34	CA001-3-19	inv	ass map	control	CA001	3	19	11	15.6	3.9	15	27.8	6.3	y	NA	0.9	3.907	13	32.5	7.8	NA		0.166	NA	83	85	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	1	NA	NA	1.36276981607293	-0.105360515657826
127	CA001-3	12	43	CA001-3-7	inv	ass map	control	CA001	3	7	13	18.6	3.7	18	21.1	4.8	n	NA	0.9	3.634	12	18.1	4.4	NA		0.147	24.783	63	84	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	168.591836734694	5.12748062645188	1.29033396997398	-0.105360515657826
128	CA001-3	23	36	CA001-3-15	inv	ass map	control	CA001	3	15	13	19	5.5	22	18.5	3.4	n	NA	0.9	2.775	20	21.3	5.7	NA		NA	NA	NA	85	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	NA	NA	1.0206507471984	-0.105360515657826
129	CA001-3	12	50	CA001-3-18	inv	ass map	control	CA001	3	18	10	14.2	3.9	18	16.1	4.2	n	NA	0.8	2.375	10	22.3	4.5	NA		0.177	NA	63	84	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	NA	NA	0.864997437486605	-0.22314355131421
130	CA001-3	16	10	CA001-3-6	inv	ass map	control	CA001	3	6	15	20	4.4	27	24.8	4	y	0	1.5	3.536	12	19.8	4.5	NA		0.132	22.949	78	80	80	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	1	173.856060606061	5.15822771896824	1.2629961447754	0.405465108108164
131	CA001-3	22	23	CA001-3-3	inv	ass map	control	CA001	3	3	12	19.2	5.4	17	27.1	5.5	n	NA	0.9	4.861	15	25.2	5.3	NA		0.214	28.826	80	86	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	134.700934579439	4.9030570216212	1.58124417806332	-0.105360515657826
132	CA001-3	20	21	CA001-3-11	inv	ass map	control	CA001	3	11	11	20.7	4.2	21	25.3	5.2	n	NA	0.8	3.71	11	20.8	3.6	NA		0.146	23.461	80	86	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	160.691780821918	5.07948812533663	1.31103187661934	-0.22314355131421
133	CA001-3	21	50	CA001-3-13	inv	ass map	control	CA001	3	13	12	12.8	2.6	22	18.5	2.7	n	NA	1	3.083	15	13.8	2.9	NA		NA	NA	79	86	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	NA	NA	1.12590314890401	0
134	CA001-3	15	31	CA001-3-2	inv	ass map	control	CA001	3	2	14	14.8	5	22	21.5	2.8	n	NA	1	3.04	14	14.6	4.9	NA		0.106	20.287	83	86	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	191.38679245283	5.25429647168926	1.11185751541813	0
135	CA001-3	18	8	CA001-3-1	inv	ass map	control	CA001	3	1	10	21.2	5.3	34	26.5	5.6	n	NA	1.2	3.469	19	22.7	3.4	NA		0.114	22.95	83	85	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	201.315789473684	5.3048747670942	1.24386636798761	0.182321556793955
136	CA001-3	9	32	CA001-3-5	inv	mat fx	drought	CA001	3	5	13	15.1	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	5	0	22	78	3O	3	O	2M	2	M	NA	NA	NA	NA	NA
137	CA001-3	13	20	CA001-3-12	inv	ass map	control	CA001	3	12	14	14.7	4.4	14	23.5	3.5	n	NA	1	3.72	19	28.7	4.2	NA		0.186	NA	80	86	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	NA	NA	1.31372366828506	0
138	CA001-3	14	8	CA001-3-9	inv	ass map	control	CA001	3	9	12	17	3.6	15	24.6	4.1	n	NA	1	2.189	9	15.6	3.7	NA		0.097	22.294	79	84	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	229.835051546392	5.43736188444619	0.783444818540726	0
139	CA001-3	15	3	CA001-3-17	inv	ass map	control	CA001	3	17	10	17.9	5	17	18.6	4.4	n	NA	1.1	3.779	11	19.1	5.7	NA		0.129	21.445	83	86	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	166.240310077519	5.11343439258931	1.32945942436735	0.0953101798043249
140	CA001-3	14	45	CA001-3-8	inv	ass map	control	CA001	3	8	11	19	4.1	14	22.7	8	n	NA	0.8	2.954	11	18.3	4.6	NA		NA	NA	79	84	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	NA	NA	1.08316018410919	-0.22314355131421
141	CA001-3	21	21	CA001-3-4	inv	ass map	control	CA001	3	4	14	20.5	5.2	14	23	4.1	n	NA	0.9	3.466	15	20.9	5.2	NA		0.205	30.059	79	86	NA	NA	NA	NA	0	22	78	3O	3	O	2M	2	M	0	146.629268292683	4.98790741681547	1.24300119129341	-0.105360515657826
142	CA001-4	9	34	CA001-4-3	inv	mat fx	drought	CA001	4	3	25	17.9	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	5	0	22	78	3O	3	O	2N	2	N	NA	NA	NA	NA	NA
143	CA001-4	12	31	CA001-4-11	inv	ass map	control	CA001	4	11	20	16.6	2.5	34	17	4.6	n	NA	1.1	3.667	22	17	3.5	NA		0.099	14.369	63	84	NA	NA	NA	NA	0	22	78	3O	3	O	2N	2	N	0	145.141414141414	4.97770853709462	1.29937388908919	0.0953101798043249
144	CA001-4	18	50	CA001-4-8	inv	ass map	control	CA001	4	8	12	18.5	4.7	29	18.3	3.7	n	NA	1	4.274	17	18	5.7	NA		0.102	16.781	83	85	NA	NA	NA	NA	0	22	78	3O	3	O	2N	2	N	0	164.519607843137	5.10302975971689	1.45255015689696	0
145	CA001-4	18	38	CA001-4-1	inv	ass map	control	CA001	4	1	28	17.6	2.7	35	20	3.9	n	NA	1.2	3.85	35	17.6	3.5	NA		0.076	17.731	83	85	NA	NA	NA	NA	0	22	78	3O	3	O	2N	2	N	0	233.302631578947	5.45233645877066	1.34807314829969	0.182321556793955
146	CA001-4	16	14	CA001-4-4	inv	ass map	control	CA001	4	4	12	18.8	4.3	16	27.6	4.1	n	0	1.1	3.307	9	29.9	6.5	NA		0.123	19.453	78	80	NA	NA	NA	NA	0	22	78	3O	3	O	2N	2	N	0	158.154471544715	5.0635722234254	1.19604143399966	0.0953101798043249
147	CA001-4	13	34	CA001-4-10	inv	ass map	control	CA001	4	10	12	18.2	3.8	20	30.1	4.6	n	NA	0.9	3.849	14	23.4	4.3	NA		0.112	21.509	80	86	NA	NA	NA	NA	0	22	78	3O	3	O	2N	2	N	0	192.044642857143	5.25772785988134	1.34781337430161	-0.105360515657826
148	CA001-4	13	14	CA001-4-7	inv	ass map	control	CA001	4	7	10	18.3	4.7	18	24	6.1	n	NA	1.1	3.024	12	23.6	6.7	NA		0.17	39.144	80	86	NA	NA	NA	NA	0	22	78	3O	3	O	2N	2	N	0	230.258823529412	5.4392039959187	1.10658045831729	0.0953101798043249
149	CA001-4	12	40	CA001-4-9	inv	ass map	control	CA001	4	9	12	19.4	4.9	23	24.5	4.4	n	NA	0.8	3.892	15	22.4	4.6	NA		0.109	19.111	63	84	NA	NA	NA	NA	0	22	78	3O	3	O	2N	2	N	0	175.330275229358	5.16667148225984	1.35892316432376	-0.22314355131421
150	CA001-4	12	11	CA001-4-5	inv	ass map	control	CA001	4	5	21	13.5	3.5	32	19.2	4.4	n	NA	0.85	3.066	23	16.8	3.6	NA		0.147	30.637	63	84	NA	NA	NA	NA	0	22	78	3O	3	O	2N	2	N	0	208.414965986395	5.33953112105502	1.12037378044962	-0.162518929497775
151	CA001-4	21	20	CA001-4-2	inv	ass map	control	CA001	4	2	14	17.4	4.2	49	21.2	5.1	n	NA	0.9	4.844	24	23.9	7.1	NA		0.148	NA	79	86	NA	NA	NA	NA	0	22	78	3O	3	O	2N	2	N	0	NA	NA	1.57774082569085	-0.105360515657826
152	CA001-4	12	14	CA001-4-12	inv	ass map	control	CA001	4	12	35	12	2.8	68	21.4	4.2	n	NA	1	5.197	41	18.8	4.4	NA		0.111	18.49	63	84	NA	NA	NA	NA	0	22	78	3O	3	O	2N	2	N	0	166.576576576577	5.11545512306884	1.6480815360263	0
153	CA001-4	14	18	CA001-4-6	inv	ass map	control	CA001	4	6	17	14.8	3.9	25	21.1	3	y	10	1.2	4.771	24	18.6	3.4	NA		0.082	NA	79	84	65	NA	NA	NA	0	22	78	3O	3	O	2N	2	N	1	NA	NA	1.56255592653397	0.182321556793955
154	CA001-5	21	23	CA001-5-2	inv	ass map	control	CA001	5	2	10	20.9	5.7	22	27	4.5	n	NA	1	4.804	14	26.8	5	NA		0.127	34.21	79	86	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	269.370078740158	5.59608619151306	1.56944890421774	0
155	CA001-5	17	5	CA001-5-22	inv	ass map	control	CA001	5	22	15	17.9	5	25	29.1	5.1	n	NA	0.9	3.259	21	20.5	2.7	NA		0.154	21.812	63	85	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	141.636363636364	4.95326295363232	1.18142039985542	-0.105360515657826
156	CA001-5	14	31	CA001-5-8	inv	ass map	control	CA001	5	8	12	15.8	5	43	24.8	4.6	n	NA	1	4.562	16	20.7	3.8	NA		0.136	26.32	79	84	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	193.529411764706	5.2654294997032	1.5177611238622	0
157	CA001-5	23	23	CA001-5-6	inv	ass map	control	CA001	5	6	24	16	4.1	42	24	4.6	n	NA	1	3.54	NA	NA	NA	NA		0.067	19.84	84	85	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	296.119402985075	5.6907627614479	1.26412672714568	0
158	CA001-5	23	45	CA001-5-24	inv	ass map	control	CA001	5	24	10	15	4.5	14	23.2	5.3	n	NA	0.9	2.979	11	26.9	4.6	NA		0.15	19.206	84	85	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	128.04	4.85234271510166	1.09158767373115	-0.105360515657826
159	CA001-5	17	40	CA001-5-10	inv	ass map	control	CA001	5	10	14	14.7	3.9	27	21.7	4.2	n	NA	1.2	4.276	14	18.3	3.4	NA		0.193	25.548	63	85	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	132.373056994819	4.88562412577659	1.4530179931628	0.182321556793955
160	CA001-5	14	25	CA001-5-14	inv	ass map	control	CA001	5	14	20	12.8	3.2	35	29.2	4.5	n	NA	1.3	4.38	23	24	2.9	NA		0.138	23.572	79	84	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	170.811594202899	5.1405611608006	1.47704872438835	0.262364264467491
161	CA001-5	20	31	CA001-5-5	inv	ass map	control	CA001	5	5	18	16.6	4	55	23.8	3.6	n	NA	0.8	4.996	22	19.6	2.6	NA		0.156	17.816	80	86	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	114.205128205128	4.73799620168767	1.60863759226333	-0.22314355131421
162	CA001-5	18	36	CA001-5-21	inv	ass map	control	CA001	5	21	20	18.3	5.2	36	23.1	5.6	n	NA	0.9	4.772	32	22.4	4.1	NA		0.158	25.241	83	85	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	159.753164556962	5.07362990249469	1.56276550423567	-0.105360515657826
163	CA001-5	23	43	CA001-5-13	inv	ass map	control	CA001	5	13	11	13.8	3.1	19	22.3	4.1	n	NA	0.9	3.417	16	21.5	4.4	NA		0.124	16.418	84	85	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	132.403225806452	4.88585200730317	1.22876297313315	-0.105360515657826
164	CA001-5	18	32	CA001-5-3	inv	ass map	control	CA001	5	3	10	16.4	4.4	30	22.7	4.1	n	NA	0.95	4.535	21	18	3.7	NA		0.227	28.227	83	85	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	124.348017621145	4.82308422819347	1.5118250835671	-0.0512932943875506
165	CA001-5	19	43	CA001-5-15	inv	ass map	control	CA001	5	15	21	16	3.7	26	22.6	3.6	n	NA	0.9	3.993	18	20	3.7	NA		0.112	11.421	79	86	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	101.973214285714	4.62471017375551	1.38454282808108	-0.105360515657826
166	CA001-5	22	50	CA001-5-4	inv	ass map	control	CA001	5	4	16	15	2.8	18	20.2	4.4	n	NA	0.1	3.638	17	16.6	2.9	NA		0.146	25.985	80	86	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	177.979452054795	5.18166810573421	1.29143408009593	-2.30258509299405
167	CA001-5	20	34	CA001-5-12	inv	ass map	control	CA001	5	12	15	15.4	4	35	23.2	5.3	y	NA	1	5.308	24	19.3	4.6	NA		0.156	25.964	80	86	86	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	1	166.435897435897	5.11461023490382	1.66921511646996	0
168	CA001-5	18	16	CA001-5-11	inv	ass map	control	CA001	5	11	13	15.7	4.3	32	27	5.8	n	NA	1	5.681	30	27.5	5.7	NA		0.206	32.397	83	85	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	157.266990291262	5.05794493611129	1.73712727357499	0
169	CA001-5	19	11	CA001-5-19	inv	ass map	control	CA001	5	19	14	15.1	4.3	16	23.6	4.2	n	NA	0.9	3.932	13	20.5	5.2	NA		0.129	NA	79	86	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	NA	NA	1.36914820228492	-0.105360515657826
170	CA001-5	22	9	CA001-5-18	inv	ass map	control	CA001	5	18	11	17.6	5.5	12	25.9	4.7	n	NA	0.8	3.973	12	20.6	5.3	NA		0.218	34.583	80	86	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	158.637614678899	5.06662244803508	1.37952147683246	-0.22314355131421
171	CA001-5	23	30	CA001-5-9	inv	ass map	control	CA001	5	9	10	14.9	3.4	27	24.6	3.7	n	NA	0.9	3.667	NA	NA	NA	NA		NA	NA	84	85	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	NA	NA	1.29937388908919	-0.105360515657826
172	CA001-5	21	16	CA001-5-7	inv	ass map	control	CA001	5	7	10	13.2	3.2	33	28.6	4	y	NA	0.6	5.071	36	26.1	5	NA		NA	27.959	79	86	86	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	1	NA	NA	1.62353803681288	-0.510825623765991
173	CA001-5	15	14	CA001-5-23	inv	ass map	control	CA001	5	23	13	15.8	3.7	32	26.5	3.4	n	NA	0.7	4.73	12	26.2	4.6	NA		0.147	22.607	83	86	NA	NA	NA	NA	0	22	78	3O	3	O	3N	3	N	0	153.789115646258	5.03558228503708	1.55392520250384	-0.356674943938732
