CrossID	Rack	Pos	Barcode	Origin	Exp	Trt	Pop	CrossNum	Indiv	LfCount1	LfLgth1	LfWdth1	LfCountH	LfLgthH	LfWdthH	BoltedatH	FlrHeadCount	CrownDiam.mm	ShootMass.g	LfCount2	LfLgth2	LfWdth2	FlwrDate	FlwrCol	SLAmass.g	SLAarea	SLAdate	HarvestDay	BoltDay	DeathDay	WiltDay	TotWiltDay	m.date1	m.date2	m.dateH	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv	bolt.bin	sla	sla.log	Mass.log	Crown.log
174	CA001-7	17	15	CA001-7-10	inv	ass map	control	CA001	7	10	11	21.8	5.5	20	26.4	4.3	n	NA	0.8	4.123	15	23.7	4.8	NA		0.281	29.33	63	85	NA	NA	NA	NA	0	22	78	2M	2	M	3N	3	N	0	104.377224199288	4.64801149263775	1.41658105372476	-0.22314355131421
175	CA001-7	21	9	CA001-7-6	inv	ass map	control	CA001	7	6	10	17.8	4.9	18	23	5.2	n	NA	0.9	4.004	13	24.3	4.9	NA		0.14	18.152	79	86	NA	NA	NA	NA	0	22	78	2M	2	M	3N	3	N	0	129.657142857143	4.86489360385037	1.38729386145297	-0.105360515657826
176	CA001-7	15	9	CA001-7-2	inv	ass map	control	CA001	7	2	18	20.5	5.1	50	26.1	3.6	n	NA	0.7	4.895	27	20.1	5.2	NA		0.106	24.28	83	86	NA	NA	NA	NA	0	22	78	2M	2	M	3N	3	N	0	229.056603773585	5.43396915106137	1.58821427598247	-0.356674943938732
177	CA001-7	18	49	CA001-7-3	inv	ass map	control	CA001	7	3	12	21.7	4.6	18	21	4.3	y	NA	0.85	3.826	16	21.7	4.1	NA		0.17	23.799	83	85	NA	NA	NA	NA	0	22	78	2M	2	M	3N	3	N	1	139.994117647059	4.94160040491985	1.34181987101806	-0.162518929497775
178	CA001-7	20	25	CA001-7-4	inv	ass map	control	CA001	7	4	14	17.8	4.2	18	23.9	5.7	n	NA	0.9	5.129	14	17.8	4.1	NA		0.203	30.662	80	86	NA	NA	NA	NA	0	22	78	2M	2	M	3N	3	N	0	151.044334975369	5.01757340282861	1.63491070840713	-0.105360515657826
179	CA001-7	20	41	CA001-7-7	inv	ass map	control	CA001	7	7	11	15.5	3.6	9	18.5	3.7	n	NA	0.9	2.392	11	13.5	2.4	NA		0.103	15.482	80	86	NA	NA	NA	NA	0	22	78	2M	2	M	3N	3	N	0	150.31067961165	5.01270434953502	0.872129836088385	-0.105360515657826
180	CA001-7	21	34	CA001-7-9	inv	ass map	control	CA001	7	9	11	20.5	5.6	14	30	5.5	n	NA	0.6	3.791	13	22.3	5	NA		151	29.3	79	86	NA	NA	NA	NA	0	22	78	2M	2	M	3N	3	N	0	0.194039735099338	-1.6396923207919	1.3326298365342	-0.510825623765991
181	CA001-7	14	3	CA001-7-1	inv	ass map	control	CA001	7	1	12	21.5	5.1	24	24.5	4.3	n	NA	1	4.117	10	18.6	5.5	NA		0.164	29.144	79	84	NA	NA	NA	NA	0	22	78	2M	2	M	3N	3	N	0	177.707317073171	5.1801379108642	1.41512474278777	0
182	CA001-8	7	12	CA001-8-24	inv	mat fx	control	CA001	8	24	13	16.2	3.6	23	20.4	3.4	n	NA	0.9	4.371	15	18.9	4.6	NA		0.173	NA	83	86	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	NA	NA	1.47499181588118	-0.105360515657826
183	CA001-8	22	45	CA001-8-7	inv	ass map	control	CA001	8	7	15	16.6	4.6	15	26.1	5.9	n	NA	1	3.244	13	132	3.2	NA		0.134	26.235	80	86	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	195.783582089552	5.2770098761699	1.17680713625317	0
184	CA001-8	13	36	CA001-8-14	inv	ass map	control	CA001	8	14	14	17.7	4.6	17	26.2	6.6	n	NA	1.1	3.869	15	15.2	4.2	NA		0.116	24.891	80	86	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	214.577586206897	5.36867138022603	1.35299607571838	0.0953101798043249
185	CA001-8	15	7	CA001-8-21	inv	ass map	control	CA001	8	21	9	18.6	3.8	23	23.5	4.7	n	NA	0.6	4.868	13	22.1	4.5	NA		0.173	28.589	83	86	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	165.254335260116	5.10748571294208	1.58268317512528	-0.510825623765991
186	CA001-8	19	1	CA001-8-23	inv	ass map	control	CA001	8	23	10	18.8	5.3	27	19.9	4.8	n	NA	0.95	3.285	12	27.2	6.5	NA		0.135	28.41	79	86	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	210.444444444444	5.3492216964098	1.18936665193657	-0.0512932943875506
187	CA001-8	22	20	CA001-8-5	inv	ass map	control	CA001	8	5	13	19.6	5.3	21	20.1	3	y	2	0.9	4.375	13	19.5	5.2	NA		0.144	27.54	80	86	73	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	1	191.25	5.25358147270664	1.47590651980958	-0.105360515657826
188	CA001-8	23	18	CA001-8-25	inv	ass map	control	CA001	8	25	9	10	3.1	22	23	3.6	n	NA	0.8	3.724	14	22.6	3.8	NA		0.147	24.005	84	85	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	163.299319727891	5.0955848341863	1.31479835941482	-0.22314355131421
189	CA001-8	9	25	CA001-8-6	inv	mat fx	drought	CA001	8	6	12	18.2	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	2	5	0	22	78	2M	2	M	3O	3	O	NA	NA	NA	NA	NA
190	CA001-8	19	29	CA001-8-17	inv	ass map	control	CA001	8	17	13	18.1	4.2	34	22.5	3.8	n	NA	1	4.107	19	21.3	4.1	NA		0.084	17.855	79	86	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	212.559523809524	5.35922206118524	1.41269283497442	0
191	CA001-8	22	1	CA001-8-3	inv	ass map	control	CA001	8	3	12	20	4.8	20	22.1	2.9	n	NA	0.75	3.231	18	18.5	5.6	NA		0.082	11.654	80	86	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	142.121951219512	4.95668550043877	1.17279168684236	-0.287682072451781
192	CA001-8	16	30	CA001-8-13	inv	ass map	control	CA001	8	13	15	18.1	5.3	25	23.7	5.1	n	NA	0.8	3.071	15	17.8	4.1	NA		0.104	20.162	78	80	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	193.865384615385	5.26716402447251	1.12200324145869	-0.22314355131421
193	CA001-8	23	8	CA001-8-9	inv	ass map	control	CA001	8	9	18	16.1	4	35	25.8	4.6	y	NA	0.8	4.379	27	19.7	5.2	NA		0.189	30.669	84	85	85	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	1	162.269841269841	5.08926063636548	1.47682038781926	-0.22314355131421
194	CA001-8	14	20	CA001-8-18	inv	ass map	control	CA001	8	18	11	17.3	4.3	26	25.3	3.8	n	NA	0.8	3.211	18	17.2	4	NA		0.125	NA	79	84	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	NA	NA	1.16658241510738	-0.22314355131421
195	CA001-8	23	25	CA001-8-2	inv	ass map	control	CA001	8	2	11	19.6	5.2	19	21.8	5.1	n	NA	1	3.478	NA	NA	NA	NA		0.13	21.872	84	85	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	168.246153846154	5.12542810850815	1.24645741593209	0
196	CA001-8	12	12	CA001-8-16	inv	ass map	control	CA001	8	16	15	18.2	4.5	35	20.1	5.7	n	NA	1.05	4.812	19	21.1	4.8	NA		0.14	22.91	63	84	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	163.642857142857	5.09768635283824	1.57111279811243	0.048790164169432
197	CA001-8	20	50	CA001-8-15	inv	ass map	control	CA001	8	15	12	18.5	5.5	12	17.1	3.9	n	NA	1	2.932	10	17.1	4.2	NA		0.158	24.159	80	86	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	152.905063291139	5.02981722743669	1.07568478402441	0
198	CA001-8	15	50	CA001-8-20	inv	ass map	control	CA001	8	20	14	19.1	4.9	49	24	3.1	n	NA	0.7	3.905	19	19	5.2	NA		0.097	16.099	83	86	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	165.969072164948	5.11180145873891	1.36225778329165	-0.356674943938732
199	CA001-8	19	40	CA001-8-22	inv	ass map	control	CA001	8	22	9	19.1	5.5	24	25.2	6	n	NA	1	3.385	17	25.2	4.1	NA		0.15	23.792	79	86	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	158.613333333333	5.06646937460368	1.21935390636424	0
200	CA001-8	12	29	CA001-8-1	inv	ass map	control	CA001	8	1	16	19.8	5.5	27	25.2	5.2	n	NA	1	5.836	17	23.9	4.3	NA		0.215	43.937	63	84	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	204.358139534884	5.31987404055975	1.76404563066054	0
201	CA001-8	13	49	CA001-8-4	inv	ass map	control	CA001	8	4	16	19.1	4.8	17	21.6	3.3	n	NA	0.7	2.228	11	18.5	5.1	NA		0.095	22.555	80	86	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	237.421052631579	5.46983515824196	0.801104322065038	-0.356674943938732
202	CA001-8	12	3	CA001-8-8	inv	ass map	control	CA001	8	8	12	18.2	5.6	23	24.3	5.3	n	NA	0.85	3.529	17	20.8	4.1	NA		0.121	18.872	63	84	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	155.96694214876	5.04964407549077	1.26101454469313	-0.162518929497775
203	CA001-8	23	1	CA001-8-12	inv	ass map	control	CA001	8	12	14	19.1	4.3	29	18	3.2	n	NA	1.15	3.185	17	18.8	4.6	NA		0.06	9.613	84	85	NA	NA	NA	NA	0	22	78	2M	2	M	3O	3	O	0	160.216666666667	5.07652706584372	1.15845228902413	0.139761942375159
204	CA001-9	23	49	CA001-9-17	inv	ass map	control	CA001	9	17	12	15.3	4.6	12	15.7	3.2	n	NA	0.9	2.917	14	18.7	5.4	NA		0.164	18.754	84	85	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	114.353658536585	4.73929591415537	1.07055569088558	-0.105360515657826
205	CA001-9	22	25	CA001-9-10	inv	ass map	control	CA001	9	10	14	15.6	4.3	16	27.6	5.3	n	NA	0.9	4.452	14	24.4	5.4	NA		0.258	38.163	80	86	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	147.918604651163	4.9966621539027	1.4933534334133	-0.105360515657826
206	CA001-9	15	21	CA001-9-6	inv	ass map	control	CA001	9	6	11	15.1	3.5	15	26.4	5.4	n	NA	0.7	3.583	NA	NA	NA	NA		0.182	30.944	83	86	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	170.021978021978	5.13592771117623	1.27620043832282	-0.356674943938732
207	CA001-9	17	1	CA001-9-27	inv	ass map	control	CA001	9	27	13	16.7	14.2	17	25	4.6	n	NA	0.8	3.69	13	24.6	4.5	NA		0.244	31.216	63	85	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	127.934426229508	4.85151783756969	1.30562645805244	-0.22314355131421
208	CA001-9	23	34	CA001-9-13	inv	ass map	control	CA001	9	13	10	17.8	4.7	14	22	3.8	n	NA	1.1	3.325	15	22.6	5.3	NA		0.195	28.088	84	85	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	144.041025641026	4.97009815928452	1.20146967410782	0.0953101798043249
209	CA001-9	14	40	CA001-9-16	inv	ass map	control	CA001	9	16	8	18.9	4.6	8	23.3	5.2	n	NA	0.9	2.689	8	17.9	5	NA		0.202	45.455	79	84	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	225.024752475248	5.41621040715475	0.989169377286728	-0.105360515657826
210	CA001-9	21	40	CA001-9-12	inv	ass map	control	CA001	9	12	14	18.6	4.6	17	26	5.2	n	NA	1	4.169	13	22	4.5	NA		0.209	NA	79	86	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	NA	NA	1.42767619889866	0
211	CA001-9	17	23	CA001-9-3	inv	ass map	control	CA001	9	3	11	17.4	5.1	18	30.7	6.1	n	NA	0.9	4.433	16	33.1	6.8	NA		0.221	30.915	63	85	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	139.886877828054	4.94083408047492	1.48907655576292	-0.105360515657826
212	CA001-9	13	41	CA001-9-14	inv	ass map	control	CA001	9	14	13	17	4.2	21	28	4.2	n	NA	0.9	3.207	13	18.7	5	NA		0.148	27.714	80	86	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	187.256756756757	5.23248070589455	1.16533592071102	-0.105360515657826
213	CA001-9	18	5	CA001-9-11	inv	ass map	control	CA001	9	11	12	17.4	3.9	17	21.7	4.1	n	NA	0.8	3.717	12	19.5	4	NA		0.145	23.941	83	85	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	165.110344827586	5.1066140069134	1.31291689131512	-0.22314355131421
214	CA001-9	16	31	CA001-9-24	inv	ass map	control	CA001	9	24	11	19.2	4.3	11	24.9	5	n	NA	1	3.14	10	19.5	5.9	NA		0.229	33.787	78	80	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	147.541484716157	4.99410938854879	1.14422279992016	0
215	CA001-9	21	15	CA001-9-9	inv	ass map	control	CA001	9	9	12	14.6	3.5	20	30	6	n	NA	1.1	3.064	13	26.1	4.8	NA		0.231	36.428	79	86	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	157.69696969697	5.06067527816592	1.11972125187834	0.0953101798043249
216	CA001-9	13	7	CA001-9-1	inv	ass map	control	CA001	9	1	12	14.9	4.6	15	20.5	5.1	n	NA	1.1	3.59	12	20.4	5.4	NA		0.152	27.065	80	86	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	178.059210526316	5.1821161383848	1.27815220250019	0.0953101798043249
217	CA001-9	6	7	CA001-9-31	inv	mat fx	control	CA001	9	31	11	18.3	4.2	16	21.5	5.2	n	NA	1.1	4.276	14	18.7	4.8	NA		0.192	24.389	84	84	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	127.026041666667	4.84439211793164	1.4530179931628	0.0953101798043249
218	CA001-9	7	18	CA001-9-5	inv	mat fx	control	CA001	9	5	12	14.7	3.6	28	22.1	4.4	n	NA	1	4.041	10	19.4	4	NA		0.112	19.991	83	86	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	178.491071428571	5.18453857996065	1.39649218609634	0
219	CA001-9	18	43	CA001-9-30	inv	ass map	control	CA001	9	30	12	19	4.7	11	21.9	5.3	n	NA	0.9	3.251	10	18	4.4	NA		0.268	38.17	83	85	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	142.425373134328	4.95881816522842	1.17896264132177	-0.105360515657826
220	CA001-9	14	23	CA001-9-23	inv	ass map	control	CA001	9	23	15	16.7	4.1	17	23.5	5.5	n	NA	0.9	4.47	13	21.8	4.8	NA		0.242	37.454	79	84	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	154.768595041322	5.04193106616377	1.49738840862548	-0.105360515657826
221	CA001-9	20	35	CA001-9-25	inv	ass map	control	CA001	9	25	13	11.8	3.7	13	26.2	6.8	n	NA	1.05	3.345	12	26.8	6.1	NA		0.172	25.403	80	86	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	147.691860465116	4.99512807945493	1.20746669358019	0.048790164169432
222	CA001-9	12	16	CA001-9-18	inv	ass map	control	CA001	9	18	10	23	5.7	16	28.7	5.2	n	NA	1	3.254	8	25.4	6.1	NA		0.232	38.756	63	84	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	167.051724137931	5.11830348983858	1.17988500879685	0
223	CA001-9	19	32	CA001-9-19	inv	ass map	control	CA001	9	19	13	18.4	4.2	14	24.3	4.2	n	NA	1	3.116	9	24.5	6.5	NA		0.092	14.059	79	86	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	152.815217391304	5.02922946203087	1.1365501280085	0
224	CA001-9	12	25	CA001-9-21	inv	array	control	CA001	9	21	11	22.5	4.7	17	29.8	5.2	n	NA	0.9	4.175	12	29.9	7.8	NA		0.259	42.303	63	NA	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	163.332046332046	5.0957852228058	1.42911435830282	-0.105360515657826
225	CA001-9	16	29	CA001-9-26	inv	ass map	control	CA001	9	26	11	17.4	3.9	15	28.2	6.2	n	NA	0.8	3.989	10	24.5	5.7	NA		0.181	29.038	78	80	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	160.430939226519	5.07786356477781	1.38354057292327	-0.22314355131421
226	CA001-9	15	32	CA001-9-4	inv	ass map	control	CA001	9	4	7	14.5	4.5	11	26.6	4.5	n	NA	0.9	3.125	8	28.5	5.1	NA		0.201	28.912	83	86	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	143.8407960199	4.96870710477293	1.13943428318836	-0.105360515657826
227	CA001-9	21	29	CA001-9-20	inv	ass map	control	CA001	9	20	17	19.6	4.1	20	32	6	n	NA	0.8	4.712	18	20	6.2	NA		0.228	NA	79	86	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	NA	NA	1.55011244634929	-0.22314355131421
228	CA001-9	21	7	CA001-9-7	inv	ass map	control	CA001	9	7	10	17.5	3.8	14	25.1	3.1	n	NA	0.6	2.891	11	23.7	4.1	NA		0.163	22.417	79	86	NA	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	0	137.527607361963	4.92382467776713	1.06160246303421	-0.510825623765991
229	CA001-9	15	38	CA001-9-22	inv	ass map	control	CA001	9	22	12	19.6	4.2	18	22.5	5.3	y	NA	0.6	3.13	12	18.6	4.9	NA		0.074	13.409	83	86	86	NA	NA	NA	0	22	78	2M	2	M	4L	4	L	1	181.202702702703	5.19961630907547	1.14103300455206	-0.510825623765991
230	GR002-1	7	16	GR002-1-1	nat	mat fx	control	GR002	1	1	14	17.5	3.9	27	24.5	5.1	n	NA	0.9	3.468	13	17.2	3.5	NA		0.062	12.142	83	86	NA	NA	NA	NA	0	22	78	25L	25	L	17M	17	M	0	195.838709677419	5.27729141064529	1.2435780589183	-0.105360515657826
231	GR002-1	6	34	GR002-1-2	nat	mat fx	control	GR002	1	2	12	17.8	3.8	8	26.5	6.1	n	NA	1	4.238	11	20.7	5.1	NA		0.138	33.106	84	84	65	NA	NA	NA	0	22	78	25L	25	L	17M	17	M	0	239.898550724638	5.48021612866291	1.44409145984611	0
232	GR002-10	20	43	GR002-10-2	nat	ass map	control	GR002	10	2	15	13	4.4	15	18.3	4	n	NA	0.9	2.525	12	15.4	5.4	NA		0.102	18.22	80	86	NA	NA	NA	NA	0	22	78	23N	23	N	20L	20	L	0	178.627450980392	5.18530235752968	0.926241062727323	-0.105360515657826
233	GR002-10	9	16	GR002-10-1	nat	mat fx	drought	GR002	10	1	11	16.9	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	2	6	0	22	78	23N	23	N	20L	20	L	NA	NA	NA	NA	NA
234	GR002-10	7	25	GR002-10-4	nat	mat fx	control	GR002	10	4	13	13.5	3.6	24	19.5	6.5	n	NA	1.8	3.069	NA	NA	NA	NA		0.134	27.169	83	86	NA	NA	NA	NA	0	22	78	23N	23	N	20L	20	L	0	202.753731343284	5.31199209649219	1.1213517756376	0.587786664902119
235	GR002-3	7	47	GR002-3-2	nat	mat fx	control	GR002	3	2	14	15.5	3.7	18	22.4	3.6	n	NA	1	2.67	7	15.2	2.1	NA		0.156	21.326	83	86	NA	NA	NA	NA	0	22	78	25M	25	M	13K	13	K	0	136.705128205128	4.91782625732859	0.982078472412158	0
236	GR002-4	9	9	GR002-4-1	nat	mat fx	drought	GR002	4	1	14	15	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	1	2	0	22	78	13K	13	K	25L	25	L	NA	NA	NA	NA	NA
237	GR002-6	7	43	GR002-6-1	nat	mat fx	control	GR002	6	1	20	15.9	5.2	35	22.6	3.1	n	NA	1	4.044	18	16	4.6	NA		0.149	22.874	83	86	NA	NA	NA	NA	0	22	78	13K	13	K	17M	17	M	0	153.51677852349	5.0338098673957	1.39723430115822	0
238	GR002-9	16	35	GR002-9-7	nat	ass map	control	GR002	9	7	16	13.9	3.1	2	17.9	3.7	y	55	0.9	4.328	18	20.3	6	80	white	0.069	14.952	78	80	51	NA	NA	NA	0	22	78	25K	25	K	13K	13	K	1	216.695652173913	5.37849384453814	1.46510554154418	-0.105360515657826
239	GR002-9	9	12	GR002-9-2	nat	mat fx	drought	GR002	9	2	15	14.9	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	1	3	0	22	78	25K	25	K	13K	13	K	NA	NA	NA	NA	NA
240	GR002-9	6	41	GR002-9-4	nat	mat fx	control	GR002	9	4	16	21.3	4.2	15	23.6	4.2	n	NA	0.8	3.371	13	20.6	4.4	NA		0.151	19.606	84	84	NA	NA	NA	NA	0	22	78	25K	25	K	13K	13	K	0	129.841059602649	4.86631108400675	1.21520943625192	-0.22314355131421
241	GR002-9	12	38	GR002-9-6	nat	ass map	control	GR002	9	6	15	16.3	2.7	16	23.7	4.4	y	4	0.8	4.478	15	20	4.7	NA		0.165	28.626	63	84	62	NA	NA	NA	0	22	78	25K	25	K	13K	13	K	1	173.490909090909	5.15612520084358	1.49917651817656	-0.22314355131421
242	RU008-1	6	9	RU008-1-2	nat	mat fx	control	RU008	1	2	15	16.1	3.2	16	25.8	4.5	n	NA	1	3.713	22	19.1	5.7	NA		0.155	24.613	84	84	NA	NA	NA	NA	0	22	78	17K	17	K	21N	21	N	0	158.793548387097	5.06760492070244	1.31184017519494	0
243	RU008-11	6	25	RU008-11-1	nat	mat fx	control	RU008	11	1	14	14.3	3.4	25	31.5	5.3	n	NA	0.8	3.944	14	23.9	6.7	NA		0.139	22.506	84	84	NA	NA	NA	NA	0	22	78	12M	12	M	16N	16	N	0	161.913669064748	5.08706328617925	1.37219543674039	-0.22314355131421
244	RU008-4	9	49	RU008-4-1	nat	mat fx	drought	RU008	4	1	15	16.5	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	3	0	22	78	17L	17	L	21N	21	N	NA	NA	NA	NA	NA
245	RU008-5	6	23	RU008-5-2	nat	mat fx	control	RU008	5	2	14	16.4	3.9	5	26.4	6.7	y	19	0.9	4.758	19	17.1	5.6	NA		0.135	NA	84	84	65	NA	NA	NA	0	22	78	21N	21	N	17K	17	K	1	NA	NA	1.55982741188077	-0.105360515657826
246	RU008-5	7	27	RU008-5-1	nat	mat fx	control	RU008	5	1	25	16	4.2	10	21.5	4.3	y	62	0.7	5.523	NA	NA	NA	NA		0.95	19.223	83	86	65	NA	NA	NA	0	22	78	21N	21	N	17K	17	K	1	20.2347368421053	3.00740077315827	1.70892119091905	-0.356674943938732
247	RU008-5	7	38	RU008-5-9	nat	mat fx	control	RU008	5	9	18	17.6	3.2	12	18	2.5	y	50	1.1	4.146	11	16.7	3.2	NA		0.072	18.968	83	86	65	NA	NA	NA	0	22	78	21N	21	N	17K	17	K	1	263.444444444444	5.57384250872919	1.42214401401359	0.0953101798043249
248	RU008-5	9	20	RU008-5-6	nat	mat fx	drought	RU008	5	6	16	14.9	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	2	0	22	78	21N	21	N	17K	17	K	NA	NA	NA	NA	NA
249	RU008-8	6	47	RU008-8-2	nat	mat fx	control	RU008	8	2	13	19.5	4.7	8	20	5.2	y	6	0.9	NA	17	19	7.1	NA		0.107	19.242	84	84	65	NA	NA	NA	0	22	78	21M	21	M	17K	17	K	1	179.831775700935	5.1920218344593	NA	-0.105360515657826
250	RU008-8	9	43	RU008-8-7	nat	mat fx	drought	RU008	8	7	14	19.5	5.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	3	0	22	78	21M	21	M	17K	17	K	NA	NA	NA	NA	NA
251	SAND-1	6	18	SAND-1-9	sk	mat fx	control	SAND	1	9	13	23.6	7.4	14	31.8	9.7	n	NA	0.9	5.41	17	26.2	8.3	NA		0.271	39.621	84	84	NA	NA	NA	NA	0	22	78	1	1	NA	NA	NA	NA	0	146.20295202952	4.98499573883221	1.68824909285839	-0.105360515657826
252	SAND-1	6	32	SAND-1-2	sk	mat fx	control	SAND	1	2	14	21.5	7.6	16	27.4	5.3	n	NA	0.9	5.238	17	22	6.9	NA		0.201	23.716	84	84	NA	NA	NA	NA	0	22	78	1	1	NA	NA	NA	NA	0	117.990049751244	4.77060029676818	1.65593974608552	-0.105360515657826
253	SAND-1	17	47	SAND-1-8	sk	ass map	control	SAND	1	8	31	21.9	6.9	44	22.2	6.4	n	NA	1.1	4.734	25	21.7	5.9	NA		0.11	14.808	63	85	NA	NA	NA	NA	0	22	78	1	1	NA	NA	NA	NA	0	134.618181818182	4.90244248846092	1.55477051109179	0.0953101798043249
254	SAND-1	7	21	SAND-1-6	sk	mat fx	control	SAND	1	6	15	20.9	7.2	16	25.4	5.1	n	NA	1	4.645	NA	NA	NA	NA		0.238	32.105	83	86	NA	NA	NA	NA	0	22	78	1	1	NA	NA	NA	NA	0	134.894957983193	4.90449638655667	1.5357913722658	0
255	SAND-1	7	45	SAND-1-1	sk	mat fx	control	SAND	1	1	13	27.1	7.9	15	26.4	7	n	NA	0.7	4.675	13	261	6.8	NA		0.282	NA	83	86	NA	NA	NA	NA	0	22	78	1	1	NA	NA	NA	NA	0	NA	NA	1.54222916274065	-0.356674943938732
256	SAND-2	9	1	SAND-2-5	sk	mat fx	drought	SAND	2	5	16	16.9	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	5	0	22	78	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
257	SAND-2	9	45	SAND-2-1	sk	mat fx	drought	SAND	2	1	12	28	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	1	3	0	22	78	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
258	SAND-2	9	47	SAND-2-4	sk	mat fx	drought	SAND	2	4	19	24.3	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	5	0	22	78	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
259	SAND-3	7	34	SAND-3-3	sk	mat fx	control	SAND	3	3	14	22.2	6.4	20	27.3	8.1	n	NA	0.8	5.459	11	22.3	5.9	NA		0.259	32.269	83	86	NA	NA	NA	NA	0	22	78	3	3	NA	NA	NA	NA	0	124.590733590734	4.82503423433207	1.69726562279962	-0.22314355131421
260	SAND-3	7	41	SAND-3-5	sk	mat fx	control	SAND	3	5	18	21.6	7.9	23	18.5	4.6	n	NA	0.8	3.896	12	21.6	7.5	NA		0.142	18.95	83	86	NA	NA	NA	NA	0	22	78	3	3	NA	NA	NA	NA	0	133.450704225352	4.89373215290931	1.35995038578029	-0.22314355131421
261	SERG-1	18	11	SERG-1-5	sk	array	control	SERG	1	5	13	17.9	4.2	0	0	0	y	50	0.5	4.657	22	18.2	5.4	65	purple	NA	NA	NA	NA	NA	NA	NA	NA	0	22	78	1	1	NA	NA	NA	NA	1	NA	NA	1.53837146400024	-0.693147180559945
