Origin	Pop	alt	Latitude	Longitude	PC1	CrossID	Rack	Pos	Barcode	Exp	Trt	CrossNum	Indiv	BoltedatH	ShootMass.g	HarvestDay	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv	bolt.bin	Mass.log	PC2	PC3	time	m.date	lfl	lfw	lfc
CA001-10-5.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-10	21	14	CA001-10-5	ass map	control	10	5	n	2.807	86	3N	3	N	7L	7	L	0	1.03211629737975	-5.95971149091243	1.21481333797062	2	22	23.1	4.7	10
CA001-10-7.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-10	16	21	CA001-10-7	ass map	control	10	7	n	3.408	80	3N	3	N	7L	7	L	0	1.22612560896707	-5.95971149091243	1.21481333797062	2	22	20.9	4.5	10
CA001-10-6.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-10	17	3	CA001-10-6	ass map	control	10	6	n	3.469	85	3N	3	N	7L	7	L	0	1.24386636798761	-5.95971149091243	1.21481333797062	2	22	23.9	3.5	13
CA001-10-4.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-10	13	48	CA001-10-4	array	control	10	4	n	4.472	NA	3N	3	N	7L	7	L	0	1.4978357358528	-5.95971149091243	1.21481333797062	2	22	22	4.7	16
CA001-11-6.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-11	15	45	CA001-11-6	ass map	control	11	6	n	2.668	86	3N	3	N	2M	2	M	0	0.981329128053377	-5.95971149091243	1.21481333797062	2	22	16.4	3.2	14
CA001-11-3.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-11	21	43	CA001-11-3	ass map	control	11	3	n	3.475	86	3N	3	N	2M	2	M	0	1.24559447901676	-5.95971149091243	1.21481333797062	2	22	16.7	3.9	12
CA001-11-7.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-11	20	14	CA001-11-7	ass map	control	11	7	n	4.537	86	3N	3	N	2M	2	M	0	1.51226600068183	-5.95971149091243	1.21481333797062	2	22	24.7	5	18
CA001-11-4.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-11	23	21	CA001-11-4	ass map	control	11	4	n	3.78	85	3N	3	N	2M	2	M	0	1.3297240096315	-5.95971149091243	1.21481333797062	2	22	NA	NA	NA
CA001-11-11.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-11	15	43	CA001-11-11	ass map	control	11	11	n	3.811	86	3N	3	N	2M	2	M	0	1.33789162189172	-5.95971149091243	1.21481333797062	2	22	17.5	4.8	15
CA001-11-9.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-11	15	10	CA001-11-9	ass map	control	11	9	n	3.785	86	3N	3	N	2M	2	M	0	1.33104588688941	-5.95971149091243	1.21481333797062	2	22	15.8	3.8	13
CA001-11-2.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-11	19	14	CA001-11-2	ass map	control	11	2	n	3.957	86	3N	3	N	2M	2	M	0	1.37548616240329	-5.95971149091243	1.21481333797062	2	22	25.2	5.4	14
CA001-11-8.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-11	21	45	CA001-11-8	ass map	control	11	8	n	2.623	86	3N	3	N	2M	2	M	0	0.964318700884737	-5.95971149091243	1.21481333797062	2	22	19.2	4.1	17
CA001-11-5.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-11	17	32	CA001-11-5	ass map	control	11	5	n	4.092	85	3N	3	N	2M	2	M	0	1.40903384808938	-5.95971149091243	1.21481333797062	2	22	27.6	4.7	11
CA001-12-3.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	21	27	CA001-12-3	ass map	control	12	3	n	4.398	86	3N	3	N	4L	4	L	0	1.48114989213257	-5.95971149091243	1.21481333797062	2	22	24.6	4.6	20
CA001-12-8.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	12	30	CA001-12-8	ass map	control	12	8	n	3.68	84	3N	3	N	4L	4	L	0	1.30291275218084	-5.95971149091243	1.21481333797062	2	22	24.4	3.8	14
CA001-12-15.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	21	11	CA001-12-15	ass map	control	12	15	n	2.658	86	3N	3	N	4L	4	L	0	0.977573960291054	-5.95971149091243	1.21481333797062	2	22	23.5	4.1	8
CA001-12-5.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	18	14	CA001-12-5	ass map	control	12	5	n	4.165	85	3N	3	N	4L	4	L	0	1.42671627561881	-5.95971149091243	1.21481333797062	2	22	21.7	4.2	14
CA001-12-17.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	23	35	CA001-12-17	ass map	control	12	17	n	3.002	85	3N	3	N	4L	4	L	0	1.09927873321127	-5.95971149091243	1.21481333797062	2	22	22.2	4.8	16
CA001-12-11.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	22	31	CA001-12-11	ass map	control	12	11	n	4.233	86	3N	3	N	4L	4	L	0	1.44291096153879	-5.95971149091243	1.21481333797062	2	22	21.4	4.6	9
CA001-12-12.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	13	9	CA001-12-12	ass map	control	12	12	y	2.685	86	3N	3	N	4L	4	L	1	0.987680727960828	-5.95971149091243	1.21481333797062	2	22	22	4.2	19
CA001-12-16.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	19	49	CA001-12-16	ass map	control	12	16	n	3.181	86	3N	3	N	4L	4	L	0	1.15719561276701	-5.95971149091243	1.21481333797062	2	22	19.1	3.3	9
CA001-12-10.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	16	9	CA001-12-10	ass map	control	12	10	y	3.205	80	3N	3	N	4L	4	L	1	1.16471209037263	-5.95971149091243	1.21481333797062	2	22	24.2	4.6	10
CA001-12-13.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	20	47	CA001-12-13	ass map	control	12	13	n	3.357	86	3N	3	N	4L	4	L	0	1.2110477179979	-5.95971149091243	1.21481333797062	2	22	19.1	3.6	9
CA001-12-9.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	13	25	CA001-12-9	ass map	control	12	9	y	4.081	86	3N	3	N	4L	4	L	1	1.40634205642367	-5.95971149091243	1.21481333797062	2	22	25.4	4.4	17
CA001-12-18.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	19	41	CA001-12-18	ass map	control	12	18	n	3.238	86	3N	3	N	4L	4	L	0	1.17495585525544	-5.95971149091243	1.21481333797062	2	22	21.5	4.3	9
CA001-12-2.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-12	17	14	CA001-12-2	ass map	control	12	2	n	3.935	85	3N	3	N	4L	4	L	0	1.36991088186937	-5.95971149091243	1.21481333797062	2	22	27.4	4	10
CA001-13-2.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-13	16	5	CA001-13-2	ass map	control	13	2	n	2.338	80	3N	3	N	3O	3	O	0	0.849295863049877	-5.95971149091243	1.21481333797062	2	22	17.4	3.8	9
CA001-13-1.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-13	7	29	CA001-13-1	mat fx	control	13	1	n	3.77	86	3N	3	N	3O	3	O	0	1.32707500145992	-5.95971149091243	1.21481333797062	2	22	NA	NA	NA
CA001-13-3.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-13	22	3	CA001-13-3	ass map	control	13	3	n	2.7	86	3N	3	N	3O	3	O	0	0.993251773010283	-5.95971149091243	1.21481333797062	2	22	21.1	3.5	14
CA001-14-1.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-14	6	12	CA001-14-1	mat fx	control	14	1	n	4.045	84	4L	4	L	7L	7	L	0	1.39748155051045	-5.95971149091243	1.21481333797062	2	22	12.6	5	13
CA001-15-4.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-15	23	12	CA001-15-4	ass map	control	15	4	y	4.895	85	4L	4	L	3O	3	O	1	1.58821427598247	-5.95971149091243	1.21481333797062	2	22	27.5	5.9	18
CA001-15-1.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-15	12	7	CA001-15-1	ass map	control	15	1	n	2.563	84	4L	4	L	3O	3	O	0	0.941178447381934	-5.95971149091243	1.21481333797062	2	22	19.5	6	11
CA001-15-5.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-15	12	32	CA001-15-5	ass map	control	15	5	n	3.152	84	4L	4	L	3O	3	O	0	1.14803717199563	-5.95971149091243	1.21481333797062	2	22	18.4	3.9	13
CA001-15-7.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-15	18	9	CA001-15-7	ass map	control	15	7	n	4.894	85	4L	4	L	3O	3	O	0	1.58800996502048	-5.95971149091243	1.21481333797062	2	22	17.5	3.7	16
CA001-15-2.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-15	19	3	CA001-15-2	ass map	control	15	2	n	3.818	86	4L	4	L	3O	3	O	0	1.33972672530356	-5.95971149091243	1.21481333797062	2	22	21.4	3.7	11
CA001-15-3.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-15	20	11	CA001-15-3	ass map	control	15	3	n	3.77	86	4L	4	L	3O	3	O	0	1.32707500145992	-5.95971149091243	1.21481333797062	2	22	19.9	3.4	13
CA001-15-6.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-15	16	7	CA001-15-6	ass map	control	15	6	n	2.866	80	4L	4	L	3O	3	O	0	1.05291732940598	-5.95971149091243	1.21481333797062	2	22	24	5.5	12
CA001-16-8.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-16	17	20	CA001-16-8	ass map	control	16	8	n	3.353	85	4L	4	L	2M	2	M	0	1.20985546748409	-5.95971149091243	1.21481333797062	2	22	17.6	3.8	11
CA001-16-7.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-16	12	9	CA001-16-7	ass map	control	16	7	n	3.891	84	4L	4	L	2M	2	M	0	1.35866619400242	-5.95971149091243	1.21481333797062	2	22	16.4	4.5	15
CA001-16-1.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-16	19	7	CA001-16-1	ass map	control	16	1	n	3.542	86	4L	4	L	2M	2	M	0	1.26469153936064	-5.95971149091243	1.21481333797062	2	22	21.8	4.1	14
CA001-16-2.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-16	12	34	CA001-16-2	ass map	control	16	2	n	3.443	84	4L	4	L	2M	2	M	0	1.23634318435639	-5.95971149091243	1.21481333797062	2	22	14	2.8	19
CA001-16-3.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-16	15	35	CA001-16-3	ass map	control	16	3	n	2.864	86	4L	4	L	2M	2	M	0	1.0522192490984	-5.95971149091243	1.21481333797062	2	22	24.6	5.2	15
CA001-16-6.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-16	15	40	CA001-16-6	ass map	control	16	6	y	6.161	86	4L	4	L	2M	2	M	1	1.81823910203243	-5.95971149091243	1.21481333797062	2	22	15.8	3.6	12
CA001-17-7.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-17	18	10	CA001-17-7	ass map	control	17	7	n	2.254	85	7L	7	L	3N	3	N	0	0.812706415617585	-5.95971149091243	1.21481333797062	2	22	14.6	5.2	13
CA001-17-4.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-17	16	38	CA001-17-4	ass map	control	17	4	n	3.999	80	7L	7	L	3N	3	N	0	1.38604432986468	-5.95971149091243	1.21481333797062	2	22	23.1	5.6	15
CA001-17-10.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-17	18	40	CA001-17-10	ass map	control	17	10	y	5.429	85	7L	7	L	3N	3	N	1	1.69175495492331	-5.95971149091243	1.21481333797062	2	22	22.9	5.9	10
CA001-17-3.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-17	20	7	CA001-17-3	ass map	control	17	3	n	4.412	86	7L	7	L	3N	3	N	0	1.48432810139126	-5.95971149091243	1.21481333797062	2	22	20.9	4.3	17
CA001-17-5.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-17	19	20	CA001-17-5	ass map	control	17	5	n	2.771	86	7L	7	L	3N	3	N	0	1.01920826588084	-5.95971149091243	1.21481333797062	2	22	21.4	5.8	10
CA001-17-11.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-17	16	50	CA001-17-11	ass map	control	17	11	n	2.369	80	7L	7	L	3N	3	N	0	0.862467925176648	-5.95971149091243	1.21481333797062	2	22	12.9	3.6	13
CA001-17-6.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-17	14	49	CA001-17-6	ass map	control	17	6	n	3.224	84	7L	7	L	3N	3	N	0	1.17062282464438	-5.95971149091243	1.21481333797062	2	22	18.2	3.7	11
CA001-17-2.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-17	19	38	CA001-17-2	ass map	control	17	2	y	3.852	86	7L	7	L	3N	3	N	1	1.34859249393588	-5.95971149091243	1.21481333797062	2	22	23	5.2	14
CA001-17-12.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-17	16	40	CA001-17-12	ass map	control	17	12	n	3.592	80	7L	7	L	3N	3	N	0	1.27870915043995	-5.95971149091243	1.21481333797062	2	22	20.2	4.7	12
CA001-17-1.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-17	18	18	CA001-17-1	ass map	control	17	1	n	4.304	85	7L	7	L	3N	3	N	0	1.45954482285948	-5.95971149091243	1.21481333797062	2	22	22.4	5	1
CA001-17-9.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-17	13	10	CA001-17-9	ass map	control	17	9	n	1.562	86	7L	7	L	3N	3	N	0	0.445967051417494	-5.95971149091243	1.21481333797062	2	22	18.1	4.2	11
CA001-17-8.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-17	22	40	CA001-17-8	ass map	control	17	8	n	3.84	86	7L	7	L	3N	3	N	0	1.34547236659964	-5.95971149091243	1.21481333797062	2	22	21.7	5.6	12
CA001-18-2.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-18	20	3	CA001-18-2	ass map	control	18	2	n	2.931	86	7L	7	L	3O	3	O	0	1.07534366172876	-5.95971149091243	1.21481333797062	2	22	20	4.6	11
CA001-19-2.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-19	14	14	CA001-19-2	array	control	19	2	y	2.562	NA	7L	7	L	2M	2	M	1	0.940788203474542	-5.95971149091243	1.21481333797062	2	22	22.9	7	6
CA001-19-3.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-19	13	43	CA001-19-3	ass map	control	19	3	n	3.017	86	7L	7	L	2M	2	M	0	1.10426296017692	-5.95971149091243	1.21481333797062	2	22	19.7	6.6	9
CA001-19-1.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-19	19	5	CA001-19-1	ass map	control	19	1	y	4.353	86	7L	7	L	2M	2	M	1	1.47086526257016	-5.95971149091243	1.21481333797062	2	22	20	4.4	11
CA001-2-3.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-2	13	45	CA001-2-3	ass map	control	2	3	n	5.172	86	3O	3	O	7L	7	L	0	1.64325946090961	-5.95971149091243	1.21481333797062	2	22	19.2	5.4	14
CA001-2-2.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-2	20	32	CA001-2-2	ass map	control	2	2	y	4.245	86	3O	3	O	7L	7	L	1	1.44574181976331	-5.95971149091243	1.21481333797062	2	22	23.1	5.6	19
CA001-2-6.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-2	20	27	CA001-2-6	ass map	control	2	6	n	4.831	86	3O	3	O	7L	7	L	0	1.57505348557227	-5.95971149091243	1.21481333797062	2	22	NA	NA	NA
CA001-2-4.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-2	15	23	CA001-2-4	ass map	control	2	4	n	3.594	86	3O	3	O	7L	7	L	0	1.27926578836137	-5.95971149091243	1.21481333797062	2	22	20.7	4.5	17
CA001-2-5.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-2	19	21	CA001-2-5	ass map	control	2	5	n	4.515	86	3O	3	O	7L	7	L	0	1.50740518686895	-5.95971149091243	1.21481333797062	2	22	NA	NA	NA
CA001-20-4.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-20	19	8	CA001-20-4	ass map	control	20	4	n	3.435	86	7L	7	L	4L	4	L	0	1.23401692567431	-5.95971149091243	1.21481333797062	2	22	24.6	4.9	14
CA001-20-1.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-20	17	50	CA001-20-1	ass map	control	20	1	n	2.743	85	7L	7	L	4L	4	L	0	1.00905221195547	-5.95971149091243	1.21481333797062	2	22	14.7	3.8	13
CA001-20-3.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-20	20	18	CA001-20-3	ass map	control	20	3	n	3.112	86	7L	7	L	4L	4	L	0	1.13526560631615	-5.95971149091243	1.21481333797062	2	22	21.6	4.5	17
CA001-20-8.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-20	22	12	CA001-20-8	ass map	control	20	8	n	3.894	86	7L	7	L	4L	4	L	0	1.35943690695001	-5.95971149091243	1.21481333797062	2	22	23.6	5.2	15
CA001-20-5.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-20	17	25	CA001-20-5	ass map	control	20	5	n	4.374	85	7L	7	L	4L	4	L	0	1.47567792225458	-5.95971149091243	1.21481333797062	2	22	23	5.1	15
CA001-20-9.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-20	18	20	CA001-20-9	ass map	control	20	9	n	3.933	85	7L	7	L	4L	4	L	0	1.36940249344967	-5.95971149091243	1.21481333797062	2	22	14	3.5	29
CA001-20-7.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-20	22	7	CA001-20-7	ass map	control	20	7	n	3.962	86	7L	7	L	4L	4	L	0	1.37674894827636	-5.95971149091243	1.21481333797062	2	22	23	5.8	17
CA001-20-10.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-20	16	3	CA001-20-10	ass map	control	20	10	n	3.647	80	7L	7	L	4L	4	L	0	1.29390491182654	-5.95971149091243	1.21481333797062	2	22	19.5	5	10
CA001-20-12.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-20	12	15	CA001-20-12	ass map	control	20	12	n	NA	84	7L	7	L	4L	4	L	0	NA	-5.95971149091243	1.21481333797062	2	22	0	0	17
CA001-20-11.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-20	13	12	CA001-20-11	ass map	control	20	11	n	3.489	86	7L	7	L	4L	4	L	0	1.24961516220464	-5.95971149091243	1.21481333797062	2	22	21.2	5.1	18
CA001-3-14.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	16	34	CA001-3-14	ass map	control	3	14	n	3.334	80	3O	3	O	2M	2	M	0	1.2041727843286	-5.95971149091243	1.21481333797062	2	22	17.5	4.5	21
CA001-3-19.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	18	34	CA001-3-19	ass map	control	3	19	y	3.907	85	3O	3	O	2M	2	M	1	1.36276981607293	-5.95971149091243	1.21481333797062	2	22	32.5	7.8	13
CA001-3-7.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	12	43	CA001-3-7	ass map	control	3	7	n	3.634	84	3O	3	O	2M	2	M	0	1.29033396997398	-5.95971149091243	1.21481333797062	2	22	18.1	4.4	12
CA001-3-15.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	23	36	CA001-3-15	ass map	control	3	15	n	2.775	85	3O	3	O	2M	2	M	0	1.0206507471984	-5.95971149091243	1.21481333797062	2	22	21.3	5.7	20
CA001-3-18.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	12	50	CA001-3-18	ass map	control	3	18	n	2.375	84	3O	3	O	2M	2	M	0	0.864997437486605	-5.95971149091243	1.21481333797062	2	22	22.3	4.5	10
CA001-3-6.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	16	10	CA001-3-6	ass map	control	3	6	y	3.536	80	3O	3	O	2M	2	M	1	1.2629961447754	-5.95971149091243	1.21481333797062	2	22	19.8	4.5	12
CA001-3-3.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	22	23	CA001-3-3	ass map	control	3	3	n	4.861	86	3O	3	O	2M	2	M	0	1.58124417806332	-5.95971149091243	1.21481333797062	2	22	25.2	5.3	15
CA001-3-11.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	20	21	CA001-3-11	ass map	control	3	11	n	3.71	86	3O	3	O	2M	2	M	0	1.31103187661934	-5.95971149091243	1.21481333797062	2	22	20.8	3.6	11
CA001-3-13.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	21	50	CA001-3-13	ass map	control	3	13	n	3.083	86	3O	3	O	2M	2	M	0	1.12590314890401	-5.95971149091243	1.21481333797062	2	22	13.8	2.9	15
CA001-3-2.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	15	31	CA001-3-2	ass map	control	3	2	n	3.04	86	3O	3	O	2M	2	M	0	1.11185751541813	-5.95971149091243	1.21481333797062	2	22	14.6	4.9	14
CA001-3-1.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	18	8	CA001-3-1	ass map	control	3	1	n	3.469	85	3O	3	O	2M	2	M	0	1.24386636798761	-5.95971149091243	1.21481333797062	2	22	22.7	3.4	19
CA001-3-5.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	9	32	CA001-3-5	mat fx	drought	3	5	NA	NA	NA	3O	3	O	2M	2	M	NA	NA	-5.95971149091243	1.21481333797062	2	22	NA	NA	NA
CA001-3-12.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	13	20	CA001-3-12	ass map	control	3	12	n	3.72	86	3O	3	O	2M	2	M	0	1.31372366828506	-5.95971149091243	1.21481333797062	2	22	28.7	4.2	19
CA001-3-9.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	14	8	CA001-3-9	ass map	control	3	9	n	2.189	84	3O	3	O	2M	2	M	0	0.783444818540726	-5.95971149091243	1.21481333797062	2	22	15.6	3.7	9
CA001-3-17.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	15	3	CA001-3-17	ass map	control	3	17	n	3.779	86	3O	3	O	2M	2	M	0	1.32945942436735	-5.95971149091243	1.21481333797062	2	22	19.1	5.7	11
CA001-3-8.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	14	45	CA001-3-8	ass map	control	3	8	n	2.954	84	3O	3	O	2M	2	M	0	1.08316018410919	-5.95971149091243	1.21481333797062	2	22	18.3	4.6	11
CA001-3-4.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-3	21	21	CA001-3-4	ass map	control	3	4	n	3.466	86	3O	3	O	2M	2	M	0	1.24300119129341	-5.95971149091243	1.21481333797062	2	22	20.9	5.2	15
CA001-4-3.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	9	34	CA001-4-3	mat fx	drought	4	3	NA	NA	NA	3O	3	O	2N	2	N	NA	NA	-5.95971149091243	1.21481333797062	2	22	NA	NA	NA
CA001-4-11.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	12	31	CA001-4-11	ass map	control	4	11	n	3.667	84	3O	3	O	2N	2	N	0	1.29937388908919	-5.95971149091243	1.21481333797062	2	22	17	3.5	22
CA001-4-8.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	18	50	CA001-4-8	ass map	control	4	8	n	4.274	85	3O	3	O	2N	2	N	0	1.45255015689696	-5.95971149091243	1.21481333797062	2	22	18	5.7	17
CA001-4-1.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	18	38	CA001-4-1	ass map	control	4	1	n	3.85	85	3O	3	O	2N	2	N	0	1.34807314829969	-5.95971149091243	1.21481333797062	2	22	17.6	3.5	35
CA001-4-4.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	16	14	CA001-4-4	ass map	control	4	4	n	3.307	80	3O	3	O	2N	2	N	0	1.19604143399966	-5.95971149091243	1.21481333797062	2	22	29.9	6.5	9
CA001-4-10.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	13	34	CA001-4-10	ass map	control	4	10	n	3.849	86	3O	3	O	2N	2	N	0	1.34781337430161	-5.95971149091243	1.21481333797062	2	22	23.4	4.3	14
CA001-4-7.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	13	14	CA001-4-7	ass map	control	4	7	n	3.024	86	3O	3	O	2N	2	N	0	1.10658045831729	-5.95971149091243	1.21481333797062	2	22	23.6	6.7	12
CA001-4-9.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	12	40	CA001-4-9	ass map	control	4	9	n	3.892	84	3O	3	O	2N	2	N	0	1.35892316432376	-5.95971149091243	1.21481333797062	2	22	22.4	4.6	15
CA001-4-5.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	12	11	CA001-4-5	ass map	control	4	5	n	3.066	84	3O	3	O	2N	2	N	0	1.12037378044962	-5.95971149091243	1.21481333797062	2	22	16.8	3.6	23
CA001-4-2.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	21	20	CA001-4-2	ass map	control	4	2	n	4.844	86	3O	3	O	2N	2	N	0	1.57774082569085	-5.95971149091243	1.21481333797062	2	22	23.9	7.1	24
CA001-4-12.2	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	12	14	CA001-4-12	ass map	control	4	12	n	5.197	84	3O	3	O	2N	2	N	0	1.6480815360263	-5.95971149091243	1.21481333797062	2	22	18.8	4.4	41
