"Pop" "Latitude" "Longitude" "Origin" "year" "countryCode" "alt" "bio1" "bio10" "bio11" "bio12" "bio13" "bio14" "bio15" "bio16" "bio17" "bio18" "bio19" "bio2" "bio3" "bio4" "bio5" "bio6" "bio7" "bio8" "bio9" "PC1" "PC2" "PC3"
"217911153" "217911153" 38.1 -3.1 "nat" NA "ES" 1084 45 151 -65 475 76 21 45 206 71 77 190 130 34 8413 250 -124 374 -57 146 -1.88814785327027 1.84828534856333 -2.61410072850419
"217911776" "217911776" 38.1 -3.1 "nat" 1979 "ES" 511 82 180 -17 363 63 8 59 176 36 39 160 137 38 7690 282 -73 355 -12 176 -3.10355739463538 0.245864364196308 -0.0580548935545536
"217911777" "217911777" 38.1 -3.1 "nat" NA "ES" 1043 52 148 -43 765 135 15 64 380 69 70 349 115 34 7481 240 -91 331 -37 146 -1.42547141594398 -1.0251564112249 -3.55064329919067
"224897438" "224897438" 41 -124 "inv" NA "US" 3 110 174 51 945 149 20 58 434 85 85 393 86 38 4893 239 16 223 55 174 0.613889304975786 -5.17578752992706 -0.488895771561997
"224897439" "224897439" 39 -121 "inv" NA "US" 67 97 149 48 580 85 19 49 254 70 70 227 78 41 4012 206 17 189 52 149 0.892049987110201 -3.36320268678177 0.278234660467914
"224897443" "224897443" 39 -120 "inv" NA "US" 741 74 178 -26 624 88 24 39 251 83 98 226 127 35 7957 284 -74 358 -20 171 -1.52597030177233 0.0778981870461734 -1.04985350886013
"224897455" "224897455" 39 -120 "inv" NA "US" 67 97 154 42 583 88 18 46 247 72 72 226 89 41 4454 220 6 214 45 154 0.454380362775285 -3.00941116757851 0.259499505882841
"224897458" "224897458" 40 -121 "inv" NA "US" 221 107 216 -6 261 45 6 55 122 28 33 111 122 33 8606 310 -55 365 2 210 -3.34918239157007 0.512000095803205 2.00664500895071
"224897461" "224897461" 39 -119 "inv" NA "US" 7 114 194 34 1124 198 11 70 565 63 63 531 112 39 6322 278 -9 287 40 194 -1.29625704440936 -5.88091004045201 -1.48091153105866
"224897481" "224897481" 40 -122 "inv" NA "US" 34 107 171 48 1109 159 29 48 473 121 121 427 93 40 4843 240 10 230 52 171 1.27300156844232 -5.35346132889367 -1.13327505742363
"224897484" "224897484" 38 -120 "inv" NA "US" 127 120 221 21 211 31 5 43 86 24 27 78 130 37 7748 320 -29 349 26 214 -3.44109375069327 0.0480940889980046 3.12151832889803
"224897506" "224897506" 42 -123 "inv" NA "US" 143 119 219 20 245 36 6 42 98 28 31 88 131 37 7717 319 -29 348 26 213 -3.20965808595449 -0.100842322073201 2.97792780108961
"224897562" "224897562" 41 -123 "inv" NA "US" 832 59 147 -25 1365 248 23 70 704 98 98 649 114 37 6768 239 -69 308 -20 147 -0.228240423300603 -5.11541333214129 -5.8216329289232
"224897620" "224897620" 40 -122 "inv" NA "US" 1999 93 194 -3 378 74 9 72 193 29 193 29 167 43 7701 288 -96 384 194 -3 -3.09721546731383 1.07654742931698 0.0795411213201339
"224897634" "224897634" 38 -120 "inv" NA "US" 1293 111 234 -10 314 61 7 65 150 22 142 22 181 40 9450 339 -111 450 209 -10 -4.37751210530456 2.0628320768717 1.64983678973733
"224897636" "224897636" 39 -120 "inv" NA "US" 1438 97 216 -18 391 68 7 68 195 24 179 24 170 39 9098 321 -109 430 190 -18 -3.64938174517879 1.90378595898865 0.713774189322493
"224897637" "224897637" 39 -120 "inv" NA "US" 1658 86 201 -24 365 66 8 69 180 24 174 24 167 39 8762 306 -113 419 175 -24 -3.44146080233586 2.11070599810227 0.113030708811821
"224897648" "224897648" 40 -124 "inv" NA "US" 2281 37 150 -82 376 42 20 22 120 70 119 70 178 40 8923 266 -171 437 142 -82 -2.29019446164617 4.7311655890439 -2.53270538101686
"224897649" "224897649" 38 -120 "inv" NA "US" 188 68 185 -56 798 101 34 25 263 134 225 146 109 28 9442 263 -121 384 143 -50 1.21976443602216 2.23010462099334 -1.26722735834779
"224897650" "224897650" 38 -120 "inv" NA "US" 1182 39 143 -68 571 95 23 50 259 80 82 238 127 34 8220 241 -125 366 -60 139 -1.55962110406637 1.32774012004639 -3.43105949309188
"224897654" "224897654" 39 -120 "inv" NA "US" 1182 39 143 -68 571 95 23 50 259 80 82 238 127 34 8220 241 -125 366 -60 139 -1.53277725100957 1.31554181438826 -3.42062373126981
"224897657" "224897657" 37 -120 "inv" NA "US" 1552 95 205 -12 383 65 12 48 158 39 120 39 162 39 8445 308 -101 409 136 -12 -3.19905525256725 1.87673571327179 0.543317478189303
"224897709" "224897709" 34 -117 "inv" NA "US" 1789 90 199 -11 433 66 12 45 173 44 157 44 169 41 8188 303 -104 407 174 -11 -3.05809628832128 1.86120846909419 0.181193023328408
"224897780" "224897780" 36 -121 "inv" NA "US" 1710 95 204 -7 434 67 13 42 166 48 144 48 163 40 8227 304 -98 402 178 -7 -2.84583639453615 1.71686404789476 0.519609829456283
"224897790" "224897790" 34 -117 "inv" NA "US" 1719 94 203 -5 424 66 13 42 163 46 139 46 159 40 8093 300 -92 392 176 -5 -2.79425502216115 1.63697011653175 0.545214915435285
"224897791" "224897791" 34 -117 "inv" NA "US" 2719 25 122 -64 523 59 30 24 166 97 163 97 155 42 7344 226 -140 366 99 -64 -0.769294131713846 3.39869938727851 -3.75646474239502
"224897920" "224897920" 34 -117 "inv" NA "US" 1730 95 206 -7 421 69 13 49 178 41 155 41 160 39 8298 308 -94 402 180 -7 -2.9717547888665 1.66230631785027 0.554161731288461
"224897939" "224897939" 34 -117 "inv" NA "US" 2147 65 164 -24 418 61 13 45 165 44 152 44 157 42 7378 266 -102 368 140 -24 -2.32891154967805 2.04205129397173 -1.15249406797388
"235127526" "235127526" 50.7836 4.36183 "nat" NA "BE" 2384 48 146 -42 452 57 19 36 162 62 158 62 162 43 7363 251 -124 375 123 -42 -1.44733670928403 2.53109158853604 -2.09730946721125
"296440620" "296440620" 40.261 29.829 "nat" 1988 "TR" 1616 79 196 -30 392 68 6 69 200 24 177 24 169 40 8806 306 -116 422 169 -30 -3.45275585469405 2.14891558205954 -0.227716378260909
"306598310" "306598310" 50.15948 -5.5707 "nat" 1888 "GB" 1659 96 201 -1 427 68 14 42 167 48 130 48 156 40 7925 300 -85 385 132 -1 -2.32608175925328 1.19239329675886 0.676601396032718
"307501201" "307501201" 53.61637 -0.11009 "nat" 1969 "GB" 1832 82 185 -15 408 65 13 45 161 42 136 42 158 41 7808 287 -97 384 161 -15 -2.16003550834425 1.59074757549231 0.0370274223722721
"318053388" "318053388" 43.66583 -118.59 "inv" 2003 "US" 1967 73 175 -21 394 62 11 48 161 38 141 38 155 41 7673 278 -99 377 151 -21 -2.36462823377725 1.87032325739697 -0.501383478277469
"318053389" "318053389" 43.66583 -118.59 "inv" 2003 "US" 237 94 170 19 807 77 55 9 222 177 208 201 80 33 5884 230 -9 239 55 55 3.63481162937303 -1.09201509034683 0.17118273898726
"319555388" "319555388" 39.42 -104.88 "inv" 2000 "US" 237 94 170 19 807 77 55 9 222 177 208 201 80 33 5884 230 -9 239 55 55 3.52083719274885 -1.04022315823435 0.126874268370295
"319555389" "319555389" 39.62 -105.18 "inv" 1999 "US" 1944 99 203 -4 321 61 13 56 152 42 140 42 174 43 8046 304 -95 399 195 -4 -3.33865534374061 1.54428970076611 0.664923823171203
"319555390" "319555390" 39.93 -104.83 "inv" 1999 "US" 114 140 229 56 586 88 14 44 234 67 68 218 99 33 6826 303 10 293 72 227 -1.3253840841144 -2.76300585129754 2.86235434003349
"319555393" "319555393" 39.7 -105.68 "inv" 2000 "US" 2270 59 162 -36 466 77 10 59 207 38 207 38 167 42 7735 265 -125 390 162 -36 -2.43910444249855 2.15394181904573 -1.81868470083677
"319555687" "319555687" 40.19 -105.1 "inv" 2002 "US" 1855 85 190 -11 437 66 13 42 168 48 148 48 166 42 7847 292 -102 394 164 -11 -2.63886385661861 1.70784108133764 -0.0529775406482101
"325519741" "325519741" 49.99 6 "nat" NA "LU" 2596 32 132 -64 466 55 26 25 152 83 152 83 166 42 7652 239 -149 388 132 -64 -0.984776990175293 3.47874957826814 -3.05794243546147
"325519755" "325519755" 49.64 6.13 "nat" 1949 "LU" 1338 34 135 -67 318 35 17 22 96 61 96 82 114 33 7873 226 -119 345 135 -11 -0.0837154721487893 3.49260309308252 -1.56925358509661
"325519760" "325519760" 49.64 6.13 "nat" 1949 "LU" 118 119 227 13 176 29 5 47 76 22 24 68 134 36 8307 326 -40 366 18 219 -3.50828123207216 0.335724549826334 3.26001845999511
"325519769" "325519769" 49.64 6.13 "nat" 1951 "LU" 2004 86 202 -26 348 38 16 20 108 69 88 77 147 36 8822 303 -102 405 153 127 -2.46476688628075 2.39371948285757 0.766564866929115
"332160836" "332160836" 43.39912 5.32403 "nat" 2008 "FR" 25 115 200 32 704 130 7 73 368 39 39 344 120 39 6610 289 -14 303 37 200 -2.25959270190811 -3.79828544137606 0.367122001959768
"367026492" "367026492" 48.18222 16.39556 "nat" 2010 "AT" 1841 88 196 -13 434 66 12 47 177 43 162 43 170 41 8156 301 -107 408 171 -13 -2.69146399376042 1.73428074512526 0.153519341453371
"411859956" "411859956" 43.39292 5.33575 "nat" 2011 "FR" 2459 59 169 -45 455 49 21 19 137 87 115 106 139 36 8341 267 -117 384 162 94 -1.51691008035983 2.7256747796244 -1.14005697195817
"415904179" "415904179" 42.26666 -71.8 "inv" 1976 "US" 1709 49 162 -67 402 59 14 43 164 50 60 159 164 38 8868 285 -140 425 -51 157 -3.65779954606995 2.53306922723666 -2.26135502473834
"415904180" "415904180" 41.96222 -72.84 "inv" 1941 "US" 952 68 163 -21 782 107 25 40 309 97 112 290 126 37 7207 270 -70 340 -15 159 -0.888504049273753 -0.849372135679964 -2.01002723613005
"415904181" "415904181" 41.98333 -72.69166 "inv" 1941 "US" 1377 85 188 -10 210 24 8 25 64 36 44 55 176 43 7700 316 -85 401 117 181 -3.9056169647766 1.85334839975973 1.21832542489133
"415904182" "415904182" 41.98333 -72.69166 "inv" 1941 "US" 1462 97 191 10 275 45 9 53 119 32 32 119 184 47 7045 315 -73 388 10 191 -4.68319873158599 0.184371078655749 0.675231712895014
"441720162" "441720162" 47.83528 -120.70278 "inv" 1988 "US" 1827 53 156 -44 323 38 15 27 103 53 64 92 179 43 7771 287 -128 415 -33 151 -3.44887595002105 2.53382361724259 -1.47558483120859
"441720163" "441720163" 46.96004 -119.98611 "inv" 1952 "US" 173 99 215 -24 885 95 47 21 275 166 275 166 102 28 9269 284 -78 362 193 -24 2.29794783333351 0.965451592962765 0.429540188061675
"441720166" "441720166" 48.5575 -119.74861 "inv" 1989 "US" 2145 32 142 -75 392 40 24 13 113 84 84 93 162 39 8448 259 -150 409 20 142 -2.04939173069512 3.6356664827284 -2.52903037064378
"441720167" "441720167" 47.65417 -117.45556 "inv" 1992 "US" 793 148 238 69 467 60 6 46 167 35 35 147 118 37 6654 333 18 315 101 238 -2.76661374781778 -2.49751705012515 3.89813327675097
"441720169" "441720169" 48.76667 -121.13333 "inv" 1975 "US" 793 148 238 69 467 60 6 46 167 35 35 147 118 37 6654 333 18 315 101 238 -2.73674996129208 -2.51108766516982 3.90974306177801
"441720170" "441720170" 46.63333 -120.51667 "inv" 1992 "US" 793 148 238 69 467 60 6 46 167 35 35 147 118 37 6654 333 18 315 101 238 -2.79401702677229 -2.4850645317771 3.88748003365254
"441720217" "441720217" 48.76333 -119.40833 "inv" 2002 "US" 793 148 238 69 467 60 6 46 167 35 35 147 118 37 6654 333 18 315 101 238 -2.73683961976129 -2.51104692282893 3.90970820633353
"441720246" "441720246" 46.15833 -117.81028 "inv" 2004 "US" 793 148 238 69 467 60 6 46 167 35 35 147 118 37 6654 333 18 315 101 238 -2.80676785697427 -2.47927033658948 3.88252304678706
"441720814" "441720814" 47.58926 -120.20722 "inv" 1950 "US" 395 108 156 65 1494 257 5 76 742 44 58 704 112 53 3621 228 17 211 68 153 -0.418873925481812 -9.44837923244305 -3.64991795024618
"441720817" "441720817" 43.66583 -118.59 "inv" 2003 "US" 615 144 225 72 1117 221 2 82 574 18 27 574 140 44 6100 325 12 313 72 223 -3.42884435312476 -7.40911674264159 -0.307040166497572
"441720819" "441720819" 46.69211 -120.65398 "inv" 1990 "US" 1898 70 154 -5 643 113 11 67 303 42 42 303 151 45 6355 262 -70 332 -5 154 -2.9361387177797 -1.72358279143275 -2.43124512564636
"441720876" "441720876" 48.60556 -120.20111 "inv" 2004 "US" 1898 70 154 -5 643 113 11 67 303 42 42 303 151 45 6355 262 -70 332 -5 154 -2.88477434714816 -1.7469236393943 -2.41127681718794
"441720885" "441720885" 47.09847 -120.6983 "inv" 2006 "US" 1171 97 179 19 1032 196 5 77 522 33 33 522 181 49 6328 314 -51 365 19 179 -3.99090473367656 -4.97187120922123 -2.72180998059035
"441720893" "441720893" 47.44978 -120.58787 "inv" 2006 "US" 1535 97 200 0 141 16 8 20 41 29 36 39 187 45 7776 325 -89 414 175 155 -4.15189024521178 2.01225910836221 2.00145158373913
"441720897" "441720897" 47.59833 -122.335 "inv" 2007 "US" 118 166 251 84 644 123 2 78 320 20 20 320 144 43 6670 356 25 331 84 251 -4.05180696999712 -5.08799108867432 3.2839840086413
"441720901" "441720901" 48.47667 -123.03167 "inv" 2007 "US" 1635 95 180 25 1139 200 5 79 557 31 39 557 142 45 6273 281 -34 315 25 179 -2.89465322021679 -5.57313240521264 -3.01180489412744
"441720909" "441720909" 48.09833 -117.27667 "inv" 2005 "US" 1489 62 140 -5 867 151 10 65 420 56 59 383 142 46 5827 247 -61 308 -1 139 -1.89783855187663 -3.01823535469949 -3.49427079512967
"441720919" "441720919" 48.06667 -123.06167 "inv" 2005 "US" 2071 41 114 -14 1260 204 11 68 596 64 71 519 131 47 5263 210 -68 278 -7 111 -0.923355147226116 -4.50449896207518 -6.20858948758251
"441720927" "441720927" 47.54833 -120.25333 "inv" 2005 "US" 118 166 251 84 644 123 2 78 320 20 20 320 144 43 6670 356 25 331 84 251 -4.05314916264996 -5.08738117339142 3.2834622205502
"441720931" "441720931" 45.71167 -121.655 "inv" 2005 "US" 1635 95 180 25 1139 200 5 79 557 31 39 557 142 45 6273 281 -34 315 25 179 -2.96887647391885 -5.5394040900679 -3.04065977556544
"441720935" "441720935" 47.70333 -122.09167 "inv" 2000 "US" 1898 70 154 -5 643 113 11 67 303 42 42 303 151 45 6355 262 -70 332 -5 154 -2.9089936766916 -1.73591796208037 -2.42069227457666
"441720937" "441720937" 46.23833 -119.05833 "inv" 2005 "US" 1898 70 154 -5 643 113 11 67 303 42 42 303 151 45 6355 262 -70 332 -5 154 -2.94831992141982 -1.7180474442912 -2.43598066564598
"441720938" "441720938" 46.25667 -118.84667 "inv" 2005 "US" 464 107 159 62 1896 340 4 82 986 33 55 951 119 52 3847 243 16 227 67 156 -0.666504846770898 -11.7783127835482 -5.64331209887207
"441720939" "441720939" 47.77167 -120.97167 "inv" 2005 "US" 1635 95 180 25 1139 200 5 79 557 31 39 557 142 45 6273 281 -34 315 25 179 -2.91357813662183 -5.56453259972366 -3.01916210621199
"441986212" "441986212" 44.33333 28.33333 "nat" 1914 "RO" 1635 95 180 25 1139 200 5 79 557 31 39 557 142 45 6273 281 -34 315 25 179 -3.00587643034117 -5.52259067744706 -3.05504380351526
"441987878" "441987878" 52.40333 13.04556 "nat" 1995 "DE" 1898 70 154 -5 643 113 11 67 303 42 42 303 151 45 6355 262 -70 332 -5 154 -2.78282756732462 -1.7932499986736 -2.37164419401297
"442203473" "442203473" 44.18 -122.106 "inv" 2002 "US" 94 166 251 80 292 51 0 79 144 3 3 141 159 45 6760 366 19 347 97 251 -5.06319500213695 -3.03137108979879 4.81458371630281
"466086266" "466086266" 49.35 -120.06667 "inv" 1953 "CA" 1043 149 230 80 558 103 3 77 280 20 35 275 162 49 5992 338 10 328 86 228 -4.33581709247232 -4.39120524467161 2.40275912535512
"466086275" "466086275" 50 -119 "inv" 1952 "CA" 423 138 198 84 352 69 1 88 191 3 9 188 181 58 4532 310 1 309 91 196 -4.55185550634669 -4.0409682161656 2.42430289006448
"466086390" "466086390" 49.43333 -119.65 "inv" 1979 "CA" 1043 149 230 80 558 103 3 77 280 20 35 275 162 49 5992 338 10 328 86 228 -4.33358019419709 -4.3922217294821 2.40362873738775
"466086561" "466086561" 50.66667 -120.31667 "inv" 1971 "CA" 1043 149 230 80 558 103 3 77 280 20 35 275 162 49 5992 338 10 328 86 228 -4.30047259646801 -4.4072663877825 2.41649957987337
"466086563" "466086563" 49 -117 "inv" 1971 "CA" 1043 149 230 80 558 103 3 77 280 20 35 275 162 49 5992 338 10 328 86 228 -4.3452124410422 -4.38693583769126 2.39910660871739
"466086815" "466086815" 49.03333 -118.43333 "inv" 1940 "CA" 1043 149 230 80 558 103 3 77 280 20 35 275 162 49 5992 338 10 328 86 228 -4.34431773541982 -4.38734240721884 2.39945443265892
"466086952" "466086952" 50 -119 "inv" 1947 "CA" 80 101 171 27 810 75 54 10 221 178 211 199 83 35 5661 227 -8 235 68 63 3.7868616321743 -1.46771480649657 0.491402794656096
"466087881" "466087881" 49.03333 -118.43333 "inv" 1951 "CA" 442 128 213 42 527 63 19 31 179 73 77 175 98 34 6695 284 -1 285 60 209 -0.591804349224108 -1.80123270322692 2.54652086029479
"466089618" "466089618" 50.23333 -121.56667 "inv" 1972 "CA" 193 94 146 47 1149 146 59 31 409 188 196 384 55 33 3962 183 20 163 56 129 5.15169711957144 -4.78776405161855 -1.51440309550204
"466089698" "466089698" 50 -119 "inv" 1947 "CA" 1448 58 157 -40 326 41 13 31 116 47 57 107 162 41 7615 279 -109 388 -32 152 -2.91725368096974 1.96847298538641 -1.09750351618359
"466089783" "466089783" 49.5 -119.58333 "inv" 1939 "CA" 1448 58 157 -40 326 41 13 31 116 47 57 107 162 41 7615 279 -109 388 -32 152 -2.93067560749814 1.97457213821548 -1.10272139709462
"466089846" "466089846" 49.03333 -118.43333 "inv" 1939 "CA" 1858 87 195 -14 434 66 12 47 178 43 164 43 170 41 8147 300 -107 407 170 -14 -2.64348187109882 1.74296472031655 0.106774448824485
"466090243" "466090243" 49.51583 -119.57361 "inv" 1939 "CA" 1854 85 190 -12 439 66 13 42 169 48 150 48 166 42 7872 292 -102 394 165 -12 -2.37578295548622 1.60997819719528 0.0339840329512971
"466090938" "466090938" 49.81667 -119.48333 "inv" 1951 "CA" 1542 101 215 -5 381 65 12 50 160 38 133 38 156 38 8577 313 -90 403 189 -5 -2.69559999607257 1.51271653661642 1.25654748466988
"466091087" "466091087" 50 -119 "inv" 1944 "CA" 3298 -7 93 -98 698 74 42 16 208 145 182 163 136 38 7537 181 -169 350 -27 3 0.94243740557435 3.59703749010474 -6.20582854475001
"466092060" "466092060" 49.28333 -119.51667 "inv" 1968 "CA" 1532 95 208 -14 373 64 11 48 156 37 120 37 163 39 8611 311 -104 415 138 -14 -3.00398363453981 1.85554091267861 0.732887161421281
"466092267" "466092267" 50.28333 -122.78333 "inv" 1981 "CA" 296 89 163 17 837 84 55 12 234 177 223 207 75 32 5736 218 -12 230 24 49 4.08862053739441 -1.25742193120911 -0.261250915716111
"466092680" "466092680" 49 -119 "inv" 1949 "CA" 236 94 170 19 808 77 55 9 222 178 208 201 80 33 5884 230 -9 239 55 55 3.78646845890616 -1.15811541364268 0.224873682747316
"466092867" "466092867" 49.6 -114.43333 "inv" 1977 "CA" 236 94 170 19 808 77 55 9 222 178 208 201 80 33 5884 230 -9 239 55 55 3.80257477074024 -1.16543439703756 0.231135139840553
"466092871" "466092871" 50 -121 "inv" 1952 "CA" 236 94 170 19 808 77 55 9 222 178 208 201 80 33 5884 230 -9 239 55 55 3.81331231196296 -1.17031371930081 0.235309444569378
"466092873" "466092873" 50 -121 "inv" 1952 "CA" 259 129 206 55 642 85 18 32 223 91 91 177 92 35 5854 272 10 262 137 206 0.288699506602742 -2.76135826353836 2.48953934890835
"466092875" "466092875" 50 -121 "inv" 1952 "CA" 194 98 190 4 629 76 35 25 216 116 216 118 96 32 7206 260 -37 297 190 18 1.98595115871901 0.0120270032411571 1.16902951324501
"466092913" "466092913" 49 -121 "inv" 1977 "CA" 220 131 208 57 633 85 17 33 222 88 88 174 92 35 5870 274 12 262 139 208 0.169219216013854 -2.80935522912198 2.62159047652377
"466092920" "466092920" 50.23333 -121.56667 "inv" 1952 "CA" 148 84 198 -37 1171 113 88 6 315 280 284 285 119 31 9069 274 -106 380 41 -25 4.07020675913511 0.773805150449431 -1.80943207866421
"466094533" "466094533" 50 -121 "inv" 1952 "CA" 116 90 207 -33 1188 107 84 7 313 271 300 275 122 31 9228 286 -99 385 139 -20 3.95046546157043 0.732921900992882 -1.09781111191422
"466094540" "466094540" 49.03333 -118.43333 "inv" 1952 "CA" 50 96 213 -27 1141 103 79 7 300 260 289 263 121 31 9239 293 -92 385 144 -15 3.59340248532996 0.671752982274635 -0.587589741291222
"466095830" "466095830" 49 -119 "inv" 1950 "CA" 50 96 213 -27 1141 103 79 7 300 260 289 263 121 31 9239 293 -92 385 144 -15 3.59250777970758 0.67215955180222 -0.587937565232751
"466096235" "466096235" 50.25 -119.25 "inv" 1975 "CA" 587 75 171 -20 824 163 12 78 457 55 55 420 135 38 7473 276 -72 348 -15 171 -2.21502293518094 -2.83906910963801 -2.68643213200248
"466096674" "466096674" 49.8 -124.6 "inv" 1997 "CA" 174 114 224 4 169 29 5 45 73 22 24 65 131 35 8529 320 -50 370 10 216 -3.42835580046383 0.704266366509471 2.96971963536874
"466097412" "466097412" 49 -118 "inv" 1951 "CA" 700 73 181 -39 351 44 16 28 122 56 72 116 130 34 8590 278 -100 378 -32 177 -2.01546721271077 1.90273068312924 -0.0521727131056166
"466097551" "466097551" 49 -119 "inv" 1961 "CA" 545 90 192 -9 449 62 17 38 177 59 71 161 122 34 7868 294 -55 349 -4 187 -1.75794126130678 0.119552418401181 0.702066451923404
"466097650" "466097650" 50.16667 -119.35 "inv" 1952 "CA" 1145 42 130 -45 1211 199 36 57 569 124 124 518 104 34 6882 212 -89 301 -38 130 1.12866742373275 -3.01756769019678 -5.75431032234266
"466097845" "466097845" 50 -119 "inv" 1958 "CA" 331 98 199 -2 208 33 6 46 91 25 30 84 143 39 7833 304 -60 364 2 193 -3.28264070789848 0.641128779243237 1.80918221539964
"466099551" "466099551" 49 -119 "inv" 1960 "CA" 306 96 204 -16 304 38 16 24 101 56 69 95 128 34 8507 302 -70 372 -8 196 -2.09283239592264 1.31615089526465 1.60980312378284
"466100292" "466100292" 50 -121 "inv" 1972 "CA" 1139 60 150 -26 717 98 18 44 289 77 88 268 133 39 6887 262 -76 338 -20 148 -1.22387599202983 -0.67826801989815 -2.26437377938156
"466100480" "466100480" 50.71667 -121.31667 "inv" 1999 "CA" 942 61 166 -46 412 68 11 52 190 47 53 171 122 33 8299 265 -98 363 -39 163 -2.13472967181664 1.11497828812691 -1.22541347299446
"466100513" "466100513" 49 -119 "inv" 1976 "CA" 1448 58 157 -40 326 41 13 31 116 47 57 107 162 41 7615 279 -109 388 -32 152 -2.94409753402654 1.98067129104455 -1.10793927800565
"466101157" "466101157" 49.03333 -118.43333 "inv" 1950 "CA" 421 90 188 -8 256 42 6 53 118 27 32 109 141 39 7621 292 -64 356 -3 183 -3.11882236190846 0.442599337724529 1.06187159038852
"466101159" "466101159" 49.03333 -118.43333 "inv" 1925 "CA" 1084 45 151 -65 475 76 21 45 206 71 77 190 130 34 8413 250 -124 374 -57 146 -1.59465514932871 1.71491724736207 -2.50000310070219
"466101163" "466101163" 49.03333 -118.43333 "inv" 1940 "CA" 511 82 180 -17 363 63 8 59 176 36 39 160 137 38 7690 282 -73 355 -12 176 -2.81006469069381 0.112496262995053 0.0560427342474494
"466101165" "466101165" 49.03333 -118.43333 "inv" 1939 "CA" 1043 52 148 -43 765 135 15 64 380 69 70 349 115 34 7481 240 -91 331 -37 146 -1.13197871200242 -1.15852451242616 -3.43654567138867
"466101169" "466101169" 50.16667 -119.35 "inv" 1952 "CA" 3 110 174 51 945 149 20 58 434 85 85 393 86 38 4893 239 16 223 55 174 0.859958047476013 -5.28760537245432 -0.393234586740558
"466101437" "466101437" 50.23333 -121.56667 "inv" 1971 "CA" 67 97 149 48 580 85 19 49 254 70 70 227 78 41 4012 206 17 189 52 149 1.1935958469688 -3.50023027968047 0.395463016816536
"466101439" "466101439" 50.23333 -121.56667 "inv" 1971 "CA" 741 74 178 -26 624 88 24 39 251 83 98 226 127 35 7957 284 -74 358 -20 171 -1.22442444191373 -0.0591294058525227 -0.932625152511509
"466101528" "466101528" 50.75 -120.56667 "inv" 1974 "CA" 67 97 154 42 583 88 18 46 247 72 72 226 89 41 4454 220 6 214 45 154 0.769795636192748 -3.1527412590616 0.382119707292068
"466101787" "466101787" 50.8 -121.6 "inv" 1978 "CA" 221 107 216 -6 261 45 6 55 122 28 33 111 122 33 8606 310 -55 365 2 210 -3.05926877855657 0.380258394695349 2.11935123662898
"466101860" "466101860" 50.28333 -121.75 "inv" 1949 "CA" 7 114 194 34 1124 198 11 70 565 63 63 531 112 39 6322 278 -9 287 40 194 -0.993368991897916 -6.01854754863361 -1.36316138661894
"466101862" "466101862" 50.28333 -121.75 "inv" 1949 "CA" 34 107 171 48 1109 159 29 48 473 121 121 427 93 40 4843 240 10 230 52 171 1.54904576789696 -5.47890053141714 -1.02596067480597
"466102163" "466102163" 50.23333 -121.56667 "inv" 1952 "CA" 127 120 221 21 211 31 5 43 86 24 27 78 130 37 7748 320 -29 349 26 214 -3.11270403777786 -0.101131809558826 3.24918244706872
"466102521" "466102521" 49.5 -119.66667 "inv" 1965 "CA" 143 119 219 20 245 36 6 42 98 28 31 88 131 37 7717 319 -29 348 26 213 -3.00832918802845 -0.192329614509212 3.05619601475507
"466295704" "466295704" 49.51583 -119.57361 "inv" 1939 "CA" 832 59 147 -25 1365 248 23 70 704 98 98 649 114 37 6768 239 -69 308 -20 147 0.000357265876132301 -5.21929202941401 -5.73276375532603
"466295706" "466295706" 49.5 -119.58333 "inv" 1939 "CA" 98 112 209 12 444 50 29 16 135 90 126 99 77 26 7698 262 -32 294 189 19 1.53591163150944 0.660102069628977 2.63073044683371
"466295708" "466295708" 49.5 -119.58333 "inv" 1939 "CA" 41 92 179 3 567 67 35 21 184 112 184 126 83 30 6887 239 -31 270 179 13 2.49322164399833 0.144750851328079 1.13692915155382
"466295711" "466295711" 49 -118 "inv" 1939 "CA" 472 97 177 21 1681 275 19 62 787 107 111 719 140 44 6129 290 -25 315 25 175 -0.585143958034185 -7.70729720030936 -4.42179691796324
"474263712" "474263712" 60.17058 24.92524 "nat" 1947 "FI" 527 80 184 -29 310 34 17 23 96 57 88 87 119 32 8281 282 -81 363 -21 36 -0.867407094943806 2.09081673539432 0.753652956330052
"474263714" "474263714" 65.0231 25.40523 "nat" 1948 "FI" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20 1.32185560346183 2.86050526943767 -2.86757604184893
"474263835" "474263835" 65.0231 25.40523 "nat" 1948 "FI" 1185 43 145 -60 311 35 17 22 92 60 92 82 116 33 7966 237 -112 349 145 -2 0.157354900366837 3.09381399646768 -0.853018457085103
"51792737" "51792737" 45.4102 -117.4286 "inv" 1971 "US" 365 85 195 -28 306 34 13 27 96 48 96 85 113 30 8616 283 -83 366 195 39 -0.955820323555272 2.34334412645453 1.55591444665102
"51793008" "51793008" 45.3746 -117.3431 "inv" 1966 "US" 2043 3 99 -85 838 106 41 29 305 138 160 282 100 30 7372 190 -135 325 -79 98 1.50060541854885 1.61087521924313 -5.86861538830972
"51793083" "51793083" 45.3533 -119.5567 "inv" 1960 "US" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135 -1.27586554179773 1.47528445612782 0.00606844716290421
