"Pop" "Latitude" "Longitude" "Origin" "year" "countryCode" "alt" "bio1" "bio10" "bio11" "bio12" "bio13" "bio14" "bio15" "bio16" "bio17" "bio18" "bio19" "bio2" "bio3" "bio4" "bio5" "bio6" "bio7" "bio8" "bio9" "PC1" "PC2" "PC3"
"70463083" "70463083" 48.76667 -121.13333 "inv" 1975 "US" 284 80 162 -4 540 69 28 27 187 94 187 94 86 33 6463 222 -37 259 162 6 2.22342087519785 -1.88651682105596 0.0516525314436035
"725174669" "725174669" 63.1326 21.54034 "nat" 1947 "FI" 97 102 185 18 651 76 42 20 212 129 212 139 86 32 6485 247 -15 262 185 31 2.31456693353569 -3.48090044175047 -0.804293922844159
"725174672" "725174672" 61.49327 23.71066 "nat" 1917 "FI" 102 104 187 19 695 80 43 19 216 138 216 149 88 32 6547 252 -15 267 187 32 2.26223346007807 -3.53812955529957 -0.798704041563837
"725174680" "725174680" 61.49327 23.71066 "nat" 1960 "FI" 142 102 184 18 652 80 37 26 219 114 217 118 87 32 6451 249 -16 265 168 32 1.96758291624035 -3.21899538609192 -0.777761017904656
"727819194" "727819194" 40.15677 22.54818 "nat" 2008 "GR" 124 35 148 -74 582 78 27 33 212 88 203 108 82 24 8622 212 -122 334 132 -34 3.72855287400277 0.561725315089606 1.85241212422415
"727819197" "727819197" 40.85102 25.79317 "nat" 2008 "GR" 124 35 148 -74 582 78 27 33 212 88 203 108 82 24 8622 212 -122 334 132 -34 3.73697859522536 0.545083935454841 1.85340121038298
"727819201" "727819201" 44.11052 28.63703 "nat" 2008 "RO" 1247 61 160 -37 401 53 16 33 148 61 77 135 156 40 7649 281 -102 383 -29 156 -0.373733058321577 2.68670732357942 0.534399249282265
"788621230" "788621230" 58.27884 12.27909 "nat" 2009 "SE" 176 106 200 3 573 69 33 23 182 107 178 121 91 29 7700 267 -40 307 185 20 2.04923141697785 -1.8869313937291 -1.49905192489297
"788630655" "788630655" 58.27884 12.27909 "nat" 2009 "SE" 5 119 213 23 424 45 28 13 118 89 110 100 70 25 7457 260 -20 280 85 28 1.92249646654353 -2.02668620681139 -2.66258246264951
"788689105" "788689105" 55.41965 12.84995 "nat" 1907 "SE" 253 130 221 39 612 77 25 30 217 88 100 194 105 34 7167 301 -5 306 56 217 -1.0563099337352 -2.04076078626175 -2.53886239556633
"833455579" "833455579" 49.46667 8.46667 "nat" 1973 "DE" 18 57 156 -36 551 70 27 32 198 85 187 113 70 24 7494 209 -74 283 143 -5 3.24884685239683 -1.16913999497277 0.802515936350829
"852324546" "852324546" 58.3015 12.3074 "nat" 2009 "SE" 92 96 177 14 551 58 34 18 172 106 172 120 85 32 6317 239 -19 258 177 56 2.12244111344164 -2.74271692412593 -0.960636337579713
"852325946" "852325946" 58.3015 12.3074 "nat" 2009 "SE" 142 96 177 12 574 63 34 20 182 106 182 125 83 32 6415 238 -20 258 177 55 2.11164788626883 -2.79264678653487 -0.820480648256781
"859763858" "859763858" 58.2993 12.3058 "nat" 2013 "SE" 42 68 157 -17 759 84 40 24 248 128 207 169 67 26 6790 205 -49 254 76 12 3.20275338514575 -2.98282214766399 1.30966774241586
"895225083" "895225083" 39.39319 -1.83837 "nat" 2011 "ES" 42 68 157 -17 759 84 40 24 248 128 207 169 67 26 6790 205 -49 254 76 12 2.97330057669993 -2.52963705018235 1.28273252928172
"895314727" "895314727" 40.9333 25.92 "nat" 1994 "GR" 42 68 157 -17 759 84 40 24 248 128 207 169 67 26 6790 205 -49 254 76 12 2.99199202432271 -2.56655394638588 1.28492669778597
"918837486" "918837486" 50.23333 -121.56667 "inv" 1972 "CA" 1185 43 145 -60 311 35 17 22 92 60 92 82 116 33 7966 237 -112 349 145 -2 2.44972736280208 2.20137218904607 0.800805926361219
"918837610" "918837610" 49.03333 -118.43333 "inv" 1939 "CA" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20 3.07452478760059 1.58156576973499 2.87471028982524
"918837808" "918837808" 49.51583 -119.57361 "inv" 1939 "CA" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135 0.617352762468451 1.33466068907099 -0.519213748017442
"918839974" "918839974" 50 -121 "inv" 1952 "CA" 1287 32 133 -71 648 78 41 18 198 145 175 161 132 34 8005 231 -150 381 73 93 2.89303619326097 1.34029673270075 2.9767762477406
"918840792" "918840792" 50.25 -119.25 "inv" 1975 "CA" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54 1.52673437973572 0.946253759436043 1.33785590154039
"918840983" "918840983" 49.8 -124.6 "inv" 1997 "CA" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170 -0.243004954498498 0.0150147319816696 -0.747338179436163
"918842721" "918842721" 50 -121 "inv" 1972 "CA" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6 2.15017031855361 1.91472547483176 0.653191535960964
"918843128" "918843128" 49.03333 -118.43333 "inv" 1940 "CA" 598 62 168 -47 528 60 29 20 160 96 146 148 112 31 8309 258 -100 358 -38 17 2.07124715508272 1.03706944012217 0.77289700931852
"918843205" "918843205" 50.16667 -119.35 "inv" 1952 "CA" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54 1.52572305046027 0.948251204398181 1.33773718270767
"918843322" "918843322" 50.23333 -121.56667 "inv" 1971 "CA" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6 2.15300211334348 1.90913248511598 0.653523957240677
"918843915" "918843915" 49.5 -119.66667 "inv" 1965 "CA" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170 -0.246645885527343 0.0222058214889501 -0.74776558433015
"918939142" "918939142" 49.5 -119.58333 "inv" 1939 "CA" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170 -0.246645885527343 0.0222058214889501 -0.74776558433015
"918965084" "918965084" 44.6922 -118.06294 "inv" 2009 "US" 954 56 159 -49 297 33 16 22 89 57 89 78 117 33 8057 252 -100 352 159 11 2.02440812393604 2.10367083878846 -0.0706930578262718
"918965849" "918965849" 40.15677 22.54818 "nat" 2008 "GR" 327 94 198 -11 297 33 16 21 88 61 81 84 116 33 8106 291 -57 348 -3 92 0.478175295551695 1.34460997068348 -2.03848738658074
"918965851" "918965851" 40.85102 25.79317 "nat" 2008 "GR" 1206 49 153 -52 674 85 35 28 238 113 139 220 107 30 8064 245 -101 346 -46 148 1.36707718057522 0.703185653226337 2.12144651198169
"918965852" "918965852" 43.38222 28.45767 "nat" 2008 "BG" 442 86 189 -16 305 34 17 21 91 60 89 80 115 33 7932 282 -61 343 167 41 1.19556573586602 1.04872405992724 -1.85831881642349
"918965856" "918965856" 47.642 18.78257 "nat" 2008 "HU" 390 88 191 -13 305 34 17 20 90 62 87 81 114 33 7883 283 -56 339 170 44 1.21432543307916 0.790997010679142 -1.9945428437738
"921001378" "921001378" 44.02146 28.57956 "nat" 2010 "RO" 253 130 221 39 612 77 25 30 217 88 100 194 105 34 7167 301 -5 306 56 217 -1.19464334588074 -1.76754277122512 -2.55510120286161
"921008197" "921008197" 43.81359 28.5175 "nat" 2012 "RO" 5 119 213 23 424 45 28 13 118 89 110 100 70 25 7457 260 -20 280 85 28 1.74693987466023 -1.6799498484941 -2.68319085812529
"921010928" "921010928" 44.02146 28.57956 "nat" 2010 "RO" 115 103 185 18 666 79 42 21 219 131 219 140 86 32 6509 246 -17 263 185 30 2.08107869633371 -3.06889622776831 -0.752674001060187
"924817466" "924817466" 44.89556 -85.41639 "inv" 1964 "US" 97 99 182 13 619 69 38 19 198 121 198 132 89 33 6578 247 -22 269 182 26 2.04156726370653 -2.57403928285867 -0.823415614741307
"924817534" "924817534" 44.89556 -85.41639 "inv" 1964 "US" 106 103 185 19 669 79 43 20 219 132 219 141 86 32 6490 247 -16 263 185 31 2.11152893253314 -3.13359375105976 -0.766952812547414
"BG001" "BG001" 43.3819444444444 28.4575 "nat" 2008 "BG" 81 107 203 0 528 71 28 27 182 90 173 106 100 31 7858 272 -47 319 188 19 1.47713959231488 -1.02217973733407 -1.69678744804179
"CA001" "CA001" 49.0149388888889 -122.882097222222 "inv" 2008 "CA" 115 103 185 18 666 79 42 21 219 131 219 140 86 32 6509 246 -17 263 185 30 2.14168173709516 -3.18859140657736 -0.745559876676427
"CA006" "CA006" 49.3201805555556 -118.370436111111 "inv" 2008 "CA" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149 -4.28821594261904 -0.0734687125709425 1.45608315092008
"CA012" "CA012" 50.8333333333333 -120.616666666667 "inv" 2009 "CA" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149 -4.26985165961907 -0.109739436114908 1.45823891392865
"CA014" "CA014" 49.3499833333333 -119.923508333333 "inv" 2009 "CA" 1778 82 166 11 1207 214 8 77 589 38 48 589 138 44 6234 264 -47 311 11 165 -4.97208000415427 -1.82476175183161 3.66665335007483
"GR001" "GR001" 40.1566666666667 22.5480555555556 "nat" 2008 "GR" 1231 97 178 25 857 160 3 75 428 25 25 428 154 46 6132 292 -37 329 25 178 -4.93561728711458 -0.476753663318214 1.23648646934563
"GR002" "GR002" 40.6213888888889 23.0786111111111 "nat" 2008 "GR" 1724 78 160 7 1498 272 8 78 743 46 51 743 143 45 6165 262 -55 317 7 159 -5.96500370971442 -2.49064675065818 5.24079226504514
"RO002" "RO002" 43.9024333333333 28.5739166666667 "nat" 2005 "RO" 1691 87 181 1 339 53 11 50 143 40 40 143 174 46 7024 297 -79 376 1 181 -2.27782074117488 2.5651365331043 -0.576530390917234
"RO004" "RO004" 45.5761833333333 29.51805 "nat" 2005 "RO" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149 -4.3336547281467 0.016276017895758 1.45074914180059
"RU001" "RU001" 51.38333333 56.8 "nat" 2006 "RU" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149 -4.26317661943997 -0.122923100131688 1.45902248956288
"RU002" "RU002" 49.1791667 53.2422611 "nat" 2006 "RU" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149 -4.28992734835967 -0.070088568380719 1.45588225088014
"RU003" "RU003" 38.1625 54.8 "nat" 2006 "RU" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149 -4.42363042710123 0.193984219324536 1.44018699333682
"RU004" "RU004" 60.16666667 55.01666667 "nat" 2006 "RU" 2032 86 166 16 719 128 3 78 368 36 39 362 157 48 6000 266 -58 324 22 140 -3.88050036030282 -0.0376380658669857 1.82433612409746
"RU006" "RU006" 44.13999722 44.02 "nat" 2006 "RU" 1050 127 214 53 947 171 3 81 476 18 25 476 152 45 6474 322 -11 333 53 213 -6.06337981777623 -1.45627237884031 -0.190754249411791
"RU007" "RU007" 45.3258333333333 37.2236111111111 "nat" 2001 "RU" 1497 98 182 27 1317 234 6 79 645 32 43 645 137 44 6272 281 -29 310 27 181 -5.91833290838667 -2.51154485277754 3.12365462124505
"RU008" "RU008" 44.05 43.06000278 "nat" 2006 "RU" 1458 102 185 28 1081 191 8 75 525 37 46 525 147 45 6267 288 -34 322 28 184 -5.23483403777276 -1.5560196995102 1.98451604788023
"TR001" "TR001" 41.7511111111111 27.2477777777778 "nat" 2008 "TR" 1208 123 207 55 1329 231 6 78 639 30 43 639 135 44 6156 303 0 303 55 204 -6.58806527286293 -3.23673469783287 1.6125067840016
"TR002" "TR002" 41.0123777777778 28.975925 "nat" 2006 "TR" 1055 126 212 53 1030 187 3 82 520 19 23 520 148 45 6382 317 -6 323 53 210 -6.32607247601727 -1.842070408677 0.248456422226533
"TR003" "TR003" 38.7672222222222 37.0038888888889 "nat" 2002 "TR" 39 122 159 87 1361 254 3 81 698 28 39 698 92 53 2850 213 41 172 87 155 -6.50790515679515 -6.64223940653815 3.13873948751967
"TR004" "TR004" 38.3672222222222 42.7736111111111 "nat" 2002 "TR" 1055 126 212 53 1030 187 3 82 520 19 23 520 148 45 6382 317 -6 323 53 210 -6.35817523914508 -1.77866524080806 0.244687914127202
"UA002" "UA002" 48.1523333333333 37.8405833333333 "nat" 2006 "UA" 987 130 218 55 917 166 3 81 461 17 24 461 154 45 6514 326 -9 335 55 216 -6.02323228435216 -1.47784352114997 -0.508156244843759
"UA003" "UA003" 50.48075 30.4863055555556 "nat" 2006 "UA" 175 81 203 -49 748 96 30 28 241 115 223 115 108 27 9740 282 -105 387 193 -49 2.67227982716882 0.108248039694191 -0.221979959139932
"UA005" "UA005" 47.862 38.4606944444444 "nat" 2006 "UA" 16 120 212 25 448 49 30 13 129 96 112 109 70 25 7334 259 -17 276 87 29 1.79275461259995 -2.02400090021088 -2.56707987878583
"UA007" "UA007" 48.0922222222222 30.7497222222222 "nat" 2001 "UA" 1590 87 197 -16 369 64 10 53 156 31 127 31 159 39 8311 298 -101 399 173 -16 -0.267910365711642 2.62128529918255 -1.01287668677567
"UA008" "UA008" 46.7572222222222 32.7661111111111 "nat" 2001 "UA" 1835 87 192 -9 432 67 13 43 168 46 145 46 160 41 7847 292 -95 387 167 -9 -0.191047658870964 2.18521335568751 -0.642399294365924
"US001" "US001" 45.6152333333333 -120.787533333333 "inv" 2008 "US" 1676 97 207 -5 429 67 13 42 163 48 139 48 161 40 8261 305 -95 400 181 -5 -0.333709688858265 2.24062512799742 -1.32060647632681
"US014" "US014" 40.1222666666667 -101.280283333333 "inv" 2002 "US" 2447 42 141 -50 427 55 19 36 154 61 151 61 158 42 7461 246 -125 371 117 -50 1.21857007922861 3.13537243326619 2.01037368738258
"US015" "US015" 42.7253611111111 -118.001033333333 "inv" 2002 "US" 2405 47 144 -43 469 61 17 38 170 60 168 60 168 44 7336 250 -130 380 121 -43 0.87592742426117 3.05239769490115 1.99067656101402
"US024" "US024" 34.8557 -110.235983333333 "inv" 2003 "US" 1575 95 187 12 408 68 10 59 183 37 37 183 171 46 6869 304 -65 369 12 187 -3.05013529185827 2.16194985546375 -0.714048680301908
"US025" "US025" 46.8530555555556 -115.59 "inv" 2002 "US" 154 95 170 18 650 67 40 16 196 127 196 157 80 33 5943 227 -13 240 170 55 2.19412599584995 -3.27170166145405 -0.345081193783949
"US026" "US026" 40.3719055555556 -104.472561111111 "inv" 2002 "US" 2305 69 160 -11 275 43 10 45 113 38 40 113 143 42 6778 257 -80 337 -11 134 -1.08340141864963 2.58383646707795 0.369267321323562
