Pop	Row	Column	Trt	Mom	Origin	tagged	LfCount1	MaxLfLgth1	MaxLfWdth1	m1.date	color	LfLgth1.log	LfWdth1.log	LfCount1.sq	Rose.diam2	LfCount2	MaxLfLgth2	MaxLfWdth2	RoseD2.log	LfLgth2.log	LfWdth2.log	LfCount2.sq	Bolt.date	Harvest.date	BoltedatH	MaxBoltHtH	Max.Rose.diamH	Min.Rose.diamH	Rose.AreaH.m2	LfLgth	Lf.Width	CrownDiam.mm	Shoot.mass.gH	LfCountH	MaxRoseDh.log	MinRoseDh.log	RoseAh.log	LfLgthH.log	LfWdthH.log	Crown.log	Mass.log	bolt.bin	alt	bio11	bio4	bio6	bio9	Latitude	Longitude	PC1	PC2	PC3	PC4
US023-5	GR001	15	J	drought	2	nat	US023-5	10	8.2	2.8	12	black	2.10413415427021	1.02961941718116	3.16227766016838	31.5	30	16.1	4.8	3.44998754583159	2.77881927199042	1.56861591791385	5.47722557505166	35	42	Yes	31.5	29	25	0.056939688	15.5	4	9.06	8	24	3.36729582998647	3.2188758248682	-2.86576267659931	2.7408400239252	1.38629436111989	2.20386912005489	2.07944154167984	1	1	65	7388	10	250	40.1566666666667	22.5480555555556	-3.16076893344086	2.90414431898801	-2.73228099030898	0.0351335867704017
US026-6	GR001	4	F	drought	15	nat	US026-6	8	7.6	1.6	12	black	2.02814824729229	0.470003629245736	2.82842712474619	35.5	18	18.5	6	3.56953269648137	2.91777073208428	1.79175946922805	4.24264068711928	35	42	Yes	30.5	41	38	0.122361425	20	6	10.78	6	23	3.71357206670431	3.63758615972639	-2.10077611380452	2.99573227355399	1.79175946922805	2.37769256548085	1.79175946922805	1	1	65	7388	10	250	40.1566666666667	22.5480555555556	-3.16076893344086	2.90414431898801	-2.73228099030898	0.0351335867704017
EDGE-34	GR001	18	R	control	2	nat	EDGE-34	NA	NA	NA	NA	NA	NA	NA	NA	34.1	17	19.5	5.4	3.52929738428947	2.9704144655697	1.68639895357023	4.12310562561766	39	42	Yes	23.5	47	40	0.1476505	26	5	9.76	9	16	3.85014760171006	3.68887945411394	-1.91290728441121	3.25809653802148	1.6094379124341	2.278292400425	2.19722457733622	1	1	65	7388	10	250	40.1566666666667	22.5480555555556	-3.16076893344086	2.90414431898801	-2.73228099030898	0.0351335867704017
GR001-7	GR001	15	C	drought	2	nat	GR001-7	7	7.5	1.5	12	black	2.01490302054226	0.405465108108164	2.64575131106459	27.1	19	14.1	5.1	3.29953372788566	2.64617479738412	1.62924053973028	4.35889894354067	35	42	Yes	29	29	28	0.06377245	13.5	5	7.96	6	18	3.36729582998647	3.3322045101752	-2.75243400007353	2.60268968544438	1.6094379124341	2.07442899985629	1.79175946922805	1	1	65	7388	10	250	40.1566666666667	22.5480555555556	-3.16076893344086	2.90414431898801	-2.73228099030898	0.0351335867704017
GR002-2	GR002	12	M	drought	21	nat	GR002-2	3	1.4	0.3	12	black	0.336472236621213	-1.20397280432594	1.73205080756888	6.8	7	3.7	1.7	1.91692261218206	1.30833281965018	0.53062825106217	2.64575131106459	64	71	Yes	20	26	24	0.0490074	13	5	8	4	25	3.25809653802148	3.17805383034795	-3.01578397186578	2.56494935746154	1.6094379124341	2.07944154167984	1.38629436111989	1	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
US023-1	GR002	10	N	control	15	nat	US023-1	7	5.4	2.1	13	black	1.68639895357023	0.741937344729377	2.64575131106459	29.2	14	15.4	4.6	3.37416870927424	2.73436750941958	1.52605630349505	3.74165738677394	46	46	Yes	6	42	41	0.135241575	22	8	9.35	6.2	19	3.73766961828337	3.71357206670431	-2.00069265524753	3.09104245335832	2.07944154167984	2.2353763433006	1.82454929205105	1	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
UA008-5	GR002	4	G	drought	21	nat	UA008-5	3	1	0.1	12	black	0	-2.30258509299405	1.73205080756888	9.2	5	5.2	0.8	2.21920348405499	1.64865862558738	-0.22314355131421	2.23606797749979	NA	117	No	NA	29	27	0.061494863	16	4	11.9	10	NA	3.36729582998647	3.29583686600433	-2.78880163611365	2.77258872223978	1.38629436111989	2.47653840011748	2.30258509299405	0	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
US023-7	GR002	5	Q	drought	21	nat	US023-7	6	6	1.5	12	black	1.79175946922805	0.405465108108164	2.44948974278318	38.7	12	20	4.5	3.65583960003574	2.99573227355399	1.50407739677627	3.46410161513775	42	42	Yes	8.5	41	38	0.122361425	22.5	5.5	7.51	4.2	13	3.71357206670431	3.63758615972639	-2.10077611380452	3.11351530921037	1.70474809223843	2.01623546577604	1.43508452528932	1	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
US022-7	GR002	10	B	control	11	nat	US022-7	6	3.9	1.2	13	black	1.3609765531356	0.182321556793955	2.44948974278318	17.7	22	9	2.5	2.87356463957978	2.19722457733622	0.916290731874155	4.69041575982343	50	50	Yes	13.5	34	32	0.0854488	17.5	4.5	10.45	6.5	33	3.52636052461616	3.46573590279973	-2.45983791281932	2.86220088092947	1.50407739677627	2.34660197841082	1.87180217690159	1	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
US023-6	GR002	8	E	control	24	nat	US023-6	3	7.3	1.4	13	black	1.98787434815435	0.336472236621213	1.73205080756888	NA	NA	NA	NA	NA	NA	NA	NA	NA	117	No	NA	33	32	0.0829356	18	4	13.3	NA	NA	3.49650756146648	3.46573590279973	-2.489690875969	2.89037175789616	1.38629436111989	2.58776403522771	NA	0	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
GR002-7	GR002	3	Q	control	27	nat	GR002-7	10	5.7	1	13	black	1.7404661748405	0	3.16227766016838	28.6	27	15	4	3.35340671782581	2.70805020110221	1.38629436111989	5.19615242270663	46	46	Yes	6	41	35	0.112701313	20	3	9.16	8.5	38	3.71357206670431	3.55534806148941	-2.18301420760498	2.99573227355399	1.09861228866811	2.21484617868604	2.14006616349627	1	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
GR002-4	GR002	18	T	control	12	nat	GR002-4	8	8.4	1.7	14	black	2.12823170584927	0.53062825106217	2.82842712474619	30.9	15	16.2	4.3	3.4307561839037	2.78501124223834	1.45861502269952	3.87298334620742	50	50	Yes	9.5	43	40	0.1350845	21	5.5	16.55	23	24	3.76120011569356	3.68887945411394	-2.00185477042771	3.04452243772342	1.70474809223843	2.80638610182307	3.13549421592915	1	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
US023-2	GR002	9	C	control	21	nat	US023-2	7	4.9	1	13	black	1.58923520511658	0	2.64575131106459	18.9	13	11.4	3.9	2.9391619220656	2.43361335540045	1.3609765531356	3.60555127546399	NA	117	No	NA	43	9	0.030394013	21	6	18.3	34	NA	3.76120011569356	2.19722457733622	-3.49350963075482	3.04452243772342	1.79175946922805	2.90690105984738	3.52636052461616	0	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
US023-9	GR002	5	L	drought	15	nat	US023-9	10	8.1	2.2	12	black	2.09186406167839	0.78845736036427	3.16227766016838	30.3	15	14.9	4.1	3.41114771251532	2.70136121295141	1.41098697371026	3.87298334620742	NA	117	No	NA	40	35	0.1099525	21	4	18.6	22	NA	3.68887945411394	3.55534806148941	-2.20770682463186	3.04452243772342	1.38629436111989	2.92316158071916	3.09104245335832	0	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
GR002-9	GR002	15	O	drought	27	nat	GR002-9	11	9	3.2	18	black	2.19722457733622	1.16315080980568	3.3166247903554	28.7	21	14.6	4.6	3.35689712276558	2.68102152871429	1.52605630349505	4.58257569495584	46	46	Yes	14	38	32	0.0955016	19	7	11.17	NA	42	3.63758615972639	3.46573590279973	-2.3486122777091	2.94443897916644	1.94591014905531	2.41323161308111	NA	1	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
US023-4	GR002	18	J	control	12	nat	US023-4	9	7	1.5	14	black	1.94591014905531	0.405465108108164	3	32.6	16	17.4	3.4	3.48431228837266	2.85647020622048	1.22377543162212	4	NA	117	No	NA	52	41	0.16744195	30	3.5	40.1	28	NA	3.95124371858143	3.71357206670431	-1.78711855494947	3.40119738166216	1.25276296849537	3.69137633431252	3.3322045101752	0	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
GR002-8	GR002	17	U	control	27	nat	GR002-8	6	5.8	0.8	14	black	1.75785791755237	-0.22314355131421	2.44948974278318	27.2	16	14.4	4.2	3.30321697330195	2.66722820658195	1.43508452528932	4	53	53	Yes	12	43	30	0.101313375	22	6	9.61	10	60	3.76120011569356	3.40119738166216	-2.28953684287949	3.09104245335832	1.79175946922805	2.2628042229822	2.30258509299405	1	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
US023-8	GR002	18	P	control	24	nat	US023-8	10	8.2	2.2	14	black	2.10413415427021	0.78845736036427	3.16227766016838	33.1	23	17.1	6	3.49953328238302	2.83907846350861	1.79175946922805	4.79583152331272	39	42	Yes	29	33	31	0.080343863	17.5	5	9.13	9	21	3.49650756146648	3.43398720448515	-2.52143956806033	2.86220088092947	1.6094379124341	2.21156569460688	2.19722457733622	1	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
US023-3	GR002	3	R	control	12	nat	US023-3	8	8.9	1.8	13	black	2.18605127673809	0.587786664902119	2.82842712474619	39.5	17	19	4.1	3.67630067190708	2.94443897916644	1.41098697371026	4.12310562561766	NA	117	No	NA	63	50	0.247393125	30	7.5	32.4	50	NA	4.14313472639153	3.91202300542815	-1.39677660841553	3.40119738166216	2.01490302054226	3.47815842279828	3.91202300542815	0	492	39	7227	-8	220	40.6213888888889	23.0786111111111	-2.15912975331758	1.07140772928538	-1.59653042049777	-0.712633211285173
HU001-6	HU001	9	R	control	1	nat	HU001-6	12	11	1.8	13	black	2.39789527279837	0.587786664902119	3.46410161513775	45.2	60	22.8	7.7	3.81109708683819	3.1267605359604	2.04122032885964	7.74596669241483	NA	117	No	NA	98	96	0.7388808	44	11	66.4	264	NA	4.58496747867057	4.56434819146784	-0.302618670096801	3.78418963391826	2.39789527279837	4.19569705648239	5.57594910314632	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
TR004-2	HU001	19	L	drought	4	nat	TR004-2	6	3.2	1.3	12	black	1.16315080980568	0.262364264467491	2.44948974278318	18.3	11	11.4	4.6	2.90690105984738	2.43361335540045	1.52605630349505	3.3166247903554	NA	117	No	NA	71	67	0.373602888	33	8	36.9	132	NA	4.26267987704132	4.20469261939097	-0.984561842464608	3.49650756146648	2.07944154167984	3.60821155104648	4.88280192258637	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
HU001-2	HU001	14	R	control	4	nat	HU001-2	16	6.6	1.8	14	black	1.88706964903238	0.587786664902119	4	34.3	54	17.8	5.6	3.53514535417189	2.87919845729804	1.7227665977411	7.34846922834953	NA	117	No	NA	78	67	0.410436975	33	6.5	31.5	82	NA	4.35670882668959	4.20469261939097	-0.890532894154651	3.49650756146648	1.87180217690159	3.44998754583159	4.40671924726425	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
HU001-1	HU001	10	S	control	3	nat	HU001-1	5	2.8	1.8	13	black	1.02961941718116	0.587786664902119	2.23606797749979	19.2	11	11.5	3.2	2.95491027903374	2.4423470353692	1.16315080980568	3.3166247903554	NA	117	No	NA	60	54	0.2544615	32	10	29	64	NA	4.0943445622221	3.98898404656427	-1.36860573144883	3.46573590279973	2.30258509299405	3.36729582998647	4.15888308335967	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
HU001-9	HU001	9	E	control	2	nat	HU001-9	4	1.5	0.5	13	black	0.405465108108164	-0.693147180559945	2	7.6	9	4.2	1.1	2.02814824729229	1.43508452528932	0.0953101798043249	3	57	61	Yes	15	35	26	0.071469125	17.5	6	8.3	NA	27	3.55534806148941	3.25809653802148	-2.63848974072431	2.86220088092947	1.79175946922805	2.11625551480255	NA	1	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
HU001-5	HU001	2	D	control	1	nat	HU001-5	2	3.1	0.6	13	black	1.1314021114911	-0.510825623765991	1.4142135623731	12.5	6	12.5	1.6	2.52572864430826	2.52572864430826	0.470003629245736	2.44948974278318	NA	117	No	NA	69	64	0.3468216	37.5	6.5	18.5	52	NA	4.23410650459726	4.15888308335967	-1.05894475227828	3.62434093297637	1.87180217690159	2.91777073208428	3.95124371858143	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
RU001-7	HU001	3	M	control	4	nat	RU001-7	3	3.6	0.5	13	black	1.28093384546206	-0.693147180559945	1.73205080756888	10.4	6	6.8	1.4	2.34180580614733	1.91692261218206	0.336472236621213	2.44948974278318	NA	117	No	NA	42	40	0.131943	19	5	19.2	36	NA	3.73766961828337	3.68887945411394	-2.0253852678379	2.94443897916644	1.6094379124341	2.95491027903374	3.58351893845611	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
HU001-4	HU001	3	C	control	6	nat	HU001-4	7	6.9	1.8	13	black	1.93152141160321	0.587786664902119	2.64575131106459	33	15	17.3	5.9	3.49650756146648	2.85070650150373	1.77495235091167	3.87298334620742	NA	117	No	NA	67	58	0.305196725	36.5	7	27.9	88	NA	4.20469261939097	4.06044301054642	-1.18679871029782	3.59731226058845	1.94591014905531	3.32862668882732	4.47733681447821	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
RU001-4	HU001	12	D	drought	1	nat	RU001-4	9	6	1.6	12	black	1.79175946922805	0.470003629245736	3	35.2	41	17.9	5.2	3.56104608260405	2.88480071284671	1.64865862558738	6.40312423743285	NA	117	No	NA	110	95	0.820716875	52	11	51	NA	NA	4.70048036579242	4.55387689160054	-0.197577082842252	3.95124371858143	2.39789527279837	3.93182563272433	NA	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
TR004-4	HU001	5	P	drought	2	nat	TR004-4	6	3.9	0.8	12	black	1.3609765531356	-0.22314355131421	2.44948974278318	20.5	12	12.5	4.7	3.02042488614436	2.52572864430826	1.54756250871601	3.46410161513775	NA	117	No	NA	85	77	0.514027938	42	8	32	210	NA	4.44265125649032	4.34380542185368	-0.665477660918499	3.73766961828337	2.07944154167984	3.46573590279973	5.34710753071747	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
TR004-3	HU001	14	P	control	4	nat	TR004-3	10	6.8	1.7	14	black	1.91692261218206	0.53062825106217	3.16227766016838	32.6	46	15.7	6.4	3.48431228837266	2.75366071235426	1.85629799036563	6.78232998312527	NA	117	No	NA	65	63	0.321611063	31	9.5	42.7	124	NA	4.17438726989564	4.14313472639153	-1.13441234239337	3.43398720448515	2.2512917986065	3.75419892023458	4.82028156560504	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
HU001-3	HU001	12	R	drought	5	nat	HU001-3	7	5.5	1.1	12	black	1.70474809223843	0.0953101798043249	2.64575131106459	28.6	12	16.7	4	3.35340671782581	2.81540871942271	1.38629436111989	3.46410161513775	NA	117	No	NA	80	61	0.383263	42	5	30.9	116	NA	4.38202663467388	4.11087386417331	-0.959033841388016	3.73766961828337	1.6094379124341	3.4307561839037	4.75359019110636	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
TR004-5	HU001	6	M	control	3	nat	TR004-5	6	3.5	1.8	13	black	1.25276296849537	0.587786664902119	2.44948974278318	24.2	13	14.6	3.5	3.18635263316264	2.68102152871429	1.25276296849537	3.60555127546399	NA	117	No	NA	80	68	0.427244	45	9.5	32.4	124	NA	4.38202663467388	4.21950770517611	-0.85040000038522	3.80666248977032	2.2512917986065	3.47815842279828	4.82028156560504	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
TR004-7	HU001	14	M	control	1	nat	TR004-7	11	8.9	2.6	14	black	2.18605127673809	0.955511445027436	3.3166247903554	39.8	35	21.7	7.7	3.68386691229039	3.07731226054641	2.04122032885964	5.91607978309962	39	42	Yes	10	51	50	0.200270625	28.5	8	13.55	20	68	3.93182563272433	3.91202300542815	-1.60808570208274	3.3499040872746	2.07944154167984	2.60638654732571	2.99573227355399	1	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
HU001-7	HU001	12	G	drought	3	nat	HU001-7	9	4.3	1.1	12	black	1.45861502269952	0.0953101798043249	3	34.3	15	18.3	5.3	3.53514535417189	2.90690105984738	1.66770682055808	3.87298334620742	NA	117	No	NA	92	80	0.578036	45	10	36.8	144	NA	4.52178857704904	4.38202663467388	-0.548119128512287	3.80666248977032	2.30258509299405	3.60549784517489	4.969813299576	0	176	3	7700	-40	20	47.6419444444444	18.7825	0.831179904344628	-1.35479027597988	-1.31518132788336	0.176746761847471
RO002-8	RO001	3	H	control	25	nat	RO002-8	6	4.3	1.2	13	black	1.45861502269952	0.182321556793955	2.44948974278318	19.4	9	13.5	4.4	2.96527306606928	2.60268968544438	1.48160454092422	3	NA	117	No	NA	61	49	0.234748588	32	5	25.4	62	NA	4.11087386417331	3.89182029811063	-1.44924017582133	3.46573590279973	1.6094379124341	3.23474917402449	4.12713438504509	0	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
UA006-9	RO001	18	B	control	14	nat	UA006-9	9	7.9	2.1	14	black	2.06686275947298	0.741937344729377	3	36.9	18	18.3	5	3.60821155104648	2.90690105984738	1.6094379124341	4.24264068711928	NA	117	No	NA	54	45	0.190846125	29	7	36.1	84	NA	3.98898404656427	3.80666248977032	-1.65628780390061	3.36729582998647	1.94591014905531	3.58629286533884	4.43081679884331	0	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
US014-3	RO001	9	G	control	25	nat	US014-3	6	4.1	0.9	13	black	1.41098697371026	-0.105360515657826	2.44948974278318	20.2	15	11.2	3.3	3.00568260440716	2.41591377830105	1.19392246847243	3.87298334620742	NA	117	No	NA	50	48	0.18849	26	6	29.3	52	NA	3.91202300542815	3.87120101090789	-1.66871032389917	3.25809653802148	1.79175946922805	3.37758751602302	3.95124371858143	0	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
UA006-3	RO001	8	K	control	27	nat	UA006-3	11	8	2	13	black	2.07944154167984	0.693147180559945	3.3166247903554	34.5	45	18.2	4.1	3.54095932403731	2.90142159408275	1.41098697371026	6.70820393249937	46	61	Yes	39	43	43	0.145215838	24	7	22.04	46	118	3.76120011569356	3.76120011569356	-1.92953410540493	3.17805383034795	1.94591014905531	3.09285898428471	3.8286413964891	1	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
UA006-8	RO001	19	Q	drought	27	nat	UA006-8	10	9.2	2	12	black	2.21920348405499	0.693147180559945	3.16227766016838	40.2	33	20.5	5.3	3.69386699562498	3.02042488614436	1.66770682055808	5.74456264653803	46	46	Yes	17	44	43	0.14859295	21	7	10.16	7.5	58	3.78418963391826	3.76120011569356	-1.90654459062339	3.04452243772342	1.94591014905531	2.31845844215034	2.01490302054226	1	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
RO001-5	RO001	3	S	control	10	nat	RO001-5	10	9.1	2.2	13	black	2.2082744135228	0.78845736036427	3.16227766016838	39.1	21	20.7	6.3	3.66612246699132	3.03013370027132	1.84054963339749	4.58257569495584	NA	117	No	NA	76	69	0.41185065	33	8	53.3	176	NA	4.33073334028633	4.23410650459726	-0.887094495351618	3.49650756146648	2.07944154167984	3.9759363311718	5.17048399503815	0	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
UA007-7	RO001	6	H	control	11	nat	UA007-7	8	6.6	1.4	13	black	1.88706964903238	0.336472236621213	2.82842712474619	36.8	19	18.7	5.8	3.60549784517489	2.92852352386054	1.75785791755237	4.35889894354067	50	50	Yes	17	54	52	0.2205333	26	7	16.07	16	75	3.98898404656427	3.95124371858143	-1.51170657508951	3.25809653802148	1.94591014905531	2.77695417974942	2.77258872223978	1	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
RO002-1	RO001	3	B	control	25	nat	RO002-1	6	4.8	1	13	black	1.56861591791385	0	2.44948974278318	22.2	19	13.9	3.7	3.10009228887823	2.63188884013665	1.30833281965018	4.35889894354067	NA	117	No	NA	54	50	0.21205125	27	6	27.1	82	NA	3.98898404656427	3.91202300542815	-1.55092728824279	3.29583686600433	1.79175946922805	3.29953372788566	4.40671924726425	0	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
RO001-9	RO001	2	J	control	10	nat	RO001-9	9	9	2.6	13	black	2.19722457733622	0.955511445027436	3	45.5	21	23.5	5.5	3.8177123259569	3.15700042115011	1.70474809223843	4.58257569495584	NA	117	No	NA	86	79	0.533583775	44.5	7	47.7	170	NA	4.45434729625351	4.36944785246702	-0.628139191514679	3.79548918917219	1.94591014905531	3.8649313978943	5.13579843705026	0	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
RO001-2	RO001	19	S	drought	11	nat	RO001-2	6	6	1.3	12	black	1.79175946922805	0.262364264467491	2.44948974278318	31.2	13	15.4	4.1	3.44041809481544	2.73436750941958	1.41098697371026	3.60555127546399	NA	117	No	NA	74	60	0.3487065	33	10	36.5	142	NA	4.30406509320417	4.0943445622221	-1.05352468480894	3.49650756146648	2.30258509299405	3.59731226058845	4.95582705760126	0	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
UA007-9	RO001	9	S	control	11	nat	UA007-9	7	4.6	1.2	13	black	1.52605630349505	0.182321556793955	2.64575131106459	26.4	12	14.9	3.1	3.27336401015227	2.70136121295141	1.1314021114911	3.46410161513775	NA	117	No	NA	53	48	0.1997994	26	7	28.1	126	NA	3.97029191355212	3.87120101090789	-1.6104414157752	3.25809653802148	1.94591014905531	3.3357695763397	4.83628190695148	0	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
RO001-3	RO001	17	H	control	29	nat	RO001-3	11	6.4	2.8	14	black	1.85629799036563	1.02961941718116	3.3166247903554	31.4	56	16.2	4.8	3.44680789291421	2.78501124223834	1.56861591791385	7.48331477354788	46	46	Yes	17	40	39	0.1225185	20	5	9	11.8	96	3.68887945411394	3.66356164612965	-2.09949323999163	2.99573227355399	1.6094379124341	2.19722457733622	2.46809953147162	1	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
US014-6	RO001	17	K	control	25	nat	US014-6	4	2.5	0.8	14	black	0.916290731874155	-0.22314355131421	2	20.5	12	10.4	3.2	3.02042488614436	2.34180580614733	1.16315080980568	3.46410161513775	NA	117	No	NA	66	59	0.305825025	31	9	32.2	64	NA	4.18965474202643	4.07753744390572	-1.18474215430306	3.43398720448515	2.19722457733622	3.47196645255036	4.15888308335967	0	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
RO001-7	RO001	17	G	control	14	nat	RO001-7	21	8.3	1.5	14	black	2.11625551480255	0.405465108108164	4.58257569495584	45.4	56	23.5	4.2	3.8155121050473	3.15700042115011	1.43508452528932	7.48331477354788	NA	117	No	NA	78	74	0.45331845	34	5	48.5	136	NA	4.35670882668959	4.30406509320417	-0.791160420341447	3.52636052461616	1.6094379124341	3.88156379794344	4.91265488573605	0	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
RO002-7	RO001	15	K	drought	25	nat	RO002-7	5	2.3	0.8	12	black	0.832909122935104	-0.22314355131421	2.23606797749979	14.7	9	8.2	2.8	2.68784749378469	2.10413415427021	1.02961941718116	3	NA	117	No	NA	57	50	0.223831875	27	6	23.3	44	NA	4.04305126783455	3.91202300542815	-1.49686006697251	3.29583686600433	1.79175946922805	3.14845336057165	3.78418963391826	0	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
UA006-6	RO001	8	O	control	14	nat	UA006-6	8	5.5	0.8	13	black	1.70474809223843	-0.22314355131421	2.82842712474619	30.2	15	17	4.2	3.40784192438082	2.83321334405622	1.43508452528932	3.87298334620742	71	71	Yes	57	55	51	0.220297688	28	6	22.1	53	185	4.00733318523247	3.93182563272433	-1.51277552000876	3.3322045101752	1.79175946922805	3.09557760852371	3.97029191355212	1	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
RO001-8	RO001	14	B	control	29	nat	RO001-8	9	8.5	1.5	14	black	2.14006616349627	0.405465108108164	3	33.2	16	18.2	6.5	3.50254987592244	2.90142159408275	1.87180217690159	4	39	42	Yes	14	43	37	0.124953163	22.5	7	9.15	6	19	3.76120011569356	3.61091791264422	-2.07981630789592	3.11351530921037	1.94591014905531	2.21375387928743	1.79175946922805	1	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
UA006-4	RO001	16	N	drought	10	nat	UA006-4	5	5.6	0.9	12	black	1.7227665977411	-0.105360515657826	2.23606797749979	29.9	15	18.4	5.2	3.39785848039664	2.91235066461494	1.64865862558738	3.87298334620742	NA	117	No	NA	87	81	0.553453763	42	10.5	59.4	132	NA	4.46590811865458	4.39444915467244	-0.591577066004768	3.73766961828337	2.35137525716348	4.0842942263686	4.88280192258637	0	5	23	7457	-20	28	44.1102777777778	28.6369444444444	0.317709605222751	-0.233381211086104	-2.91981844402791	-1.50736403384425
