"Pop" "Origin" "Latitude" "Longitude" "Row" "Column" "Trt" "Mom" "tagged" "Bolt.date" "BoltedatH" "MaxBoltHtH" "Rose.AreaH.m2" "CrownDiam.mm" "Shoot.mass.gH" "bolt.bin" "time" "m.date" "lfl" "lfw" "lfc" "rd" "alt" "PC1" "PC2" "PC3"
"231" "CA010" "inv" 49.3201805555556 -118.370436111111 8 "Q" "control" 4 "CA008-7" 42 "Yes" 10 0.27488125 13.39 20 1 1 17 10.3 3.1 16 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"232" "CA010" "inv" 49.3201805555556 -118.370436111111 8 "S" "control" 4 "US019-6" NA "No" NA 0.351848 46 154 0 1 13 9.5 3.4 13 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"233" "CA010" "inv" 49.3201805555556 -118.370436111111 2 "B" "control" 3 "US019-7" NA "No" NA 0.216292275 31.5 98 0 2 31 21.1 7.8 19 37.5 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"234" "CA010" "inv" 49.3201805555556 -118.370436111111 2 "E" "control" 1 "RU001-5" 57 "Yes" 5.5 0.166106813 9.5 10 1 2 32 9.4 2.7 11 15.5 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"235" "CA010" "inv" 49.3201805555556 -118.370436111111 3 "G" "control" 4 "US019-4" NA "No" NA 0.066050038 17.3 16 0 2 31 15.2 5.2 18 27.1 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"236" "CA010" "inv" 49.3201805555556 -118.370436111111 3 "I" "control" 1 "UA003-2" 42 "Yes" 7 0.19194565 11.02 8 1 2 32 17.4 6.3 23 33 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"237" "CA010" "inv" 49.3201805555556 -118.370436111111 12 "O" "drought" 4 "CA010-7" NA "No" NA 0.2462936 31.2 76 0 1 13 7.9 1.7 15 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"238" "CA010" "inv" 49.3201805555556 -118.370436111111 4 "E" "drought" 4 "CA008-3" NA "No" NA 0.47782215 53.4 172 0 2 32 19.2 7.9 19 38.6 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"239" "CA010" "inv" 49.3201805555556 -118.370436111111 4 "S" "control" 4 "CA010-6" NA "No" NA 0.228936813 30.7 106 0 2 31 18 5.6 17 34.8 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"240" "CA010" "inv" 49.3201805555556 -118.370436111111 5 "G" "drought" 1 "UA003-1" 42 "Yes" 7 0.094951838 8.32 8 1 2 32 18.4 6.7 16 35.8 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"241" "CA010" "inv" 49.3201805555556 -118.370436111111 5 "J" "drought" 1 "UA003-5" NA "No" NA 0.138226 27.2 54 0 2 31 15.9 5.7 13 28.6 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"242" "CA010" "inv" 49.3201805555556 -118.370436111111 5 "N" "drought" 4 "UA003-7" NA "No" NA 0.36284325 35.3 138 0 2 32 22 7.2 16 44.5 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"243" "CA010" "inv" 49.3201805555556 -118.370436111111 5 "R" "drought" 4 "CA008-4" NA "No" NA 0.22775875 48.6 152 0 2 31 18 5.6 19 35.5 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"244" "CA010" "inv" 49.3201805555556 -118.370436111111 6 "B" "control" 2 "CA010-8" 57 "Yes" 21 0.292238038 13.5 30 1 2 32 18.3 6.7 17 33.5 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"245" "CA010" "inv" 49.3201805555556 -118.370436111111 6 "T" "control" 6 "CA010-4" NA "No" NA 0.45331845 30.6 NA 0 2 31 21.6 4.8 27 43.3 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"246" "CA010" "inv" 49.3201805555556 -118.370436111111 3 "I" "control" 1 "UA003-2" 42 "Yes" 7 0.19194565 11.02 8 1 1 17 6.8 2.2 8 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"247" "CA010" "inv" 49.3201805555556 -118.370436111111 4 "C" "drought" 3 "CA010-3" NA "No" NA 0.1583316 26.9 74 0 1 13 6.8 2.3 8 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"248" "CA010" "inv" 49.3201805555556 -118.370436111111 4 "E" "drought" 4 "CA008-3" NA "No" NA 0.47782215 53.4 172 0 1 17 7.6 2.6 9 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"249" "CA010" "inv" 49.3201805555556 -118.370436111111 4 "C" "drought" 3 "CA010-3" NA "No" NA 0.1583316 26.9 74 0 2 31 18.5 5.6 13 35 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"250" "GR001" "nat" 40.1566666666667 22.5480555555556 16 "U" "drought" 19 "GR001-4" 42 "Yes" 15 0.20011355 12.48 5 1 3 46 28 8 30 52 1 -3.60214595649802 3.1875997721871 0.592099631973036
"251" "GR001" "nat" 40.1566666666667 22.5480555555556 18 "N" "control" 27 "GR001-2" 50 "Yes" 21.5 0.080343863 14.8 6 1 3 50 20 7 14 33 1 -3.60214595649802 3.1875997721871 0.592099631973036
"252" "GR001" "nat" 40.1566666666667 22.5480555555556 19 "R" "drought" 19 "US026-2" 42 "Yes" 10 0.12723075 6.65 6.7 1 3 42 23 5 16 45 1 -3.60214595649802 3.1875997721871 0.592099631973036
"253" "GR001" "nat" 40.1566666666667 22.5480555555556 13 "N" "control" 19 "US026-3" 39 "Yes" 17.5 0.154817047 8.61 11 1 1 17 9.1 1.9 6 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"254" "GR001" "nat" 40.1566666666667 22.5480555555556 14 "E" "control" 25 "GR001-9" 39 "Yes" 22 0.135241575 11.58 12 1 1 13 5.4 1.7 10 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"255" "GR001" "nat" 40.1566666666667 22.5480555555556 15 "C" "drought" 2 "GR001-7" 35 "Yes" 29 0.06377245 7.96 6 1 1 17 7.5 1.5 7 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"256" "GR001" "nat" 40.1566666666667 22.5480555555556 15 "J" "drought" 2 "US023-5" 35 "Yes" 31.5 0.056939688 9.06 8 1 1 13 8.2 2.8 10 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"257" "GR001" "nat" 40.1566666666667 22.5480555555556 16 "U" "drought" 19 "GR001-4" 42 "Yes" 15 0.20011355 12.48 5 1 1 17 7.5 2.3 9 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"258" "GR001" "nat" 40.1566666666667 22.5480555555556 18 "N" "control" 27 "GR001-2" 50 "Yes" 21.5 0.080343863 14.8 6 1 1 13 8.1 2 8 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"259" "GR001" "nat" 40.1566666666667 22.5480555555556 14 "E" "control" 25 "GR001-9" 39 "Yes" 22 0.135241575 11.58 12 1 3 42 21 3.5 52 42 1 -3.60214595649802 3.1875997721871 0.592099631973036
"260" "GR001" "nat" 40.1566666666667 22.5480555555556 15 "C" "drought" 2 "GR001-7" 35 "Yes" 29 0.06377245 7.96 6 1 3 42 13.5 5 18 29 1 -3.60214595649802 3.1875997721871 0.592099631973036
"261" "GR001" "nat" 40.1566666666667 22.5480555555556 15 "J" "drought" 2 "US023-5" 35 "Yes" 31.5 0.056939688 9.06 8 1 3 42 15.5 4 24 29 1 -3.60214595649802 3.1875997721871 0.592099631973036
"262" "GR001" "nat" 40.1566666666667 22.5480555555556 2 "K" "control" 2 "GR001-3" 35 "Yes" 33 0.115450125 10.6 8.7 1 2 31 17.9 5 19 34.5 1 -3.60214595649802 3.1875997721871 0.592099631973036
"263" "GR001" "nat" 40.1566666666667 22.5480555555556 4 "F" "drought" 15 "US026-6" 35 "Yes" 30.5 0.122361425 10.78 6 1 2 32 18.5 6 18 35.5 1 -3.60214595649802 3.1875997721871 0.592099631973036
"264" "GR001" "nat" 40.1566666666667 22.5480555555556 18 "R" "control" 2 "EDGE-34" 39 "Yes" 23.5 0.1476505 9.76 9 1 3 42 26 5 16 47 1 -3.60214595649802 3.1875997721871 0.592099631973036
"265" "GR001" "nat" 40.1566666666667 22.5480555555556 5 "D" "drought" 15 "GR001-8" 42 "Yes" 20 0.136890863 9.25 5.7 1 2 32 16.6 6.4 13 24.2 1 -3.60214595649802 3.1875997721871 0.592099631973036
"266" "GR001" "nat" 40.1566666666667 22.5480555555556 9 "L" "control" 15 "EDGE-70" 39 "Yes" 28 0.088119075 6.77 4 1 2 31 13.9 4.3 13 26.1 1 -3.60214595649802 3.1875997721871 0.592099631973036
"267" "GR001" "nat" 40.1566666666667 22.5480555555556 9 "N" "control" 15 "US026-8" 35 "Yes" 28 0.088119075 11.04 14 1 2 32 20.1 6.5 17 40.2 1 -3.60214595649802 3.1875997721871 0.592099631973036
"268" "GR001" "nat" 40.1566666666667 22.5480555555556 9 "Q" "control" 29 "GR001-1" 71 "Yes" 23 0.036284325 8 4 1 2 31 1.7 1.2 5 2.5 1 -3.60214595649802 3.1875997721871 0.592099631973036
"269" "GR001" "nat" 40.1566666666667 22.5480555555556 13 "N" "control" 19 "US026-3" 39 "Yes" 17.5 0.154817047 8.61 11 1 2 32 22.1 5.2 14 33.8 1 -3.60214595649802 3.1875997721871 0.592099631973036
"270" "GR001" "nat" 40.1566666666667 22.5480555555556 14 "E" "control" 25 "GR001-9" 39 "Yes" 22 0.135241575 11.58 12 1 2 31 17.4 4.2 54 34 1 -3.60214595649802 3.1875997721871 0.592099631973036
"271" "GR001" "nat" 40.1566666666667 22.5480555555556 15 "C" "drought" 2 "GR001-7" 35 "Yes" 29 0.06377245 7.96 6 1 2 32 14.1 5.1 19 27.1 1 -3.60214595649802 3.1875997721871 0.592099631973036
"272" "GR001" "nat" 40.1566666666667 22.5480555555556 15 "J" "drought" 2 "US023-5" 35 "Yes" 31.5 0.056939688 9.06 8 1 2 31 16.1 4.8 30 31.5 1 -3.60214595649802 3.1875997721871 0.592099631973036
"273" "GR001" "nat" 40.1566666666667 22.5480555555556 16 "U" "drought" 19 "GR001-4" 42 "Yes" 15 0.20011355 12.48 5 1 2 32 20.4 5.6 18 39.7 1 -3.60214595649802 3.1875997721871 0.592099631973036
"274" "GR001" "nat" 40.1566666666667 22.5480555555556 18 "N" "control" 27 "GR001-2" 50 "Yes" 21.5 0.080343863 14.8 6 1 2 31 16.8 6.5 14 25.6 1 -3.60214595649802 3.1875997721871 0.592099631973036
"275" "GR001" "nat" 40.1566666666667 22.5480555555556 18 "R" "control" 2 "EDGE-34" 39 "Yes" 23.5 0.1476505 9.76 9 1 2 32 19.5 5.4 17 34.1 1 -3.60214595649802 3.1875997721871 0.592099631973036
"276" "GR001" "nat" 40.1566666666667 22.5480555555556 19 "R" "drought" 19 "US026-2" 42 "Yes" 10 0.12723075 6.65 6.7 1 2 31 17.3 4.2 14 33.2 1 -3.60214595649802 3.1875997721871 0.592099631973036
"277" "GR001" "nat" 40.1566666666667 22.5480555555556 4 "P" "control" 2 "US026-9" 35 "Yes" 41 0.092124488 10.27 10 1 2 31 17.2 6.2 15 34.9 1 -3.60214595649802 3.1875997721871 0.592099631973036
"278" "GR001" "nat" 40.1566666666667 22.5480555555556 2 "K" "control" 2 "GR001-3" 35 "Yes" 33 0.115450125 10.6 8.7 1 3 42 23 6.5 18 42 1 -3.60214595649802 3.1875997721871 0.592099631973036
"279" "GR001" "nat" 40.1566666666667 22.5480555555556 4 "F" "drought" 15 "US026-6" 35 "Yes" 30.5 0.122361425 10.78 6 1 3 42 20 6 23 41 1 -3.60214595649802 3.1875997721871 0.592099631973036
"280" "GR001" "nat" 40.1566666666667 22.5480555555556 4 "P" "control" 2 "US026-9" 35 "Yes" 41 0.092124488 10.27 10 1 3 42 17 6.5 14 34.5 1 -3.60214595649802 3.1875997721871 0.592099631973036
"281" "GR001" "nat" 40.1566666666667 22.5480555555556 5 "D" "drought" 15 "GR001-8" 42 "Yes" 20 0.136890863 9.25 5.7 1 3 46 23 9 NA 42 1 -3.60214595649802 3.1875997721871 0.592099631973036
"282" "GR001" "nat" 40.1566666666667 22.5480555555556 9 "L" "control" 15 "EDGE-70" 39 "Yes" 28 0.088119075 6.77 4 1 3 42 18.5 5 10 34 1 -3.60214595649802 3.1875997721871 0.592099631973036
"283" "GR001" "nat" 40.1566666666667 22.5480555555556 9 "N" "control" 15 "US026-8" 35 "Yes" 28 0.088119075 11.04 14 1 3 42 18.5 5 10 34 1 -3.60214595649802 3.1875997721871 0.592099631973036
"284" "GR001" "nat" 40.1566666666667 22.5480555555556 9 "Q" "control" 29 "GR001-1" 71 "Yes" 23 0.036284325 8 4 1 3 71 12 4 26 22 1 -3.60214595649802 3.1875997721871 0.592099631973036
"285" "GR001" "nat" 40.1566666666667 22.5480555555556 13 "N" "control" 19 "US026-3" 39 "Yes" 17.5 0.154817047 8.61 11 1 3 42 26 6 16 47.5 1 -3.60214595649802 3.1875997721871 0.592099631973036
"286" "GR001" "nat" 40.1566666666667 22.5480555555556 2 "K" "control" 2 "GR001-3" 35 "Yes" 33 0.115450125 10.6 8.7 1 1 13 7.6 2.3 10 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"287" "GR001" "nat" 40.1566666666667 22.5480555555556 4 "F" "drought" 15 "US026-6" 35 "Yes" 30.5 0.122361425 10.78 6 1 1 17 7.6 1.6 8 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"288" "GR001" "nat" 40.1566666666667 22.5480555555556 4 "P" "control" 2 "US026-9" 35 "Yes" 41 0.092124488 10.27 10 1 1 13 9.9 2.4 9 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"289" "GR001" "nat" 40.1566666666667 22.5480555555556 5 "D" "drought" 15 "GR001-8" 42 "Yes" 20 0.136890863 9.25 5.7 1 1 17 10.2 2.6 7 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"290" "GR001" "nat" 40.1566666666667 22.5480555555556 9 "L" "control" 15 "EDGE-70" 39 "Yes" 28 0.088119075 6.77 4 1 1 13 5.5 1.1 6 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"291" "GR001" "nat" 40.1566666666667 22.5480555555556 9 "N" "control" 15 "US026-8" 35 "Yes" 28 0.088119075 11.04 14 1 1 17 9.4 2.8 9 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"292" "GR001" "nat" 40.1566666666667 22.5480555555556 9 "Q" "control" 29 "GR001-1" 71 "Yes" 23 0.036284325 8 4 1 1 13 4.2 1.1 8 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"293" "GR001" "nat" 40.1566666666667 22.5480555555556 18 "R" "control" 2 "EDGE-34" 39 "Yes" 23.5 0.1476505 9.76 9 1 1 17 NA NA NA NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"294" "GR001" "nat" 40.1566666666667 22.5480555555556 19 "R" "drought" 19 "US026-2" 42 "Yes" 10 0.12723075 6.65 6.7 1 1 13 7.6 1.6 8 NA 1 -3.60214595649802 3.1875997721871 0.592099631973036
"295" "GR002" "nat" 40.6213888888889 23.0786111111111 3 "Q" "control" 27 "GR002-7" 46 "Yes" 6 0.112701313 9.16 8.5 1 3 46 20 3 38 41 492 -1.4673212614475 1.51258060697811 0.415032011633023
"296" "GR002" "nat" 40.6213888888889 23.0786111111111 3 "R" "control" 12 "US023-3" NA "No" NA 0.247393125 32.4 50 0 3 117 30 7.5 NA 63 492 -1.4673212614475 1.51258060697811 0.415032011633023
"297" "GR002" "nat" 40.6213888888889 23.0786111111111 5 "Q" "drought" 21 "US023-7" 42 "Yes" 8.5 0.122361425 7.51 4.2 1 3 42 22.5 5.5 13 41 492 -1.4673212614475 1.51258060697811 0.415032011633023
"298" "GR002" "nat" 40.6213888888889 23.0786111111111 8 "E" "control" 24 "US023-6" NA "No" NA 0.0829356 13.3 NA 0 3 117 18 4 NA 33 492 -1.4673212614475 1.51258060697811 0.415032011633023
"299" "GR002" "nat" 40.6213888888889 23.0786111111111 4 "G" "drought" 21 "UA008-5" NA "No" NA 0.061494863 11.9 10 0 3 117 16 4 NA 29 492 -1.4673212614475 1.51258060697811 0.415032011633023
"300" "GR002" "nat" 40.6213888888889 23.0786111111111 5 "L" "drought" 15 "US023-9" NA "No" NA 0.1099525 18.6 22 0 3 117 21 4 NA 40 492 -1.4673212614475 1.51258060697811 0.415032011633023
"301" "GR002" "nat" 40.6213888888889 23.0786111111111 10 "B" "control" 11 "US022-7" 50 "Yes" 13.5 0.0854488 10.45 6.5 1 3 50 17.5 4.5 33 34 492 -1.4673212614475 1.51258060697811 0.415032011633023
"302" "GR002" "nat" 40.6213888888889 23.0786111111111 10 "N" "control" 15 "US023-1" 46 "Yes" 6 0.135241575 9.35 6.2 1 3 46 22 8 19 42 492 -1.4673212614475 1.51258060697811 0.415032011633023
"303" "GR002" "nat" 40.6213888888889 23.0786111111111 12 "M" "drought" 21 "GR002-2" 64 "Yes" 20 0.0490074 8 4 1 3 71 13 5 25 26 492 -1.4673212614475 1.51258060697811 0.415032011633023
"304" "GR002" "nat" 40.6213888888889 23.0786111111111 15 "O" "drought" 27 "GR002-9" 46 "Yes" 14 0.0955016 11.17 NA 1 3 46 19 7 42 38 492 -1.4673212614475 1.51258060697811 0.415032011633023
"305" "GR002" "nat" 40.6213888888889 23.0786111111111 17 "U" "control" 27 "GR002-8" 53 "Yes" 12 0.101313375 9.61 10 1 3 53 22 6 60 43 492 -1.4673212614475 1.51258060697811 0.415032011633023
"306" "GR002" "nat" 40.6213888888889 23.0786111111111 18 "J" "control" 12 "US023-4" NA "No" NA 0.16744195 40.1 28 0 3 117 30 3.5 NA 52 492 -1.4673212614475 1.51258060697811 0.415032011633023
"307" "GR002" "nat" 40.6213888888889 23.0786111111111 18 "P" "control" 24 "US023-8" 39 "Yes" 29 0.080343863 9.13 9 1 3 42 17.5 5 21 33 492 -1.4673212614475 1.51258060697811 0.415032011633023
"308" "GR002" "nat" 40.6213888888889 23.0786111111111 18 "T" "control" 12 "GR002-4" 50 "Yes" 9.5 0.1350845 16.55 23 1 3 50 21 5.5 24 43 492 -1.4673212614475 1.51258060697811 0.415032011633023
"309" "GR002" "nat" 40.6213888888889 23.0786111111111 10 "N" "control" 15 "US023-1" 46 "Yes" 6 0.135241575 9.35 6.2 1 1 17 5.4 2.1 7 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"310" "GR002" "nat" 40.6213888888889 23.0786111111111 12 "M" "drought" 21 "GR002-2" 64 "Yes" 20 0.0490074 8 4 1 1 13 1.4 0.3 3 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"311" "GR002" "nat" 40.6213888888889 23.0786111111111 15 "O" "drought" 27 "GR002-9" 46 "Yes" 14 0.0955016 11.17 NA 1 1 17 9 3.2 11 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"312" "GR002" "nat" 40.6213888888889 23.0786111111111 17 "U" "control" 27 "GR002-8" 53 "Yes" 12 0.101313375 9.61 10 1 1 13 5.8 0.8 6 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"313" "GR002" "nat" 40.6213888888889 23.0786111111111 18 "J" "control" 12 "US023-4" NA "No" NA 0.16744195 40.1 28 0 1 17 7 1.5 9 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"314" "GR002" "nat" 40.6213888888889 23.0786111111111 18 "P" "control" 24 "US023-8" 39 "Yes" 29 0.080343863 9.13 9 1 1 13 8.2 2.2 10 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"315" "GR002" "nat" 40.6213888888889 23.0786111111111 18 "T" "control" 12 "GR002-4" 50 "Yes" 9.5 0.1350845 16.55 23 1 1 17 8.4 1.7 8 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"316" "GR002" "nat" 40.6213888888889 23.0786111111111 18 "J" "control" 12 "US023-4" NA "No" NA 0.16744195 40.1 28 0 2 32 17.4 3.4 16 32.6 492 -1.4673212614475 1.51258060697811 0.415032011633023
"317" "GR002" "nat" 40.6213888888889 23.0786111111111 3 "Q" "control" 27 "GR002-7" 46 "Yes" 6 0.112701313 9.16 8.5 1 2 32 15 4 27 28.6 492 -1.4673212614475 1.51258060697811 0.415032011633023
"318" "GR002" "nat" 40.6213888888889 23.0786111111111 3 "R" "control" 12 "US023-3" NA "No" NA 0.247393125 32.4 50 0 2 31 19 4.1 17 39.5 492 -1.4673212614475 1.51258060697811 0.415032011633023
"319" "GR002" "nat" 40.6213888888889 23.0786111111111 4 "G" "drought" 21 "UA008-5" NA "No" NA 0.061494863 11.9 10 0 2 32 5.2 0.8 5 9.2 492 -1.4673212614475 1.51258060697811 0.415032011633023
"320" "GR002" "nat" 40.6213888888889 23.0786111111111 5 "L" "drought" 15 "US023-9" NA "No" NA 0.1099525 18.6 22 0 2 31 14.9 4.1 15 30.3 492 -1.4673212614475 1.51258060697811 0.415032011633023
"321" "GR002" "nat" 40.6213888888889 23.0786111111111 5 "Q" "drought" 21 "US023-7" 42 "Yes" 8.5 0.122361425 7.51 4.2 1 2 32 20 4.5 12 38.7 492 -1.4673212614475 1.51258060697811 0.415032011633023
"322" "GR002" "nat" 40.6213888888889 23.0786111111111 8 "E" "control" 24 "US023-6" NA "No" NA 0.0829356 13.3 NA 0 2 31 NA NA NA NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"323" "GR002" "nat" 40.6213888888889 23.0786111111111 9 "C" "control" 21 "US023-2" NA "No" NA 0.030394013 18.3 34 0 2 32 11.4 3.9 13 18.9 492 -1.4673212614475 1.51258060697811 0.415032011633023
"324" "GR002" "nat" 40.6213888888889 23.0786111111111 10 "B" "control" 11 "US022-7" 50 "Yes" 13.5 0.0854488 10.45 6.5 1 2 31 9 2.5 22 17.7 492 -1.4673212614475 1.51258060697811 0.415032011633023
"325" "GR002" "nat" 40.6213888888889 23.0786111111111 10 "N" "control" 15 "US023-1" 46 "Yes" 6 0.135241575 9.35 6.2 1 2 32 15.4 4.6 14 29.2 492 -1.4673212614475 1.51258060697811 0.415032011633023
"326" "GR002" "nat" 40.6213888888889 23.0786111111111 12 "M" "drought" 21 "GR002-2" 64 "Yes" 20 0.0490074 8 4 1 2 31 3.7 1.7 7 6.8 492 -1.4673212614475 1.51258060697811 0.415032011633023
"327" "GR002" "nat" 40.6213888888889 23.0786111111111 15 "O" "drought" 27 "GR002-9" 46 "Yes" 14 0.0955016 11.17 NA 1 2 32 14.6 4.6 21 28.7 492 -1.4673212614475 1.51258060697811 0.415032011633023
"328" "GR002" "nat" 40.6213888888889 23.0786111111111 17 "U" "control" 27 "GR002-8" 53 "Yes" 12 0.101313375 9.61 10 1 2 31 14.4 4.2 16 27.2 492 -1.4673212614475 1.51258060697811 0.415032011633023
"329" "GR002" "nat" 40.6213888888889 23.0786111111111 3 "R" "control" 12 "US023-3" NA "No" NA 0.247393125 32.4 50 0 1 13 8.9 1.8 8 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"330" "GR002" "nat" 40.6213888888889 23.0786111111111 18 "P" "control" 24 "US023-8" 39 "Yes" 29 0.080343863 9.13 9 1 2 31 17.1 6 23 33.1 492 -1.4673212614475 1.51258060697811 0.415032011633023
"331" "GR002" "nat" 40.6213888888889 23.0786111111111 18 "T" "control" 12 "GR002-4" 50 "Yes" 9.5 0.1350845 16.55 23 1 2 32 16.2 4.3 15 30.9 492 -1.4673212614475 1.51258060697811 0.415032011633023
"332" "GR002" "nat" 40.6213888888889 23.0786111111111 5 "Q" "drought" 21 "US023-7" 42 "Yes" 8.5 0.122361425 7.51 4.2 1 1 17 6 1.5 6 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"333" "GR002" "nat" 40.6213888888889 23.0786111111111 8 "E" "control" 24 "US023-6" NA "No" NA 0.0829356 13.3 NA 0 1 13 7.3 1.4 3 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"334" "GR002" "nat" 40.6213888888889 23.0786111111111 9 "C" "control" 21 "US023-2" NA "No" NA 0.030394013 18.3 34 0 1 17 4.9 1 7 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"335" "GR002" "nat" 40.6213888888889 23.0786111111111 10 "B" "control" 11 "US022-7" 50 "Yes" 13.5 0.0854488 10.45 6.5 1 1 13 3.9 1.2 6 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"336" "GR002" "nat" 40.6213888888889 23.0786111111111 9 "C" "control" 21 "US023-2" NA "No" NA 0.030394013 18.3 34 0 3 117 21 6 NA 43 492 -1.4673212614475 1.51258060697811 0.415032011633023
"337" "GR002" "nat" 40.6213888888889 23.0786111111111 3 "Q" "control" 27 "GR002-7" 46 "Yes" 6 0.112701313 9.16 8.5 1 1 17 5.7 1 10 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"338" "GR002" "nat" 40.6213888888889 23.0786111111111 4 "G" "drought" 21 "UA008-5" NA "No" NA 0.061494863 11.9 10 0 1 17 1 0.1 3 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"339" "GR002" "nat" 40.6213888888889 23.0786111111111 5 "L" "drought" 15 "US023-9" NA "No" NA 0.1099525 18.6 22 0 1 13 8.1 2.2 10 NA 492 -1.4673212614475 1.51258060697811 0.415032011633023
"340" "HU001" "nat" 47.6419444444444 18.7825 9 "R" "control" 1 "HU001-6" NA "No" NA 0.7388808 66.4 264 0 2 31 22.8 7.7 60 45.2 176 1.41317607289877 -0.791382549741227 2.33078065356023
"341" "HU001" "nat" 47.6419444444444 18.7825 9 "E" "control" 2 "HU001-9" 57 "Yes" 15 0.071469125 8.3 NA 1 2 32 4.2 1.1 9 7.6 176 1.41317607289877 -0.791382549741227 2.33078065356023
"342" "HU001" "nat" 47.6419444444444 18.7825 10 "S" "control" 3 "HU001-1" NA "No" NA 0.2544615 29 64 0 3 117 32 10 NA 60 176 1.41317607289877 -0.791382549741227 2.33078065356023
"343" "HU001" "nat" 47.6419444444444 18.7825 10 "S" "control" 3 "HU001-1" NA "No" NA 0.2544615 29 64 0 2 32 11.5 3.2 11 19.2 176 1.41317607289877 -0.791382549741227 2.33078065356023
"344" "HU001" "nat" 47.6419444444444 18.7825 6 "M" "control" 3 "TR004-5" NA "No" NA 0.427244 32.4 124 0 2 31 14.6 3.5 13 24.2 176 1.41317607289877 -0.791382549741227 2.33078065356023
"345" "HU001" "nat" 47.6419444444444 18.7825 2 "D" "control" 1 "HU001-5" NA "No" NA 0.3468216 18.5 52 0 2 31 12.5 1.6 6 12.5 176 1.41317607289877 -0.791382549741227 2.33078065356023
"346" "HU001" "nat" 47.6419444444444 18.7825 3 "C" "control" 6 "HU001-4" NA "No" NA 0.305196725 27.9 88 0 2 32 17.3 5.9 15 33 176 1.41317607289877 -0.791382549741227 2.33078065356023
"347" "HU001" "nat" 47.6419444444444 18.7825 3 "M" "control" 4 "RU001-7" NA "No" NA 0.131943 19.2 36 0 2 31 6.8 1.4 6 10.4 176 1.41317607289877 -0.791382549741227 2.33078065356023
"348" "HU001" "nat" 47.6419444444444 18.7825 5 "P" "drought" 2 "TR004-4" NA "No" NA 0.514027938 32 210 0 2 32 12.5 4.7 12 20.5 176 1.41317607289877 -0.791382549741227 2.33078065356023
"349" "HU001" "nat" 47.6419444444444 18.7825 2 "D" "control" 1 "HU001-5" NA "No" NA 0.3468216 18.5 52 0 3 117 37.5 6.5 NA 69 176 1.41317607289877 -0.791382549741227 2.33078065356023
"350" "HU001" "nat" 47.6419444444444 18.7825 3 "C" "control" 6 "HU001-4" NA "No" NA 0.305196725 27.9 88 0 3 117 36.5 7 NA 67 176 1.41317607289877 -0.791382549741227 2.33078065356023
