"Pop" "Origin" "Latitude" "Longitude" "Row" "Column" "Trt" "Mom" "tagged" "Bolt.date" "BoltedatH" "MaxBoltHtH" "Rose.AreaH.m2" "CrownDiam.mm" "Shoot.mass.gH" "bolt.bin" "time" "m.date" "lfl" "lfw" "lfc" "rd" "alt" "PC1" "PC2" "PC3"
"109" "CA009" "inv" 49.2961027777778 -118.473830555556 5 "C" "drought" 72 "EDGE-55" NA "No" NA 0.08764785 24.2 50 0 2 32 9 3.4 19 17.1 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"110" "CA009" "inv" 49.2961027777778 -118.473830555556 19 "P" "drought" 70 "CA009-3" 60 "Yes" 40 0.18849 16.1 40 1 2 32 19.4 4.2 43 35.8 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"111" "CA009" "inv" 49.2961027777778 -118.473830555556 2 "M" "control" 72 "TR003-7" 50 "Yes" 13.5 0.162572625 15.1 32 1 3 50 24.5 8 122 46 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"112" "CA009" "inv" 49.2961027777778 -118.473830555556 3 "N" "control" 72 "EDGE-83" NA "No" NA 0.164221913 20.3 42 0 3 117 25 5 NA 51 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"113" "CA009" "inv" 49.2961027777778 -118.473830555556 3 "N" "control" 72 "EDGE-83" NA "No" NA 0.164221913 20.3 42 0 2 31 10.2 3.3 13 17.4 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"114" "CA009" "inv" 49.2961027777778 -118.473830555556 6 "K" "control" 27 "CA009-6" 42 "Yes" 9 0.241738425 10.91 22 1 3 42 30 5 78 57 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"115" "CA009" "inv" 49.2961027777778 -118.473830555556 6 "O" "control" 30 "TR003-2" NA "No" NA 0.119377 16.5 50 0 3 117 21 4 NA 40 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"116" "CA009" "inv" 49.2961027777778 -118.473830555556 6 "U" "control" 72 "TR003-5" NA "No" NA 0.490074 54 168 0 3 117 32 5 NA 80 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"117" "CA009" "inv" 49.2961027777778 -118.473830555556 5 "C" "drought" 72 "EDGE-55" NA "No" NA 0.08764785 24.2 50 0 3 117 18 6 NA 36 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"118" "CA009" "inv" 49.2961027777778 -118.473830555556 8 "I" "control" 30 "CA009-1" 61 "Yes" 11 0.13477035 11.6 26 1 3 61 22 6 77 44 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"119" "CA009" "inv" 49.2961027777778 -118.473830555556 9 "I" "control" 70 "CA009-4" NA "No" NA 0.2733105 34.7 158 0 3 117 28 10.5 NA 60 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"120" "CA009" "inv" 49.2961027777778 -118.473830555556 10 "R" "control" 30 "TR003-3" NA "No" NA 0.286976025 24.4 120 0 3 117 32 9 NA 63 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"121" "CA009" "inv" 49.2961027777778 -118.473830555556 10 "T" "control" 72 "TR003-6" NA "No" NA 0.3487065 45 204 0 3 117 37 4.5 NA 74 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"122" "CA009" "inv" 49.2961027777778 -118.473830555556 12 "K" "drought" 10 "CA009-9" NA "No" NA 0.1583316 43.6 80 0 3 117 25 4 NA 48 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"123" "CA009" "inv" 49.2961027777778 -118.473830555556 15 "S" "drought" 70 "TR003-8" NA "No" NA 0.196265213 32 76 0 3 117 23 7 NA 51 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"124" "CA009" "inv" 49.2961027777778 -118.473830555556 16 "S" "drought" 72 "CA009-7" NA "No" NA 0.180871863 22 38 0 3 117 25 7 NA 49 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"125" "CA009" "inv" 49.2961027777778 -118.473830555556 17 "P" "control" 27 "CA009-5" 46 "Yes" 13 0.22461725 13.27 24 1 3 46 28 8 49 55 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"126" "CA009" "inv" 49.2961027777778 -118.473830555556 19 "H" "drought" 72 "RO002-6" NA "No" NA 0.20828145 27.8 76 0 3 117 27 7 NA 52 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"127" "CA009" "inv" 49.2961027777778 -118.473830555556 19 "P" "drought" 70 "CA009-3" 60 "Yes" 40 0.18849 16.1 40 1 3 61 25 5 7 50 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"128" "CA009" "inv" 49.2961027777778 -118.473830555556 10 "R" "control" 30 "TR003-3" NA "No" NA 0.286976025 24.4 120 0 1 13 4.6 1.4 11 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"129" "CA009" "inv" 49.2961027777778 -118.473830555556 10 "T" "control" 72 "TR003-6" NA "No" NA 0.3487065 45 204 0 1 17 8.4 2.8 12 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"130" "CA009" "inv" 49.2961027777778 -118.473830555556 12 "K" "drought" 10 "CA009-9" NA "No" NA 0.1583316 43.6 80 0 1 13 9.8 1.7 14 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"131" "CA009" "inv" 49.2961027777778 -118.473830555556 15 "S" "drought" 70 "TR003-8" NA "No" NA 0.196265213 32 76 0 1 17 8.2 1.6 8 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"132" "CA009" "inv" 49.2961027777778 -118.473830555556 16 "S" "drought" 72 "CA009-7" NA "No" NA 0.180871863 22 38 0 1 13 8.2 2.2 10 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"133" "CA009" "inv" 49.2961027777778 -118.473830555556 17 "P" "control" 27 "CA009-5" 46 "Yes" 13 0.22461725 13.27 24 1 1 17 9.1 2.3 10 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"134" "CA009" "inv" 49.2961027777778 -118.473830555556 19 "H" "drought" 72 "RO002-6" NA "No" NA 0.20828145 27.8 76 0 1 13 5.7 1.8 9 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"135" "CA009" "inv" 49.2961027777778 -118.473830555556 2 "I" "control" 72 "EDGE-1" NA "No" NA 0.342030813 31 112 0 2 31 14.2 5.6 13 27.6 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"136" "CA009" "inv" 49.2961027777778 -118.473830555556 17 "P" "control" 27 "CA009-5" 46 "Yes" 13 0.22461725 13.27 24 1 2 32 22.8 5.3 26 41.1 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"137" "CA009" "inv" 49.2961027777778 -118.473830555556 19 "H" "drought" 72 "RO002-6" NA "No" NA 0.20828145 27.8 76 0 2 31 14.1 5.1 27 26.6 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"138" "CA009" "inv" 49.2961027777778 -118.473830555556 2 "I" "control" 72 "EDGE-1" NA "No" NA 0.342030813 31 112 0 3 117 28 5 NA 67 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"139" "CA009" "inv" 49.2961027777778 -118.473830555556 6 "O" "control" 30 "TR003-2" NA "No" NA 0.119377 16.5 50 0 2 32 7.5 2.4 10 12.9 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"140" "CA009" "inv" 49.2961027777778 -118.473830555556 6 "U" "control" 72 "TR003-5" NA "No" NA 0.490074 54 168 0 2 31 19.2 4.2 32 37.2 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"141" "CA009" "inv" 49.2961027777778 -118.473830555556 8 "F" "control" 27 "US015-6" NA "No" NA 0.267812875 46.9 148 0 2 32 15.2 4.7 16 28.2 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"142" "CA009" "inv" 49.2961027777778 -118.473830555556 8 "I" "control" 30 "CA009-1" 61 "Yes" 11 0.13477035 11.6 26 1 2 31 14.5 4.5 17 27 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"143" "CA009" "inv" 49.2961027777778 -118.473830555556 9 "I" "control" 70 "CA009-4" NA "No" NA 0.2733105 34.7 158 0 2 32 13.1 5.4 23 25.1 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"144" "CA009" "inv" 49.2961027777778 -118.473830555556 10 "R" "control" 30 "TR003-3" NA "No" NA 0.286976025 24.4 120 0 2 31 10.2 3.2 23 21.2 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"145" "CA009" "inv" 49.2961027777778 -118.473830555556 10 "T" "control" 72 "TR003-6" NA "No" NA 0.3487065 45 204 0 2 32 20 4.8 22 41.5 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"146" "CA009" "inv" 49.2961027777778 -118.473830555556 12 "K" "drought" 10 "CA009-9" NA "No" NA 0.1583316 43.6 80 0 2 31 16.9 4.9 35 31.9 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"147" "CA009" "inv" 49.2961027777778 -118.473830555556 15 "S" "drought" 70 "TR003-8" NA "No" NA 0.196265213 32 76 0 2 32 18.4 7.1 16 37.4 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"148" "CA009" "inv" 49.2961027777778 -118.473830555556 16 "S" "drought" 72 "CA009-7" NA "No" NA 0.180871863 22 38 0 2 31 18.5 3.8 17 36.5 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"149" "CA009" "inv" 49.2961027777778 -118.473830555556 6 "K" "control" 27 "CA009-6" 42 "Yes" 9 0.241738425 10.91 22 1 1 13 9.9 2.2 16 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"150" "CA009" "inv" 49.2961027777778 -118.473830555556 6 "O" "control" 30 "TR003-2" NA "No" NA 0.119377 16.5 50 0 1 17 3.6 0.6 5 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"151" "CA009" "inv" 49.2961027777778 -118.473830555556 6 "U" "control" 72 "TR003-5" NA "No" NA 0.490074 54 168 0 1 13 9 2.5 12 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"152" "CA009" "inv" 49.2961027777778 -118.473830555556 8 "F" "control" 27 "US015-6" NA "No" NA 0.267812875 46.9 148 0 1 17 5.4 1.5 8 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"153" "CA009" "inv" 49.2961027777778 -118.473830555556 8 "I" "control" 30 "CA009-1" 61 "Yes" 11 0.13477035 11.6 26 1 1 13 4.6 1.3 7 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"154" "CA009" "inv" 49.2961027777778 -118.473830555556 9 "I" "control" 70 "CA009-4" NA "No" NA 0.2733105 34.7 158 0 1 17 7.5 2.2 10 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"155" "CA009" "inv" 49.2961027777778 -118.473830555556 2 "M" "control" 72 "TR003-7" 50 "Yes" 13.5 0.162572625 15.1 32 1 1 17 8.9 2.2 17 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"156" "CA009" "inv" 49.2961027777778 -118.473830555556 3 "N" "control" 72 "EDGE-83" NA "No" NA 0.164221913 20.3 42 0 1 13 4.5 1.2 7 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"157" "CA009" "inv" 49.2961027777778 -118.473830555556 8 "F" "control" 27 "US015-6" NA "No" NA 0.267812875 46.9 148 0 3 117 37 5 NA 62 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"158" "CA009" "inv" 49.2961027777778 -118.473830555556 2 "I" "control" 72 "EDGE-1" NA "No" NA 0.342030813 31 112 0 1 13 4.5 1.3 6 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"159" "CA009" "inv" 49.2961027777778 -118.473830555556 5 "C" "drought" 72 "EDGE-55" NA "No" NA 0.08764785 24.2 50 0 1 17 3.5 0.8 6 NA 599 0.653121554544243 -3.39169813710837 -1.22063611605516
"160" "CA010" "inv" 49.3201805555556 -118.370436111111 17 "T" "control" 3 "US019-8" NA "No" NA 0.380514188 39.2 92 0 3 117 36 11.5 NA 85 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"161" "CA010" "inv" 49.3201805555556 -118.370436111111 18 "L" "control" 1 "RU001-9" 64 "Yes" 26 0.1589599 13.5 22 1 3 71 22 6 50 46 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"162" "CA010" "inv" 49.3201805555556 -118.370436111111 15 "P" "drought" 1 "US019-9" 60 "Yes" 32 0.1470222 14.4 26 1 2 32 NA NA NA NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"163" "CA010" "inv" 49.3201805555556 -118.370436111111 16 "H" "drought" 1 "UA003-6" 46 "Yes" 16 0.1847202 11.9 14 1 2 31 16.8 5.1 24 31.9 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"164" "CA010" "inv" 49.3201805555556 -118.370436111111 17 "T" "control" 3 "US019-8" NA "No" NA 0.380514188 39.2 92 0 2 32 21.8 8.8 14 41.9 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"165" "CA010" "inv" 49.3201805555556 -118.370436111111 14 "D" "control" 4 "CA008-8" NA "No" NA 0.3524763 55.5 100 0 3 117 32 5.5 NA 68 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"166" "CA010" "inv" 49.3201805555556 -118.370436111111 15 "P" "drought" 1 "US019-9" 60 "Yes" 32 0.1470222 14.4 26 1 3 61 25 6 36 48 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"167" "CA010" "inv" 49.3201805555556 -118.370436111111 16 "H" "drought" 1 "UA003-6" 46 "Yes" 16 0.1847202 11.9 14 1 3 46 25 10 37 49 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"168" "CA010" "inv" 49.3201805555556 -118.370436111111 9 "F" "control" 6 "CA010-1" NA "No" NA 0.373917038 37.3 6 0 2 32 16.3 5.2 26 29.6 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"169" "CA010" "inv" 49.3201805555556 -118.370436111111 9 "J" "control" 1 "UA003-9" 46 "Yes" 13 0.16618535 12.2 12.8 1 2 31 17.8 6.2 20 30.6 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"170" "CA010" "inv" 49.3201805555556 -118.370436111111 9 "M" "control" 2 "CA010-5" NA "No" NA 0.2965576 32 92 0 2 32 11.9 4.5 23 24.2 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"171" "CA010" "inv" 49.3201805555556 -118.370436111111 10 "G" "control" 1 "CA010-2" NA "No" NA 0.459444375 37 160 0 2 31 17.1 6 14 31.3 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"172" "CA010" "inv" 49.3201805555556 -118.370436111111 12 "N" "drought" 3 "CA010-9" NA "No" NA 0.26859825 34.2 142 0 2 32 16 4.9 16 28.8 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"173" "CA010" "inv" 49.3201805555556 -118.370436111111 12 "O" "drought" 4 "CA010-7" NA "No" NA 0.2462936 31.2 76 0 2 31 17.5 5.2 33 33.2 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"174" "CA010" "inv" 49.3201805555556 -118.370436111111 13 "B" "control" 1 "US019-2" NA "No" NA 0.3524763 44.9 180 0 2 32 17.1 4.5 42 31.5 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"175" "CA010" "inv" 49.3201805555556 -118.370436111111 14 "D" "control" 4 "CA008-8" NA "No" NA 0.3524763 55.5 100 0 2 31 19.2 6.6 26 37.3 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"176" "CA010" "inv" 49.3201805555556 -118.370436111111 5 "G" "drought" 1 "UA003-1" 42 "Yes" 7 0.094951838 8.32 8 1 3 42 21.5 8 23 39 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"177" "CA010" "inv" 49.3201805555556 -118.370436111111 5 "J" "drought" 1 "UA003-5" NA "No" NA 0.138226 27.2 54 0 3 117 21 7 NA 44 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"178" "CA010" "inv" 49.3201805555556 -118.370436111111 5 "N" "drought" 4 "UA003-7" NA "No" NA 0.36284325 35.3 138 0 3 117 32 6.5 NA 70 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"179" "CA010" "inv" 49.3201805555556 -118.370436111111 18 "L" "control" 1 "RU001-9" 64 "Yes" 26 0.1589599 13.5 22 1 2 31 8.3 2.6 9 13.1 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"180" "CA010" "inv" 49.3201805555556 -118.370436111111 19 "O" "drought" 3 "UA003-4" NA "No" NA 0.186840713 32.6 78 0 2 32 8.7 3.2 12 15.7 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"181" "CA010" "inv" 49.3201805555556 -118.370436111111 8 "N" "control" 5 "US019-5" NA "No" NA 0.200270625 50 88 0 3 117 27 5 NA 51 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"182" "CA010" "inv" 49.3201805555556 -118.370436111111 8 "P" "control" 4 "UA003-3" NA "No" NA 0.424259575 45.7 142 0 3 117 38 9 NA 74 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"183" "CA010" "inv" 49.3201805555556 -118.370436111111 8 "Q" "control" 4 "CA008-7" 42 "Yes" 10 0.27488125 13.39 20 1 3 42 29 8 45 62.5 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"184" "CA010" "inv" 49.3201805555556 -118.370436111111 8 "S" "control" 4 "US019-6" NA "No" NA 0.351848 46 154 0 3 117 32 7.5 NA 70 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"185" "CA010" "inv" 49.3201805555556 -118.370436111111 9 "F" "control" 6 "CA010-1" NA "No" NA 0.373917038 37.3 6 0 3 117 31 6 NA 69 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"186" "CA010" "inv" 49.3201805555556 -118.370436111111 9 "J" "control" 1 "UA003-9" 46 "Yes" 13 0.16618535 12.2 12.8 1 3 46 25 9 48 46 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"187" "CA010" "inv" 49.3201805555556 -118.370436111111 9 "M" "control" 2 "CA010-5" NA "No" NA 0.2965576 32 92 0 3 117 30.5 7.5 NA 64 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"188" "CA010" "inv" 49.3201805555556 -118.370436111111 10 "G" "control" 1 "CA010-2" NA "No" NA 0.459444375 37 160 0 3 117 40 6 NA 78 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"189" "CA010" "inv" 49.3201805555556 -118.370436111111 12 "N" "drought" 3 "CA010-9" NA "No" NA 0.26859825 34.2 142 0 3 117 26 7 NA 60 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"190" "CA010" "inv" 49.3201805555556 -118.370436111111 12 "O" "drought" 4 "CA010-7" NA "No" NA 0.2462936 31.2 76 0 3 117 32 7 NA 56 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"191" "CA010" "inv" 49.3201805555556 -118.370436111111 13 "B" "control" 1 "US019-2" NA "No" NA 0.3524763 44.9 180 0 3 117 32 7 NA 68 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"192" "CA010" "inv" 49.3201805555556 -118.370436111111 9 "F" "control" 6 "CA010-1" NA "No" NA 0.373917038 37.3 6 0 1 17 7.2 1.5 12 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"193" "CA010" "inv" 49.3201805555556 -118.370436111111 9 "J" "control" 1 "UA003-9" 46 "Yes" 13 0.16618535 12.2 12.8 1 1 13 7 1.7 11 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"194" "CA010" "inv" 49.3201805555556 -118.370436111111 9 "M" "control" 2 "CA010-5" NA "No" NA 0.2965576 32 92 0 1 17 4.2 1.3 11 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"195" "CA010" "inv" 49.3201805555556 -118.370436111111 10 "G" "control" 1 "CA010-2" NA "No" NA 0.459444375 37 160 0 1 13 5.9 1.5 6 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"196" "CA010" "inv" 49.3201805555556 -118.370436111111 12 "N" "drought" 3 "CA010-9" NA "No" NA 0.26859825 34.2 142 0 1 17 7.3 2.2 9 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"197" "CA010" "inv" 49.3201805555556 -118.370436111111 19 "O" "drought" 3 "UA003-4" NA "No" NA 0.186840713 32.6 78 0 3 117 33 13 NA 61 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"198" "CA010" "inv" 49.3201805555556 -118.370436111111 13 "B" "control" 1 "US019-2" NA "No" NA 0.3524763 44.9 180 0 1 17 9.1 2.7 12 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"199" "CA010" "inv" 49.3201805555556 -118.370436111111 14 "D" "control" 4 "CA008-8" NA "No" NA 0.3524763 55.5 100 0 1 13 7.4 2.6 14 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"200" "CA010" "inv" 49.3201805555556 -118.370436111111 15 "P" "drought" 1 "US019-9" 60 "Yes" 32 0.1470222 14.4 26 1 1 17 6.2 1.6 8 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"201" "CA010" "inv" 49.3201805555556 -118.370436111111 16 "H" "drought" 1 "UA003-6" 46 "Yes" 16 0.1847202 11.9 14 1 1 13 6.6 2.4 10 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"202" "CA010" "inv" 49.3201805555556 -118.370436111111 17 "T" "control" 3 "US019-8" NA "No" NA 0.380514188 39.2 92 0 1 17 8.2 2.3 8 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"203" "CA010" "inv" 49.3201805555556 -118.370436111111 18 "L" "control" 1 "RU001-9" 64 "Yes" 26 0.1589599 13.5 22 1 1 13 1.7 0.5 3 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"204" "CA010" "inv" 49.3201805555556 -118.370436111111 19 "O" "drought" 3 "UA003-4" NA "No" NA 0.186840713 32.6 78 0 1 17 2.2 0.7 4 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"205" "CA010" "inv" 49.3201805555556 -118.370436111111 8 "N" "control" 5 "US019-5" NA "No" NA 0.200270625 50 88 0 2 32 16.9 3.6 26 33.6 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"206" "CA010" "inv" 49.3201805555556 -118.370436111111 8 "P" "control" 4 "UA003-3" NA "No" NA 0.424259575 45.7 142 0 2 31 20.1 6.6 33 40.1 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"207" "CA010" "inv" 49.3201805555556 -118.370436111111 8 "Q" "control" 4 "CA008-7" 42 "Yes" 10 0.27488125 13.39 20 1 2 32 21.7 6 41 43 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"208" "CA010" "inv" 49.3201805555556 -118.370436111111 8 "S" "control" 4 "US019-6" NA "No" NA 0.351848 46 154 0 2 31 20.6 6.2 25 37.2 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"209" "CA010" "inv" 49.3201805555556 -118.370436111111 2 "B" "control" 3 "US019-7" NA "No" NA 0.216292275 31.5 98 0 3 117 27 9 NA 54 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"210" "CA010" "inv" 49.3201805555556 -118.370436111111 2 "E" "control" 1 "RU001-5" 57 "Yes" 5.5 0.166106813 9.5 10 1 3 57 24 7 37 47 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"211" "CA010" "inv" 49.3201805555556 -118.370436111111 3 "G" "control" 4 "US019-4" NA "No" NA 0.066050038 17.3 16 0 3 117 16 4 NA 29 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"212" "CA010" "inv" 49.3201805555556 -118.370436111111 3 "I" "control" 1 "UA003-2" 42 "Yes" 7 0.19194565 11.02 8 1 3 42 27 7.5 27 52 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"213" "CA010" "inv" 49.3201805555556 -118.370436111111 4 "C" "drought" 3 "CA010-3" NA "No" NA 0.1583316 26.9 74 0 3 117 23 6 NA 48 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"214" "CA010" "inv" 49.3201805555556 -118.370436111111 4 "E" "drought" 4 "CA008-3" NA "No" NA 0.47782215 53.4 172 0 3 117 34 6 NA 78 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"215" "CA010" "inv" 49.3201805555556 -118.370436111111 4 "S" "control" 4 "CA010-6" NA "No" NA 0.228936813 30.7 106 0 3 117 23 6 NA 55 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"216" "CA010" "inv" 49.3201805555556 -118.370436111111 2 "B" "control" 3 "US019-7" NA "No" NA 0.216292275 31.5 98 0 1 13 7.6 2.5 9 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"217" "CA010" "inv" 49.3201805555556 -118.370436111111 2 "E" "control" 1 "RU001-5" 57 "Yes" 5.5 0.166106813 9.5 10 1 1 17 2.8 0.7 4 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"218" "CA010" "inv" 49.3201805555556 -118.370436111111 3 "G" "control" 4 "US019-4" NA "No" NA 0.066050038 17.3 16 0 1 13 7.5 2 10 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"219" "CA010" "inv" 49.3201805555556 -118.370436111111 5 "R" "drought" 4 "CA008-4" NA "No" NA 0.22775875 48.6 152 0 3 117 27 4 NA 58 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"220" "CA010" "inv" 49.3201805555556 -118.370436111111 6 "B" "control" 2 "CA010-8" 57 "Yes" 21 0.292238038 13.5 30 1 3 57 33 9 86 61 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"221" "CA010" "inv" 49.3201805555556 -118.370436111111 6 "T" "control" 6 "CA010-4" NA "No" NA 0.45331845 30.6 NA 0 3 117 37 12 NA 78 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"222" "CA010" "inv" 49.3201805555556 -118.370436111111 4 "S" "control" 4 "CA010-6" NA "No" NA 0.228936813 30.7 106 0 1 13 7.8 2.5 10 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"223" "CA010" "inv" 49.3201805555556 -118.370436111111 5 "G" "drought" 1 "UA003-1" 42 "Yes" 7 0.094951838 8.32 8 1 1 17 7.3 2 9 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"224" "CA010" "inv" 49.3201805555556 -118.370436111111 5 "J" "drought" 1 "UA003-5" NA "No" NA 0.138226 27.2 54 0 1 13 7 2.1 8 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"225" "CA010" "inv" 49.3201805555556 -118.370436111111 5 "N" "drought" 4 "UA003-7" NA "No" NA 0.36284325 35.3 138 0 1 17 8.4 3.2 6 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"226" "CA010" "inv" 49.3201805555556 -118.370436111111 5 "R" "drought" 4 "CA008-4" NA "No" NA 0.22775875 48.6 152 0 1 13 7.3 1.9 10 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"227" "CA010" "inv" 49.3201805555556 -118.370436111111 6 "B" "control" 2 "CA010-8" 57 "Yes" 21 0.292238038 13.5 30 1 1 17 6.2 2 8 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"228" "CA010" "inv" 49.3201805555556 -118.370436111111 6 "T" "control" 6 "CA010-4" NA "No" NA 0.45331845 30.6 NA 0 1 13 8.1 1.9 11 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"229" "CA010" "inv" 49.3201805555556 -118.370436111111 8 "N" "control" 5 "US019-5" NA "No" NA 0.200270625 50 88 0 1 17 5.2 1.2 13 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
"230" "CA010" "inv" 49.3201805555556 -118.370436111111 8 "P" "control" 4 "UA003-3" NA "No" NA 0.424259575 45.7 142 0 1 13 8.1 2.3 12 NA 935 2.0792759077773 -4.09933407331559 -1.50452261577646
