Pop	Row	Column	Trt	Mom	Origin	tagged	color	Bolt.date	BoltedatH	MaxBoltHtH	Min.Rose.diamH	Rose.AreaH.m2	CrownDiam.mm	Shoot.mass.gH	bolt.bin	alt	bio11	bio4	bio6	bio9	Latitude	Longitude	PC1	PC2	PC3	PC4	time	m.date	lfl	lfw	lfc	rd	Harvest.date
101	CA001	6	E	control	3	inv	CA001-9	red	53	Yes	16	62	0.345722075	19.6	56	1	24	41	4700	7	161	49.0149388888889	-122.882097222222	-5.26300592418397	-6.24692219630102	2.74950729850221	1.38416638174178	2	32	21.4	5.2	43	41.7	57
102	CA001	6	E	control	3	inv	CA001-9	red	53	Yes	16	62	0.345722075	19.6	56	1	24	41	4700	7	161	49.0149388888889	-122.882097222222	-5.26300592418397	-6.24692219630102	2.74950729850221	1.38416638174178	3	57	35	7	117	71	57
103	CA001	8	C	control	1	inv	CA001-2	red	NA	NA	NA	NA	NA	NA	NA	NA	24	41	4700	7	161	49.0149388888889	-122.882097222222	-5.26300592418397	-6.24692219630102	2.74950729850221	1.38416638174178	1	13	6.5	1.9	22	NA	NA
104	CA001	8	C	control	1	inv	CA001-2	red	NA	NA	NA	NA	NA	NA	NA	NA	24	41	4700	7	161	49.0149388888889	-122.882097222222	-5.26300592418397	-6.24692219630102	2.74950729850221	1.38416638174178	2	31	18.3	4.9	55	31.4	NA
105	CA001	8	C	control	1	inv	CA001-2	red	NA	NA	NA	NA	NA	NA	NA	NA	24	41	4700	7	161	49.0149388888889	-122.882097222222	-5.26300592418397	-6.24692219630102	2.74950729850221	1.38416638174178	3	NA	NA	NA	NA	NA	NA
106	CA009	10	R	control	30	inv	TR003-3	red	NA	No	NA	58	0.286976025	24.4	120	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	13	4.6	1.4	11	NA	117
107	CA009	10	R	control	30	inv	TR003-3	red	NA	No	NA	58	0.286976025	24.4	120	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	31	10.2	3.2	23	21.2	117
108	CA009	10	R	control	30	inv	TR003-3	red	NA	No	NA	58	0.286976025	24.4	120	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	32	9	NA	63	117
109	CA009	10	T	control	72	inv	TR003-6	red	NA	No	NA	60	0.3487065	45	204	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	31	20	4.8	22	41.5	117
110	CA009	10	T	control	72	inv	TR003-6	red	NA	No	NA	60	0.3487065	45	204	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	37	4.5	NA	74	117
111	CA009	10	T	control	72	inv	TR003-6	red	NA	No	NA	60	0.3487065	45	204	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	13	8.4	2.8	12	NA	117
112	CA009	12	K	drought	10	inv	CA009-9	red	NA	No	NA	42	0.1583316	43.6	80	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	12	9.8	1.7	14	NA	117
113	CA009	12	K	drought	10	inv	CA009-9	red	NA	No	NA	42	0.1583316	43.6	80	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	31	16.9	4.9	35	31.9	117
114	CA009	12	K	drought	10	inv	CA009-9	red	NA	No	NA	42	0.1583316	43.6	80	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	25	4	NA	48	117
115	CA009	15	S	drought	70	inv	TR003-8	red	NA	No	NA	49	0.196265213	32	76	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	12	8.2	1.6	8	NA	117
116	CA009	15	S	drought	70	inv	TR003-8	red	NA	No	NA	49	0.196265213	32	76	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	32	18.4	7.1	16	37.4	117
117	CA009	15	S	drought	70	inv	TR003-8	red	NA	No	NA	49	0.196265213	32	76	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	23	7	NA	51	117
118	CA009	16	S	drought	72	inv	CA009-7	red	NA	No	NA	47	0.180871863	22	38	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	32	18.5	3.8	17	36.5	117
119	CA009	16	S	drought	72	inv	CA009-7	red	NA	No	NA	47	0.180871863	22	38	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	18	8.2	2.2	10	NA	117
120	CA009	16	S	drought	72	inv	CA009-7	red	NA	No	NA	47	0.180871863	22	38	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	25	7	NA	49	117
121	CA009	17	P	control	27	inv	CA009-5	red	46	Yes	13	52	0.22461725	13.27	24	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	32	22.8	5.3	26	41.1	46
122	CA009	17	P	control	27	inv	CA009-5	red	46	Yes	13	52	0.22461725	13.27	24	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	46	28	8	49	55	46
123	CA009	17	P	control	27	inv	CA009-5	red	46	Yes	13	52	0.22461725	13.27	24	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	14	9.1	2.3	10	NA	46
124	CA009	19	H	drought	72	inv	RO002-6	red	NA	No	NA	51	0.20828145	27.8	76	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	32	14.1	5.1	27	26.6	117
125	CA009	19	H	drought	72	inv	RO002-6	red	NA	No	NA	51	0.20828145	27.8	76	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	12	5.7	1.8	9	NA	117
126	CA009	19	H	drought	72	inv	RO002-6	red	NA	No	NA	51	0.20828145	27.8	76	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	27	7	NA	52	117
127	CA009	19	P	drought	70	inv	CA009-3	red	60	Yes	40	48	0.18849	16.1	40	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	32	19.4	4.2	43	35.8	61
128	CA009	19	P	drought	70	inv	CA009-3	red	60	Yes	40	48	0.18849	16.1	40	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	61	25	5	7	50	61
129	CA009	19	P	drought	70	inv	CA009-3	red	60	Yes	40	48	0.18849	16.1	40	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	12	6.6	1.9	19	NA	61
130	CA009	2	I	control	72	inv	EDGE-1	red	NA	No	NA	65	0.342030813	31	112	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	13	4.5	1.3	6	NA	117
131	CA009	2	I	control	72	inv	EDGE-1	red	NA	No	NA	65	0.342030813	31	112	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	31	14.2	5.6	13	27.6	117
132	CA009	2	I	control	72	inv	EDGE-1	red	NA	No	NA	65	0.342030813	31	112	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	28	5	NA	67	117
133	CA009	2	M	control	72	inv	TR003-7	red	50	Yes	13.5	45	0.162572625	15.1	32	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	13	8.9	2.2	17	NA	50
134	CA009	2	M	control	72	inv	TR003-7	red	50	Yes	13.5	45	0.162572625	15.1	32	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	50	24.5	8	122	46	50
135	CA009	2	M	control	72	inv	TR003-7	red	50	Yes	13.5	45	0.162572625	15.1	32	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	31	16.2	5.9	44	30.4	50
136	CA009	3	N	control	72	inv	EDGE-83	red	NA	No	NA	41	0.164221913	20.3	42	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	32	10.2	3.3	13	17.4	117
137	CA009	3	N	control	72	inv	EDGE-83	red	NA	No	NA	41	0.164221913	20.3	42	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	25	5	NA	51	117
138	CA009	3	N	control	72	inv	EDGE-83	red	NA	No	NA	41	0.164221913	20.3	42	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	13	4.5	1.2	7	NA	117
139	CA009	5	C	drought	72	inv	EDGE-55	red	NA	No	NA	31	0.08764785	24.2	50	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	12	3.5	0.8	6	NA	117
140	CA009	5	C	drought	72	inv	EDGE-55	red	NA	No	NA	31	0.08764785	24.2	50	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	32	9	3.4	19	17.1	117
141	CA009	5	C	drought	72	inv	EDGE-55	red	NA	No	NA	31	0.08764785	24.2	50	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	18	6	NA	36	117
142	CA009	6	K	control	27	inv	CA009-6	red	42	Yes	9	54	0.241738425	10.91	22	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	13	9.9	2.2	16	NA	42
143	CA009	6	K	control	27	inv	CA009-6	red	42	Yes	9	54	0.241738425	10.91	22	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	32	22.5	5.4	61	44.3	42
144	CA009	6	K	control	27	inv	CA009-6	red	42	Yes	9	54	0.241738425	10.91	22	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	42	30	5	78	57	42
145	CA009	6	O	control	30	inv	TR003-2	red	NA	No	NA	38	0.119377	16.5	50	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	32	7.5	2.4	10	12.9	117
146	CA009	6	O	control	30	inv	TR003-2	red	NA	No	NA	38	0.119377	16.5	50	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	21	4	NA	40	117
147	CA009	6	O	control	30	inv	TR003-2	red	NA	No	NA	38	0.119377	16.5	50	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	13	3.6	0.6	5	NA	117
148	CA009	6	U	control	72	inv	TR003-5	red	NA	No	NA	78	0.490074	54	168	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	31	19.2	4.2	32	37.2	117
149	CA009	6	U	control	72	inv	TR003-5	red	NA	No	NA	78	0.490074	54	168	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	32	5	NA	80	117
150	CA009	6	U	control	72	inv	TR003-5	red	NA	No	NA	78	0.490074	54	168	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	13	9	2.5	12	NA	117
151	CA009	8	F	control	27	inv	US015-6	red	NA	No	NA	55	0.267812875	46.9	148	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	13	5.4	1.5	8	NA	117
152	CA009	8	F	control	27	inv	US015-6	red	NA	No	NA	55	0.267812875	46.9	148	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	31	15.2	4.7	16	28.2	117
153	CA009	8	F	control	27	inv	US015-6	red	NA	No	NA	55	0.267812875	46.9	148	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	37	5	NA	62	117
154	CA009	8	I	control	30	inv	CA009-1	red	61	Yes	11	39	0.13477035	11.6	26	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	13	4.6	1.3	7	NA	61
155	CA009	8	I	control	30	inv	CA009-1	red	61	Yes	11	39	0.13477035	11.6	26	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	61	22	6	77	44	61
156	CA009	8	I	control	30	inv	CA009-1	red	61	Yes	11	39	0.13477035	11.6	26	1	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	31	14.5	4.5	17	27	61
157	CA009	9	I	control	70	inv	CA009-4	red	NA	No	NA	58	0.2733105	34.7	158	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	1	13	7.5	2.2	10	NA	117
158	CA009	9	I	control	70	inv	CA009-4	red	NA	No	NA	58	0.2733105	34.7	158	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	2	31	13.1	5.4	23	25.1	117
159	CA009	9	I	control	70	inv	CA009-4	red	NA	No	NA	58	0.2733105	34.7	158	0	599	-33	8165	-82	130	49.2961027777778	-118.473830555556	0.763109634553909	0.049707685494433	2.2233532172617	-2.09597060506623	3	117	28	10.5	NA	60	117
160	CA010	10	G	control	1	inv	CA010-2	red	NA	No	NA	75	0.459444375	37	160	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	13	5.9	1.5	6	NA	117
161	CA010	10	G	control	1	inv	CA010-2	red	NA	No	NA	75	0.459444375	37	160	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	32	17.1	6	14	31.3	117
162	CA010	10	G	control	1	inv	CA010-2	red	NA	No	NA	75	0.459444375	37	160	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	117	40	6	NA	78	117
163	CA010	12	N	drought	3	inv	CA010-9	red	NA	No	NA	57	0.26859825	34.2	142	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	117	26	7	NA	60	117
164	CA010	12	N	drought	3	inv	CA010-9	red	NA	No	NA	57	0.26859825	34.2	142	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	12	7.3	2.2	9	NA	117
165	CA010	12	N	drought	3	inv	CA010-9	red	NA	No	NA	57	0.26859825	34.2	142	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	31	16	4.9	16	28.8	117
166	CA010	12	O	drought	4	inv	CA010-7	red	NA	No	NA	56	0.2462936	31.2	76	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	32	17.5	5.2	33	33.2	117
167	CA010	12	O	drought	4	inv	CA010-7	red	NA	No	NA	56	0.2462936	31.2	76	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	12	7.9	1.7	15	NA	117
168	CA010	12	O	drought	4	inv	CA010-7	red	NA	No	NA	56	0.2462936	31.2	76	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	117	32	7	NA	56	117
169	CA010	13	B	control	1	inv	US019-2	red	NA	No	NA	66	0.3524763	44.9	180	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	14	9.1	2.7	12	NA	117
170	CA010	13	B	control	1	inv	US019-2	red	NA	No	NA	66	0.3524763	44.9	180	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	31	17.1	4.5	42	31.5	117
171	CA010	13	B	control	1	inv	US019-2	red	NA	No	NA	66	0.3524763	44.9	180	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	117	32	7	NA	68	117
172	CA010	14	D	control	4	inv	CA008-8	red	NA	No	NA	66	0.3524763	55.5	100	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	14	7.4	2.6	14	NA	117
173	CA010	14	D	control	4	inv	CA008-8	red	NA	No	NA	66	0.3524763	55.5	100	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	31	19.2	6.6	26	37.3	117
174	CA010	14	D	control	4	inv	CA008-8	red	NA	No	NA	66	0.3524763	55.5	100	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	117	32	5.5	NA	68	117
175	CA010	15	P	drought	1	inv	US019-9	red	60	Yes	32	39	0.1470222	14.4	26	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	12	6.2	1.6	8	NA	61
176	CA010	15	P	drought	1	inv	US019-9	red	60	Yes	32	39	0.1470222	14.4	26	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	32	NA	NA	NA	NA	61
177	CA010	15	P	drought	1	inv	US019-9	red	60	Yes	32	39	0.1470222	14.4	26	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	61	25	6	36	48	61
178	CA010	16	H	drought	1	inv	UA003-6	red	46	Yes	16	48	0.1847202	11.9	14	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	12	6.6	2.4	10	NA	46
179	CA010	16	H	drought	1	inv	UA003-6	red	46	Yes	16	48	0.1847202	11.9	14	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	32	16.8	5.1	24	31.9	46
180	CA010	16	H	drought	1	inv	UA003-6	red	46	Yes	16	48	0.1847202	11.9	14	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	46	25	10	37	49	46
181	CA010	17	T	control	3	inv	US019-8	red	NA	No	NA	57	0.380514188	39.2	92	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	14	8.2	2.3	8	NA	117
182	CA010	17	T	control	3	inv	US019-8	red	NA	No	NA	57	0.380514188	39.2	92	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	32	21.8	8.8	14	41.9	117
183	CA010	17	T	control	3	inv	US019-8	red	NA	No	NA	57	0.380514188	39.2	92	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	117	36	11.5	NA	85	117
184	CA010	18	L	control	1	inv	RU001-9	red	64	Yes	26	44	0.1589599	13.5	22	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	71	22	6	50	46	71
185	CA010	18	L	control	1	inv	RU001-9	red	64	Yes	26	44	0.1589599	13.5	22	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	14	1.7	0.5	3	NA	71
186	CA010	18	L	control	1	inv	RU001-9	red	64	Yes	26	44	0.1589599	13.5	22	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	31	8.3	2.6	9	13.1	71
187	CA010	19	O	drought	3	inv	UA003-4	red	NA	No	NA	39	0.186840713	32.6	78	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	12	2.2	0.7	4	NA	117
188	CA010	19	O	drought	3	inv	UA003-4	red	NA	No	NA	39	0.186840713	32.6	78	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	31	8.7	3.2	12	15.7	117
189	CA010	19	O	drought	3	inv	UA003-4	red	NA	No	NA	39	0.186840713	32.6	78	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	117	33	13	NA	61	117
190	CA010	2	B	control	3	inv	US019-7	red	NA	No	NA	51	0.216292275	31.5	98	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	32	21.1	7.8	19	37.5	117
191	CA010	2	B	control	3	inv	US019-7	red	NA	No	NA	51	0.216292275	31.5	98	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	13	7.6	2.5	9	NA	117
192	CA010	2	B	control	3	inv	US019-7	red	NA	No	NA	51	0.216292275	31.5	98	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	117	27	9	NA	54	117
193	CA010	2	E	control	1	inv	RU001-5	red	57	Yes	5.5	45	0.166106813	9.5	10	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	13	2.8	0.7	4	NA	57
194	CA010	2	E	control	1	inv	RU001-5	red	57	Yes	5.5	45	0.166106813	9.5	10	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	32	9.4	2.7	11	15.5	57
195	CA010	2	E	control	1	inv	RU001-5	red	57	Yes	5.5	45	0.166106813	9.5	10	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	57	24	7	37	47	57
196	CA010	3	G	control	4	inv	US019-4	red	NA	No	NA	29	0.066050038	17.3	16	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	13	7.5	2	10	NA	117
197	CA010	3	G	control	4	inv	US019-4	red	NA	No	NA	29	0.066050038	17.3	16	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	117	16	4	NA	29	117
198	CA010	3	G	control	4	inv	US019-4	red	NA	No	NA	29	0.066050038	17.3	16	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	31	15.2	5.2	18	27.1	117
199	CA010	3	I	control	1	inv	UA003-2	red	42	Yes	7	47	0.19194565	11.02	8	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	42	27	7.5	27	52	42
200	CA010	3	I	control	1	inv	UA003-2	red	42	Yes	7	47	0.19194565	11.02	8	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	13	6.8	2.2	8	NA	42
201	CA010	3	I	control	1	inv	UA003-2	red	42	Yes	7	47	0.19194565	11.02	8	1	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	32	17.4	6.3	23	33	42
202	CA010	4	C	drought	3	inv	CA010-3	red	NA	No	NA	42	0.1583316	26.9	74	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	12	6.8	2.3	8	NA	117
203	CA010	4	C	drought	3	inv	CA010-3	red	NA	No	NA	42	0.1583316	26.9	74	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	2	32	18.5	5.6	13	35	117
204	CA010	4	C	drought	3	inv	CA010-3	red	NA	No	NA	42	0.1583316	26.9	74	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	117	23	6	NA	48	117
205	CA010	4	E	drought	4	inv	CA008-3	red	NA	No	NA	78	0.47782215	53.4	172	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	1	12	7.6	2.6	9	NA	117
206	CA010	4	E	drought	4	inv	CA008-3	red	NA	No	NA	78	0.47782215	53.4	172	0	935	-45	8008	-93	154	49.3201805555556	-118.370436111111	1.01180780642906	-1.23314070512555	2.98538838860418	-2.18254164678368	3	117	34	6	NA	78	117
